Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
IL1RN	69.81531706827565	4.675242131326115e-15	3.5860977244123844e-13	37.01764890009497	4.561986909542061e-08	1.744416899220131e-06	63.811488106195114	9.006449125899442e-14	6.6555686825259805e-12	56.881484691521905	3	4.529710754723932e-32	4.0578658844401876e-30
VWA5A	18.060213064720376	0.0004274495128211	0.0059483104919147	67.70081530695514	1.325776221184434e-14	1.0887937216477169e-12	63.74127257670578	9.323281640465359e-14	6.8397756034834285e-12	49.83410031612709	3	1.1182561334953296e-27	8.26461173661392e-26
KITLG	54.29267064195814	9.718428431783792e-12	5.324588103082457e-10	18.577946433426586	0.0003342086069422	0.0055781191740691	62.017621959903565	2.1781253346271506e-13	1.5529113301243148e-11	44.96274634509609	3	1.1690542616185e-24	7.59564101298833e-23
CNTN1	40.555209103371745	8.125493167624146e-09	2.984951283186985e-07				64.44435238748838	6.594896138988255e-14	4.945683593416081e-12	52.49978074543006	2	2.267047587224932e-20	1.2075602576096764e-18
FERMT2	43.99713032272955	1.5113021860165496e-09	6.300158851968122e-08	13.012658663190393	0.004609310169985	0.0493503475533068	33.662762396346196	2.334044362071321e-07	7.384332850503144e-06	30.224183794088717	3	1.1931324560578436e-15	4.881934703420069e-14
HP	36.124538965429366	7.047836546374888e-08	2.267605933108805e-06	28.63240589525597	2.6752478372701696e-06	7.407669011475678e-05	16.73670974271505	0.0008005503719533	0.0109523945481827	27.1645515344668	3	8.157008440456268e-14	2.8537462961063723e-12
VTCN1	69.06276134459021	6.775340767464156e-15	5.115115533735932e-13	3.2643292291788986	0.3526382885178356	0.8306769592954362				36.16354528688456	2	1.361101305554097e-13	4.6117544235464746e-12
NFATC2	6.540653308429147	0.0880729521272388	0.3962662904720627	3.9550437308398085	0.2663596934167871	0.7438104730769401	43.9472787964594	1.548605333025382e-09	6.968035729577322e-08	18.147658611909453	3	1.5549206799265403e-08	3.2485754487864554e-07
TTR	7.310047718928622	0.0626453551051011	0.3189822967327189				34.025055544410435	1.9572043348636102e-07	6.250705579230026e-06	20.667551631669532	2	2.487196635075025e-07	4.51783413360402e-06
CTSH	26.239930065925094	8.495466802141714e-06	0.0001814132198194	5.608880603043167	0.1322694607571295	0.5220706678819089	15.989266631680206	0.0011397445645787	0.0148122900793259	15.946025766882821	3	2.7383091443516184e-07	4.92853967000881e-06
PSAP	18.946336030004197	0.0002804735108238	0.0042084194394032	13.408278037723436	0.0038319422896753	0.0426053029653593	13.195798202999008	0.0042317566311924	0.0434065898016132	15.183470756908882	3	7.296865681407705e-07	1.2273888575056345e-05
DNAJC11	24.46119979684273	2.001114737846128e-05	0.0003964191757534	12.09967770015658	0.0070493910336418	0.0683838241612482	5.04334231299218	0.1686507798592953	0.6024772389892401	13.868073269997165	3	3.881720521325405e-06	5.6949559757658715e-05
AGR2	29.26595542233904	1.96899379992539e-06	4.865647565382638e-05	0.630041993903923	0.8895218062581403	1.0	11.21827027152892	0.0106023015346525	0.0920563471156285	13.70475589592396	3	4.768004965961485e-06	6.93501337300056e-05
FABP3	8.191952657306379	0.0422068092314811	0.2451113791105033	5.683743573389758	0.128052553532027	0.5134179219838886	27.1778133677495	5.403048148485663e-06	0.0001314914890751	13.684503199481881	3	4.891013025027107e-06	7.087773164331561e-05
FCGRT	14.31936922641007	0.0025011472115467	0.0267944128092847	16.69381519697798	0.0008169639365919	0.0119760616019272	9.000436069166179	0.0292850893193574	0.1984486240088186	13.337873497518075	3	7.555471138727502e-06	0.00010661509094922758
FAM129B	15.50059584671428	0.001435182822209	0.0166996758487145	10.501220432001402	0.0147526205359179	0.1245527904358398	13.084250976644821	0.0044579054064259	0.0453130866813814	13.028689085120163	3	1.1116085490725688e-05	0.0001516121233308319
HMOX1	8.217016625208904	0.0417332149515337	0.2432450242889396	9.984490174682122	0.0186984357905044	0.1459326084859348	20.007419607959694	0.0001691425117025	0.002811820670734	12.736308802616911	3	1.5989307842790893e-05	0.00021125538015754453
CD1A	24.15339493923197	2.3204036675674115e-05	0.0004521957391186							24.15339493923197	1	2.3204036675674115e-05	0.0002985720714797023
ALKBH3	17.725219913459657	0.0005011345589123	0.0067769790562087				8.726389824403977	0.0331588025573205	0.2170004635360785	13.225804868931816	2	0.00018338775982745087	0.001978613375875553
PC	9.498338024249891	0.0233490476363977	0.1584364251505884	10.551046987467947	0.0144185843814556	0.1223041189257983	11.971017381446533	0.0074831050096524	0.069567451898734	10.673467464388123	3	0.00019751798231038416	0.002113710534678998
ATP6V0A1	7.942486730868052	0.0472154066979431	0.2672380870247219	10.315560308945336	0.0160657022692942	0.1308983430667301	13.08111220690018	0.0044644389641868	0.0453339820194861	10.446386415571189	3	0.00025886982017539104	0.002687564199801579
EIF4ENIF1	4.9023439047874815	0.1790892684045675	0.5995488496728331	0.9852802149574424	0.8048136491651257	1.0	25.370476674564944	1.291754373098595e-05	0.0002874224455659	10.419366931436624	3	0.00026731218390966096	0.0027703475676877647
MAP1LC3A	12.278012251999412	0.0064890246533604	0.0589732401672227	2.992026719735605	0.39285613359683097	0.8629699931624005	15.655416430006527	0.0013341720455254	0.0170115337391688	10.308485133913846	3	0.00030487526130345064	0.003102538696138816
TRMT44				9.962757400132695	0.0188853784990526	0.1470739551860487	15.006422682475494	0.0018111685591738	0.0218029375660838	12.484590041304095	2	0.0003459702869482823	0.003472919051921425
ATP6V0D1	8.082618637351999	0.0443347327028742	0.2546922810995558	8.059370807749987	0.0448004941925019	0.2656055549870482	14.311791792153914	0.0025100545537348	0.028520530080820998	10.151260412418633	3	0.0003671413613709991	0.003660578919234455
IGLC3	4.274284515327899	0.2333290331801347	0.6879332011473345	19.183065643515523	0.0002505745102715	0.0043531297733959				11.728675079421713	2	0.0006569159595173981	0.006131042795022285
SDCBP	10.113284567327806	0.0176273180678792	0.1290158210952868	6.1076220804137815	0.1064899750357385	0.4622240538037733	10.897878580794194	0.01229109768529	0.1035233552128757	9.03959507617859	3	0.0013368581126631614	0.011496979768903187
S100A4	5.302447298803091	0.1509436683943663	0.5430573705685496	15.11667135425444	0.0017196114050323	0.0223117264347735	6.134312196181594	0.105255388589181	0.4637099887192642	8.851143616413042	3	0.0016574367824407446	0.013851017634177952
PKIB							14.363288883297294	0.0024501330050462	0.0280601205238552	14.363288883297294	1	0.002450133005046229	0.019341003194039825
GBE1	8.714934480289825	0.0333311979521951	0.2057820514910798	5.810390198833388	0.1212085187787098	0.4991304645092512	10.623435847362792	0.013946519205878999	0.1136832209664412	8.382920175495336	3	0.002810955037564084	0.021753627826698492
SAMD9L	1.3393981240296586	0.7197995361150084	1.0	19.848594571925787	0.0001824578307647	0.0032883360172986	3.2366099994835817	0.3565632443868596	0.8387189326609122	8.141534231813012	3	0.003678167547067676	0.02709927180316217
RGS22	16.97527323830323	0.0007150663104471	0.0092027594423723				1.6125987375447792	0.6565365264641654	0.9935389826492091	9.293935987924003	2	0.004919342547237766	0.03474983609383906
CDK16	3.4658947227691765	0.3252124742335296	0.7987031769854207				14.917491748949768	0.001888532792851	0.0225732066054589	9.191693235859473	2	0.005342224700450892	0.03740189880570267
THRA	9.257252728743053	0.0260590684068921	0.1711331149899192				8.333227514133688	0.0396042446500842	0.2458328466201428	8.795240121438367	2	0.0073414004353961095	0.04896337289822841
