Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
HBB	494.19440470675414	8.645968293840781e-107	2.7632514667115144e-103	504.9916672897965	3.952686543196671e-109	7.141516411920583e-106	457.33639729602754	8.388177406326823e-99	2.1230477015413195e-95	485.5074897641928	3	4.727316536464783e-308	1.3975129510924015e-304
INS	376.82488244012416	2.315657158828216e-81	3.1717886912635616e-78	202.39617759047852	1.2805594790705094e-43	6.610430968030407e-41	332.572218177946	8.852042214023272e-72	9.957563930530177e-69	303.93109273618285	3	1.7796436923822644e-190	2.6305358328025356e-187
HBD	177.47518252099957	3.0952046771382473e-38	1.4838411222200755e-35	110.45958664789684	8.738299919243648e-24	1.6618866714835225e-21	186.93565267093533	2.8023978233012622e-40	1.773217222693874e-37	158.29014061327723	3	1.375256674567842e-96	1.016400636047796e-93
CA1	131.52057638817095	2.5431493432525885e-28	6.252234846950212e-26	82.55069275933936	8.705901982503227e-18	1.084785407371566e-15	124.80110741038405	7.132998640606687e-27	1.9003810062500555e-24	112.95745885263143	3	1.4443960005089332e-67	4.744439640560593e-65
CD36	134.74406066669516	5.13548942748882e-29	1.330785746777373e-26	57.55520396013072	1.9560809855946097e-12	1.2851452075356586e-10	103.19370521007768	3.196592662499915e-22	5.993019280583173e-20	98.49765661230118	3	2.3578846942519066e-58	5.932337555218893e-56
AKR1C2	185.04008574292152	7.1937804748018675e-40	3.83188706624446e-37				14.689245534284641	0.002102420591561	0.0246353079501893	99.86466563860307	2	2.166793742488312e-40	2.8156413192224486e-38
LEPR	99.58940825656879	1.9044886883885752e-21	3.0433729240449425e-19	23.928262662278208	2.585639809596541e-05	0.0005679762584788	67.17715277405568	1.716105010142994e-14	1.3899077698150134e-12	63.56494123096757	3	2.9454243592333123e-36	3.137805679994046e-34
CD70	63.52636283923313	1.0363931205319175e-13	6.900650860875019e-12	59.995077244137605	5.892483036300974e-13	4.0557118955568715e-11	51.786135928237506	3.3264895376517524e-11	1.8402939933981608e-09	58.43585867053608	3	4.830412990043735e-33	4.681937180923538e-31
ITIH4	67.04588754150859	1.8307757156016688e-14	1.3002575971250962e-12	17.176411388447107	0.000650085595576	0.009953747032263	51.700915543626614	3.468542170054073e-11	1.9084522244362734e-09	45.307738157860776	3	7.153782537748979e-25	4.673672845794567e-23
KRT5	99.60252850811598	1.8921580907729502e-21	3.0749172498866183e-19				18.96329939428492	0.0002782177312891	0.0043601800488718	59.282913951200456	2	3.2601348891923327e-23	2.0183819405601745e-21
SETMAR	2.8967646505573748	0.4078174288496305	0.8700831125523494	0.5600185462973413	0.9055210256927321	1.0	110.91244506480119	6.981725817190473e-24	1.4136598434647268e-21	38.12307608721864	3	1.89143985179849e-20	1.0120486989826762e-18
DNAJA4	28.62071562194992	2.690416287301626e-06	6.432845726346132e-05	25.087142134658645	1.4806080165656994e-05	0.0003508312831383	49.73377949158932	9.103237199963172e-11	4.702100684307508e-09	34.48054574939929	3	3.161718979280673e-18	1.538573124691109e-16
TST	42.36013187019754	3.3646878307321863e-09	1.3330837570686038e-07	24.734075010061666	1.7548962735832033e-05	0.0004000831346746	34.86006762256645	1.3040622358595984e-07	4.328631500276253e-06	33.984758167608554	3	6.328866899489052e-18	2.981627533325022e-16
PF4							75.70281502652635	2.5613322636480223e-16	2.567418597739859e-14	75.70281502652635	1	2.5613322636480223e-16	1.0855825812773428e-14
