Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
MPO	83.09319950845962	6.658848661263965e-18	7.015938567494384e-16	111.951047125248	4.1727443058233394e-24	8.150384621131156e-22	87.16606698262697	8.894922750889242e-19	1.2335917524657906e-16	94.07010453877821	3	1.5395505571642334e-55	3.5009971804744343e-53
ANXA3	61.17988246323968	3.289530898311285e-13	2.061439362941739e-11	46.353129738537405	4.770991984013399e-10	2.2834409979115777e-08	74.29603359781333	5.128329709502483e-16	4.8522626148601066e-14	60.60968193319681	3	2.102577012882021e-34	2.161997667593904e-32
GM2A	80.16084625760735	2.8348786978805206e-17	2.7455370661897413e-15	19.817143857054287	0.0001852157690473	0.0033297372211568	73.56938385626414	7.339850103752097e-16	6.755331131853292e-14	57.84912465697526	3	1.1247264009342718e-32	1.0472354087439183e-30
DGUOK	160.4358507499035	1.4759462201875281e-34	5.442835522753083e-32	2.931641353585233	0.4022852612776736	0.8655300932580373	8.588039127451754	0.035300488059912004	0.2264779094540873	57.3185104103135	3	2.4147347230652636e-32	2.2135068294764914e-30
EIF1AY	119.10038877255934	1.2055283794808427e-25	2.5127404570570262e-23	9.63175445893462	0.0219702442609521	0.1647084598276983	21.72257138308744	7.450148758737526e-05	0.0013373281211606	50.1515715381938	3	7.099843779282322e-28	5.313648904431232e-26
GSTP1	36.5049978960779	5.8559749966452085e-08	1.9162828760352987e-06	44.6059115887357	1.122054077809207e-09	5.1650221785523185e-08	40.05479576952432	1.0373893997794124e-08	4.151197740461174e-07	40.38856841811264	3	7.712148405950646e-22	4.492421423663369e-20
DHX35	7.562904115795669	0.0559640152711114	0.2976056452686724	89.05527460082226	3.495101519119087e-19	4.8575189766680067e-17	2.2493131739373586	0.5223006363541878	0.9457649154801998	32.955830630185105	3	2.665865670352724e-17	1.2124562135354214e-15
BASP1	22.87873222260869	4.2802859450777834e-05	0.000787704062215	14.052720527614277	0.0028342623470372	0.0336894966809835	47.999865028575705	2.1296217914248608e-10	1.0415599524823816e-08	28.31043925959956	3	1.6838146236098332e-14	6.320986642598816e-13
PGK1	23.98893938440055	2.5113149612848472e-05	0.0004835037720642	31.732952309116	5.957486423717225e-07	1.9570342901911087e-05	27.39952366468655	4.854475964018139e-06	0.0001198700357554	27.70713845273436	3	3.8669917705682026e-14	1.4069900826759688e-12
NEK2				1.8910758718530285	0.5953190801483721	0.958425260020558	69.12114330804633	6.5831242762996684e-15	5.553962514438155e-13	35.50610958994968	2	2.53465816272461e-13	8.466760670683197e-12
FBLN7	63.5242754018477	1.037458855442494e-13	6.860107245505264e-12				2.9016146404788743	0.4070443243477606	0.8758590307538211	33.212945021163286	2	2.205581141111502e-12	7.011020697215997e-11
TKT	18.715639870850502	0.0003130200187394	0.0046244005233799	19.55681371250473	0.0002096965661796	0.003723530918379	18.142959810867172	0.0004109740654482	0.0061731475350117	18.805137798074128	3	6.537991249758571e-09	1.4396973282755142e-07
YJ017	39.128700884796885	1.6300474117279533e-08	5.703976125418837e-07							39.128700884796885	1	1.6300474117279533e-08	3.381633446260184e-07
TBC1D4	13.903299472758329	0.0030397776960123	0.0316110504873822	37.50202959594576	3.6029191273538976e-08	1.4306756337025612e-06	2.0311433879539185	0.5659680047960347	0.9690275800025462	17.81215748555267	3	2.4155123373561812e-08	4.924729894696007e-07
RPL39L							37.42496113693834	3.7408055960470664e-08	1.3195789496299825e-06	37.42496113693834	1	3.740805596047066e-08	7.484776002243072e-07
MDH1	17.51214483311101	0.0005544388988894	0.0074245253666932	18.366760895706502	0.0003695101782057	0.0060830297446308	15.144555217209975	0.0016971920363282	0.0206767414871088	17.007820315342492	3	6.911678841800473e-08	1.3398459394146001e-06
RCSD1	26.864642646296854	6.284845540289796e-06	0.0001391665104856	2.1954461884533405	0.5328458869810386	0.9358146355314619	21.388669381262407	8.741434183641768e-05	0.0015311121051070002	16.816252738670865	3	8.869033326209239e-08	1.6915535335874882e-06
THAP9	31.881552132627128	5.543078657272402e-07	1.5228377697973578e-05				11.040058471847955	0.0115112246578872	0.0978502421800592	21.460805302237546	2	1.2088470111825246e-07	2.258233160700372e-06
PGK2	17.822349550737183	0.0004785578197328	0.0065269023834968	7.722491522990516	0.0521090153665297	0.2951346818604315	21.021343842422635	0.0001042071390419	0.0017911597209859	15.522061638716776	3	4.726570674937073e-07	8.219367386931013e-06
CCDC74B	14.972243093453741	0.001840523440607	0.0206396944427372	6.0691073969933385	0.1082959821200081	0.4661435752122087	24.548363757853924	1.91893624011563e-05	0.000404735635311	15.196571416100333	3	7.175497363653286e-07	1.21214651893143e-05
GAS8							28.94061967734095	2.304700137901385e-06	6.0291432031301355e-05	28.94061967734095	1	2.304700137901385e-06	3.511994733335551e-05
IL1RAP	14.036870421026833	0.0028553929721184	0.0299535096462487	13.59892849545176	0.003505172628177	0.0397051451157292	15.061287566752016	0.0017650164770993	0.0213234210192762	14.23236216107687	3	2.4498189989982757e-06	3.7044897267461136e-05
PADI1							26.702852545921672	6.795221481492025e-06	0.0001596167570269	26.702852545921672	1	6.795221481492025e-06	9.657871877240768e-05
ANP32A	12.07504997862628	0.0071304432062364	0.0631271370834674	16.85453167189893	0.0007571326906636	0.0112357247544685	10.453554846572708	0.0150792940374791	0.1202069077444403	13.127712165699306	3	9.824862943949457e-06	0.0001357231358787411
APBB2				25.502412950026983	1.2122078662730694e-05	0.0002959671030255				25.502412950026983	1	1.2122078662730694e-05	0.00016344763989371782
MAPRE1	14.337139481206448	0.0024803808369608	0.0266613133013236	14.39246080927257	0.0024168202953462	0.0296040004651993	9.099365018107967	0.0279985342532566	0.1917842765764348	12.609655102862327	3	1.8706868777761456e-05	0.00024362194195708066
SSFA2	32.59957883789266	3.9119607895644215e-07	1.1129934733039666e-05	3.0363355552559335	0.3860568059552782	0.8597943102122637	0.5987045306324424	0.8967288773441784	1.0	12.07820630792701	3	3.6020212791887285e-05	0.0004502526598985911
BRPF1	2.2077079849120813	0.5304317347700049	0.9500802303334218	1.4636046805309828	0.6906954606121223	0.9900150919959952	32.173333896712506	4.811233637553758e-07	1.4410925842187646e-05	11.948215520718524	3	4.224347643345666e-05	0.0005219739904134013
CECR1	13.556192143037714	0.0035759338994301	0.0364745257741872	5.741841141319313	0.1248684689550333	0.5058432876334227	16.31402708245572	0.0009776709970324	0.013040765710086999	11.870686788937581	3	4.644776347973325e-05	0.0005679884210422394
SAFB2	3.839495972839009	0.2793253900875048	0.7458011250790856	28.255272081275482	3.210422711205148e-06	8.755367899577209e-05	2.652742973571522	0.4483179573692947	0.9064851209120712	11.582503675895335	3	6.601242426955955e-05	0.0007774869691110972
BRCA2	29.3260478477107	1.912551688716292e-06	4.738383873749821e-05	3.9871365384736763	0.2628565057596189	0.7383070218129676	0.6621816006552669	0.8820610633091656	1.0	11.325121995613214	3	9.021460572513994e-05	0.001034711651503181
GLO1	10.767807836164422	0.0130500258300661	0.1014790329754048	13.47418421355932	0.003715704841670999	0.0415044805112157	9.7244321593635	0.0210598293351287	0.1549489187418922	11.322141403029079	3	9.054069249914003e-05	0.0010374454348859798
PDCD5	6.810162585049019	0.0782010917903529	0.3675451314146589	13.988855254769035	0.0029203619932095	0.0345991084015171	12.935283970798256	0.0047786683351807	0.0479477088457579	11.244767270205433	3	9.942343173044649e-05	0.0011282937430062668
KRT8	13.102280770012369	0.0044205580826564	0.0433377412029756				14.290866146207488	0.0025348164958341	0.02873738208715	13.69657345810993	2	0.00012219740747708546	0.0013555200219667314
NELL2	19.558286370462323	0.0002095494023242	0.0032669262918457							19.558286370462323	1	0.00020954940232427482	0.0022183721418841088
ADD3	10.270655551699246	0.0164001767266133	0.1209576111190527	9.22149026191392	0.0264864926840111	0.1893351954771001	12.088452346408074	0.0070862212162038	0.066550003332883	10.526866053340413	3	0.00023524287922912734	0.0024682759954608967
CALM1	10.093421812989764	0.0177884822205207	0.1293070261791909	12.720148716973569	0.0052825964146321	0.0546953070036485	8.022938072104656	0.0455400159701654	0.2732940851700978	10.278836200689328	3	0.0003157663373407812	0.00319686381768385
AGXT							18.44175585838243	0.00035656851794099996	0.0054530206580585	18.44175585838243	1	0.0003565685179410054	0.0035641781273477507
MAP3K4	4.730424998332032	0.1926349885033132	0.6252485679653921	23.825036283052572	2.7171571378573898e-05	0.0005914727299787	1.7479565152611256	0.6263251171896418	0.9841557483203374	10.10113926554858	3	0.00038949149348523017	0.0038509505940324796
AHI1				18.22294682283023	0.0003956487551001	0.006454522693248				18.22294682283023	1	0.00039564875510016514	0.0039052976035554693
FAM69A							17.705025878384824	0.0005059597756713	0.0073596792656565	17.705025878384824	1	0.00050595977567137	0.004856310346845738
FRMPD3	18.362126585819453	0.0003703250622647	0.0052837450848125	6.4282201702948125	0.0925367155376542	0.424072823836796	4.681705858007557	0.1966439808631229	0.6453237154807963	9.824017538040607	3	0.0005392811327561308	0.005146892166942089
HNRPDL	10.606241598305306	0.0140572499225615	0.10705394142773599	8.35283877096707	0.0392555766045504	0.2439381359596614	10.248747724043831	0.0165658347865527	0.1285153343900845	9.735942697772067	3	0.0005977456050647326	0.005645640399273532
KIAA0895L				8.413757191639682	0.0381915103493736	0.23896973618608103	15.066116487965072	0.0017610107182485	0.0213004450556133	11.739936839802375	2	0.0006507022875640459	0.0060778471962439524
RPGRIP1L	10.60977948089838	0.0140343954986609	0.1069648521789831	16.333719302868225	0.000968615050129	0.0138343497377126	1.197568088338388	0.7535876434584042	1.0	9.380355624035	3	0.0009034436723138243	0.008224188933880655
GPR139				14.689025729127989	0.0021026377320386	0.0263358109002487	7.997239438185238	0.0460687926455863	0.2750002693065541	11.343132583656613	2	0.000908661591635236	0.008246295718408798
PNP	9.196373401188582	0.0267907829875478	0.1749795826189433	10.287906831144095	0.016270877397603998	0.1316793179759063	8.485438059757588	0.0369754869233384	0.2336703056253925	9.323239430696756	3	0.0009650435507589137	0.008684657524904228
NEUROD6				16.30685412057513	0.0009809905107158	0.0139559417735107				16.30685412057513	1	0.0009809905107158508	0.008821454592558887
CIRBP	11.210416553176993	0.0106408235331574	0.0860237909240421	8.541157858707269	0.0360564352884114	0.2320390541668294	8.044399126150163	0.0451029664659881	0.2716373780497704	9.26532451267814	3	0.0010316787027547208	0.0092211645200866
FAH	7.378457754089693	0.0607650233471214	0.3130655797163895	10.489275510556038	0.0148338242872161	0.1249464430346283	9.924415260991797	0.0192196819331764	0.1447768302763979	9.264049508545842	3	0.0010331949918289851	0.00922077794594547
AKAP2	5.137591386563476	0.1619948616533576	0.5666569622518765	15.062655268683343	0.0017638810038523	0.0228042361625055	7.412811822065933	0.0598415208520848	0.3287224943605571	9.204352825770917	3	0.0011066715386302249	0.009787876547720576
LRRC69	16.015894006380574	0.0011255075131746	0.0135911411036757							16.015894006380574	1	0.0011255075131746484	0.00992477728806131
SMAP	10.796074557909188	0.0128812663731748	0.1002480373262989	8.590626470975971	0.0352592219073936	0.2289473465631034	8.000401375226058	0.0460034112015989	0.2747719970530899	9.12903413470374	3	0.001206664892262645	0.010561667173209308
KIF6				3.6689478386101393	0.2995020937745819	0.7785977092478071	17.980966175121672	0.0004438433509562	0.0065886658139019	10.824957006865906	2	0.0014010217597035938	0.011987758544497105
IFNK	15.517640095033794	0.0014237007458499	0.016586200183729							15.517640095033794	1	0.001423700745849913	0.01213789568830225
CPZ							15.492570097608555	0.0014406212533472	0.0180953468596615	15.492570097608555	1	0.0014406212533472115	0.012273304265728223
SNRPC	11.03575722955286	0.0115340857086345	0.0916228780235195	6.239677563862674	0.100514151876758	0.447300354441706	9.611105664080533	0.0221782901335375	0.1614184107202979	8.96218015249869	3	0.0014604998947892508	0.01243370140812303
ARHGEF12	3.4006483072914446	0.3338781366609861	0.8083897914912966	22.822548279971752	4.397244227747872e-05	0.0009238047684283	0.558518755168298	0.905859329886206	1.0	8.927238447477164	3	0.0015198828310031974	0.01289283678379685
CBX3	10.068301907405722	0.0179943781786216	0.1300151454232288	6.554627090223594	0.0875328635212819	0.4105126571501002	9.854297865246133	0.0198461383823683	0.1480635998401599	8.825742287625149	3	0.0017059903586346356	0.014216586321955297
CUX2	5.378863921142159	0.1460661135923171	0.5345350752378383	2.542156357199211	0.467720636328587	0.9050112553538684	18.543137539076856	0.0003397872684847	0.0052519180246409	8.821385939139411	3	0.0017144549458007494	0.0142569829353684
EXT2	11.85842817183043	0.0078841997293724	0.0682253673332335	0.2889183056972828	0.9620989941678286	1.0	14.230900165352189	0.0026071252191407	0.0294581871859162	8.792748880959968	3	0.0017711220005281374	0.014604963498078959
