	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	oxygen transport (GO:0015671)	5/12	HBM,HBZ,HBE1,HBG1,HBG2	1.2970945004404151e-08	1.465716785497669e-05	1.465716785497669e-05
1	gas transport (GO:0015669)	5/13	HBM,HBZ,HBE1,HBG1,HBG2	2.0958978760312995e-08	2.3683645999153686e-05	1.1841822999576843e-05
2	protoporphyrinogen IX biosynthetic process (GO:0006782)	4/9	UROD,HMBS,ALAS2,CPOX	3.048204147460384e-07	0.0003444470686630234	0.00011481568955434113
3	protoporphyrinogen IX metabolic process (GO:0046501)	4/11	UROD,HMBS,ALAS2,CPOX	7.896182105186227e-07	0.0008922685778860437	0.00022306714447151092
4	heme biosynthetic process (GO:0006783)	4/18	UROD,HMBS,ALAS2,CPOX	7.045970821451666e-06	0.007961947028240383	0.0015923894056480766
5	heme metabolic process (GO:0042168)	4/24	UROD,HMBS,ALAS2,CPOX	2.3675769425124094e-05	0.026753619450390228	0.004458936575065038
6	porphyrin-containing compound biosynthetic process (GO:0006779)	4/25	UROD,HMBS,ALAS2,CPOX	2.803143600466196e-05	0.031675522685268014	0.004525074669324003
7	developmental maturation (GO:0021700)	6/85	PICALM,HBZ,CDH5,EPB42,KLF1,HOXB13	3.2062562483132045e-05	0.03623069560593921	0.004528836950742401
8	erythrocyte maturation (GO:0043249)	3/10	KLF1,HBZ,EPB42	4.147835787618708e-05	0.0468705444000914	0.005207838266676822
9	tetrapyrrole biosynthetic process (GO:0033014)	4/28	UROD,HMBS,ALAS2,CPOX	4.463162655311494e-05	0.05043373800501988	0.005043373800501989
10	transition metal ion homeostasis (GO:0055076)	6/91	SLC31A1,PICALM,SLC25A37,LTF,EPB42,ALAS2	4.721718328438808e-05	0.05335541711135853	0.004850492464668957
11	porphyrin-containing compound metabolic process (GO:0006778)	4/32	UROD,HMBS,ALAS2,CPOX	7.668835245982948e-05	0.08665783827960731	0.007221486523300609
12	pigment biosynthetic process (GO:0046148)	4/34	UROD,HMBS,ALAS2,CPOX	9.782523314134132e-05	0.11054251344971569	0.008503270265362746
13	iron ion homeostasis (GO:0055072)	5/71	PICALM,SLC25A37,LTF,EPB42,ALAS2	0.00015290487560405022	0.17278250943257675	0.012341607816612624
14	pigment metabolic process (GO:0042440)	4/41	UROD,HMBS,ALAS2,CPOX	0.00020559796446711857	0.23232569984784399	0.015488379989856266
15	tetrapyrrole metabolic process (GO:0033013)	4/51	UROD,HMBS,ALAS2,CPOX	0.0004803933789528111	0.5428445182166766	0.033927782388542285
16	cell maturation (GO:0048469)	4/62	KLF1,HBZ,HOXB13,EPB42	0.0010099849097415636	1.0	0.06713429105929217
17	response to methylmercury (GO:0051597)	2/8	ARG1,CPOX	0.0013902175861737966	1.0	0.08727477068757722
18	transition metal ion transport (GO:0000041)	4/71	LTF,SLC31A1,PICALM,SLC25A37	0.0016751214873348716	1.0	0.09962564635202131
19	hemoglobin metabolic process (GO:0020027)	2/9	ALAS2,EPB42	0.0017790836319433211	1.0	0.09806656117541233
20	antibacterial humoral response (GO:0019731)	2/9	LTF,DEFA1	0.0017790836319433211	1.0	0.09806656117541233
21	innate immune response in mucosa (GO:0002227)	2/10	LTF,DEFA1	0.0022134849504095817	1.0	0.11116613306501454
22	antimicrobial humoral response (GO:0019730)	2/10	LTF,DEFA1	0.0022134849504095817	1.0	0.11116613306501454
23	mucosal immune response (GO:0002385)	2/12	LTF,DEFA1	0.003216263584590353	1.0	0.15143241044112912
24	iron ion transport (GO:0006826)	3/42	LTF,PICALM,SLC25A37	0.0033617625458673703	1.0	0.15195166707320515
25	organ or tissue specific immune response (GO:0002251)	2/13	LTF,DEFA1	0.0037833432522355716	1.0	0.16442991827023828
26	response to toxic substance (GO:0009636)	4/90	ASNS,ENDOG,ARG1,CPOX	0.003973792126836144	1.0	0.1663105593824016
27	positive regulation of peptidyl-threonine phosphorylation (GO:0010800)	2/15	CHI3L1,WNK3	0.005045690291013273	1.0	0.20005719399456134
28	defense response to fungus (GO:0050832)	2/15	LTF,DEFA1	0.005045690291013273	1.0	0.20005719399456134
29	glutamine family amino acid metabolic process (GO:0009064)	3/50	ASNS,OAT,ARG1	0.00550788914074737	1.0	0.20746382430148427
30	chromatin assembly or disassembly (GO:0006333)	3/54	HIST1H1D,H3F3A,HIST1H1C	0.006828407165066342	1.0	0.24890645472661183
31	metal ion homeostasis (GO:0055065)	6/238	SLC31A1,PICALM,SLC25A37,LTF,EPB42,ALAS2	0.0072701170453448516	1.0	0.2567260081637401
32	cofactor biosynthetic process (GO:0051188)	4/107	UROD,ALAS2,HMBS,CPOX	0.00732103291844647	1.0	0.2506899150861973
33	positive regulation of NIK/NF-kappaB signaling (GO:1901224)	2/19	RC3H2,CHI3L1	0.008065675972914162	1.0	0.26418011157660876
34	chromatin assembly (GO:0031497)	2/19	HIST1H1D,HIST1H1C	0.008065675972914162	1.0	0.26418011157660876
35	digestion (GO:0007586)	2/20	CTSE,MGAM	0.008920297446996616	1.0	0.27616263329058016
36	regulation of peptidyl-threonine phosphorylation (GO:0010799)	2/20	CHI3L1,WNK3	0.008920297446996616	1.0	0.27616263329058016
37	alpha-amino acid biosynthetic process (GO:1901607)	3/60	CBS,OAT,ASNS	0.00913485133665709	1.0	0.271641631853224
38	regulation of NIK/NF-kappaB signaling (GO:1901222)	2/21	RC3H2,CHI3L1	0.009813573973151836	1.0	0.28434201511952756
39	hematopoietic or lymphoid organ development (GO:0048534)	4/119	EPB42,KLF1,RC3H2,PICALM	0.010559471376470564	1.0	0.2983050663852934
40	spleen development (GO:0048536)	2/23	RC3H2,EPB42	0.011713752971668562	1.0	0.3228424599508653
41	cellular transition metal ion homeostasis (GO:0046916)	3/66	LTF,SLC31A1,ALAS2	0.011845588563251599	1.0	0.3187027399160549
42	cation homeostasis (GO:0055080)	6/266	SLC31A1,PICALM,SLC25A37,LTF,EPB42,ALAS2	0.012178827075405291	1.0	0.32004824640018553
43	regulation of substrate adhesion-dependent cell spreading (GO:1900024)	2/24	OLFM4,TACSTD2	0.012719501429881054	1.0	0.3266599230855816
44	liver development (GO:0001889)	3/68	ASNS,ARG1,KLF1	0.01284110582243687	1.0	0.3224544350967481
45	response to fungus (GO:0009620)	2/25	LTF,DEFA1	0.013761596795432913	1.0	0.3380566169312868
46	nucleosome assembly (GO:0006334)	3/71	HIST1H1D,H3F3A,HIST1H1C	0.014421774650073738	1.0	0.3467362841400707
47	negative regulation of heart rate (GO:0010459)	1/3	SRI	0.02141164224188619	1.0	0.4988691903779669
48	prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis (GO:0060527)	1/3	HOXB13	0.02141164224188619	1.0	0.4988691903779669
49	protein-DNA complex assembly (GO:0065004)	3/84	HIST1H1D,H3F3A,HIST1H1C	0.022500531875260625	1.0	0.5085120203808902
50	amide biosynthetic process (GO:0043604)	2/34	ASNS,ARG1	0.02468535365167017	1.0	0.5469499926742606
51	cellular amino acid biosynthetic process (GO:0008652)	3/90	ASNS,CBS,OAT	0.026908525764096657	1.0	0.5847429637197926
52	nucleosome organization (GO:0034728)	3/91	HIST1H1D,H3F3A,HIST1H1C	0.027684928282629764	1.0	0.5902635652711629
53	regulation of type B pancreatic cell apoptotic process (GO:2000674)	1/4	CAST	0.028447677634624458	1.0	0.595293994946771
54	visual perception (GO:0007601)	3/92	OAT,TIMP3,TACSTD2	0.028473230437061584	1.0	0.5849954617069016
55	sensory perception of light stimulus (GO:0050953)	3/93	OAT,TIMP3,TACSTD2	0.029273418674437293	1.0	0.5906957696806097
56	erythrocyte differentiation (GO:0030218)	2/38	KLF1,ALAS2	0.030368907871628124	1.0	0.6020502788585926
57	alpha-amino acid metabolic process (GO:1901605)	4/167	OAT,ASNS,CBS,ARG1	0.03214158240903126	1.0	0.6262066917621608
