	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	platelet alpha granule membrane (GO:0031092)	4/8	SNCA,ITGA2B,CD9,ITGB3	7.074649958682368e-07	0.0001386631391901744	0.0001386631391901744
1	platelet alpha granule lumen (GO:0031093)	6/35	THBS1,VWF,MMRN1,TGFB1,PPBP,A2M	1.2906828763695384e-06	0.0002529738437684295	0.00012648692188421475
2	secretory granule lumen (GO:0034774)	6/41	THBS1,VWF,MMRN1,TGFB1,PPBP,A2M	3.400729025541269e-06	0.0006665428890060887	0.00022218096300202956
3	cytoplasmic membrane-bounded vesicle lumen (GO:0060205)	6/53	THBS1,VWF,MMRN1,TGFB1,PPBP,A2M	1.5710041535055716e-05	0.00307916814087092	0.0006842595868602045
4	vesicle lumen (GO:0031983)	6/53	THBS1,VWF,MMRN1,TGFB1,PPBP,A2M	1.5710041535055716e-05	0.00307916814087092	0.0006842595868602045
5	cytoplasmic vesicle part (GO:0044433)	12/271	THBS1,CD9,VWF,ITGB3,CFTR,MMRN1,ITGA2B,TGFB1,PPBP,A2M,SNCA,ABCC4	2.0924929078541628e-05	0.004101286099394159	0.0006835476832323599
6	secretory granule membrane (GO:0030667)	5/41	CD9,ITGB3,ITGA2B,SNCA,ABCC4	5.7629751774210476e-05	0.011295431347745253	0.0016136330496778933
7	external side of plasma membrane (GO:0009897)	6/112	THBS1,ITGA6,CD9,VWF,ITGA2B,CD274	0.001003170052258759	0.19662133024271677	0.024577666280339597
8	protein complex involved in cell adhesion (GO:0098636)	3/21	ITGA2B,ITGA6,ITGB3	0.0012149321327683373	0.23812669802259412	0.025065968212904643
9	integrin complex (GO:0008305)	3/21	ITGA2B,ITGA6,ITGB3	0.0012149321327683373	0.23812669802259412	0.025065968212904643
10	cell surface (GO:0009986)	9/264	THBS1,ITGA6,ITGB3,CFTR,KRT4,ITGA2B,TGFB1,GP6,GP1BA	0.0015403693710760418	0.3019123967309042	0.02744658152099129
11	integral component of plasma membrane (GO:0005887)	13/501	GP1BB,CD9,PCDH8,BAI1,ICAM2,ITGB3,ITGA2B,CLEC1B,GP9,NCR1,GP6,GP1BA,GPR56	0.0018198439957919478	0.3566894231752218	0.029724118597935147
12	platelet alpha granule (GO:0031091)	2/9	THBS1,VWF	0.003566843057178609	0.6991012392070074	0.05377701840053903
13	extracellular region (GO:0005576)	13/548	THBS1,HPSE,METTL24,SPINT2,VWF,ITIH3,SNCA,MMRN1,TGFB1,PPBP,A2M,EPDR1,LTBP1	0.003950381162124573	0.7742747077764163	0.055305336269744015
14	side of membrane (GO:0098552)	6/148	THBS1,ITGA6,CD9,VWF,ITGA2B,CD274	0.004104565661065171	0.8044948695687735	0.0536329913045849
15	melanosome (GO:0042470)	2/13	HPS4,ITGB3	0.0075241709569330234	1.0	0.08674926515052192
16	integral component of mitochondrial outer membrane (GO:0031307)	2/13	ABCB6,CPT1A	0.0075241709569330234	1.0	0.08674926515052192
17	pigment granule (GO:0048770)	2/13	HPS4,ITGB3	0.0075241709569330234	1.0	0.08674926515052192
18	cytoplasmic vesicle membrane (GO:0030659)	6/175	CD9,ITGB3,CFTR,ITGA2B,SNCA,ABCC4	0.009133723377151114	1.0	0.09422156746955887
19	basolateral plasma membrane (GO:0016323)	4/82	SLC39A5,SLC12A6,CFTR,ABCC4	0.00988178068040346	1.0	0.09684145066795391
20	plasma membrane region (GO:0098590)	7/233	SLC12A6,ITGA6,CD9,CFTR,SLC39A5,PTRF,ABCC4	0.009977328269249979	1.0	0.0931217305129998
21	vesicle membrane (GO:0012506)	6/192	CD9,ITGB3,CFTR,ITGA2B,SNCA,ABCC4	0.013970997800076426	1.0	0.12446888949158996
22	chloride channel complex (GO:0034707)	2/19	CLIC2,CFTR	0.015849078913246713	1.0	0.1350617159563633
23	organelle outer membrane (GO:0031968)	4/98	ABCB6,BCL2L1,CPT1A,SNCA	0.01802838582625739	1.0	0.14422708661005912
24	proteinaceous extracellular matrix (GO:0005578)	4/98	TGFB1,OPTC,VWF,LTBP1	0.01802838582625739	1.0	0.14422708661005912
25	outer membrane (GO:0019867)	4/101	ABCB6,BCL2L1,CPT1A,SNCA	0.01991045556486453	1.0	0.15009420348897878
26	extracellular matrix (GO:0031012)	5/164	THBS1,VWF,TGFB1,OPTC,LTBP1	0.026528779039646542	1.0	0.1925792848803971
27	integral component of mitochondrial membrane (GO:0032592)	2/31	ABCB6,CPT1A	0.039811069324763734	1.0	0.2786774852733461
28	fibrinogen complex (GO:0005577)	1/4	THBS1	0.04031131095320008	1.0	0.26783108294329544
29	fibril (GO:0043205)	1/4	SNCA	0.04031131095320008	1.0	0.26783108294329544
