	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	RAGE receptor binding (GO:0050786)	4/9	S100P,S100A9,S100A8,S100A12	1.8360238849919406e-07	3.837289919633156e-05	3.837289919633156e-05
1	calcium ion binding (GO:0005509)	10/393	S100A9,PCDHGA4,GCA,PADI4,S100A8,S100P,PLCG1,PADI2,FCN1,S100A12	0.00017664208777003952	0.03691819634393826	0.01845909817196913
2	AT DNA binding (GO:0003680)	2/5	HMGA1,HMGA2	0.0003920629163843461	0.08194114952432834	0.027313716508109445
3	long-chain fatty acid binding (GO:0036041)	2/9	S100A9,S100A8	0.0013883772801926279	0.29017085156025924	0.07254271289006481
4	DNA-(apurinic or apyrimidinic site) lyase activity (GO:0003906)	2/10	HMGA1,HMGA2	0.001728350685669442	0.3612252933049134	0.0656773260554388
5	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines (GO:0016813)	2/10	PADI2,PADI4	0.001728350685669442	0.3612252933049134	0.0656773260554388
6	fatty acid binding (GO:0005504)	2/18	S100A9,S100A8	0.005686633841764556	1.0	0.16978663898982743
7	protein disulfide oxidoreductase activity (GO:0015035)	2/19	TXN,GLRX	0.006329679575172251	1.0	0.16536287890137508
8	lysozyme activity (GO:0003796)	1/1	LYZ	0.006342494714622776	1.0	0.14728682170624
9	serine-type endopeptidase activity (GO:0004252)	3/68	TPSB2,PLG,AZU1	0.009142885885082374	1.0	0.1910863149982216
10	disulfide oxidoreductase activity (GO:0015036)	2/23	TXN,GLRX	0.009213010591297935	1.0	0.17504720123466078
11	lyase activity (GO:0016829)	4/133	HMGA1,MLYCD,DDT,HMGA2	0.010046549778229814	1.0	0.1749774086375026
12	translation regulator activity (GO:0045182)	2/26	IGF2BP3,IGF2BP1	0.011690813741700005	1.0	0.18795231323194622
13	mRNA 3'-UTR binding (GO:0003730)	2/27	IGF2BP3,IGF2BP1	0.012574680146694717	1.0	0.18124883797649627
14	carboxy-lyase activity (GO:0016831)	2/27	MLYCD,DDT	0.012574680146694717	1.0	0.18124883797649627
15	electron carrier activity (GO:0009055)	3/80	GLRX,MAOB,CYCS	0.014201482716469531	1.0	0.18550686798388324
16	serine-type peptidase activity (GO:0008236)	3/84	TPSB2,PLG,AZU1	0.016177043509282125	1.0	0.19888247608470377
17	serine hydrolase activity (GO:0017171)	3/86	TPSB2,PLG,AZU1	0.017219906310011097	1.0	0.19994224548846218
18	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds (GO:0016810)	3/89	ATIC,PADI2,PADI4	0.018853388672963052	1.0	0.20738727540259355
19	endodeoxyribonuclease activity (GO:0004520)	2/34	HMGA1,HMGA2	0.019533288736821686	1.0	0.20412286729978663
20	monocarboxylic acid binding (GO:0033293)	2/36	S100A9,S100A8	0.021758265533914353	1.0	0.21654654745657614
21	carbon-carbon lyase activity (GO:0016830)	2/41	MLYCD,DDT	0.02775175521487434	1.0	0.2577829706626105
22	oxidoreductase activity, acting on a sulfur group of donors (GO:0016667)	2/41	TXN,GLRX	0.02775175521487434	1.0	0.2577829706626105
23	carbon-oxygen lyase activity (GO:0016835)	2/42	HMGA1,HMGA2	0.029021568728922947	1.0	0.252729494347704
24	deoxyribonuclease activity (GO:0004536)	2/43	HMGA1,HMGA2	0.03031429446769953	1.0	0.2534275017499681
25	binding, bridging (GO:0060090)	3/108	CSTA,KSR1,SOCS2	0.0311358254635839	1.0	0.2502841354572706
26	hormone receptor binding (GO:0051427)	3/109	HMGA1,PADI2,SOCS2	0.03187477112956301	1.0	0.24673433948439516
27	G-protein coupled serotonin receptor binding (GO:0031821)	1/6	GNAI1	0.037464434224365	1.0	0.26542599162346725
28	purine nucleoside transmembrane transporter activity (GO:0015211)	1/6	SLC28A3	0.037464434224365	1.0	0.26542599162346725
29	CARD domain binding (GO:0050700)	1/6	MAVS	0.037464434224365	1.0	0.26542599162346725
30	inositol 1,4,5 trisphosphate binding (GO:0070679)	1/6	ITPR3	0.037464434224365	1.0	0.26542599162346725
31	signaling adaptor activity (GO:0035591)	2/49	KSR1,SOCS2	0.03853336192080265	1.0	0.25167102004524233
32	hydroxymethyl-, formyl- and related transferase activity (GO:0016742)	1/7	ATIC	0.04357241014849279	1.0	0.27183981256820877
33	toxic substance binding (GO:0015643)	1/7	AZU1	0.04357241014849279	1.0	0.27183981256820877
34	endopeptidase activity (GO:0004175)	4/210	TPSB2,GCA,PLG,AZU1	0.044246943651095084	1.0	0.2642174635165392
35	Rho GTPase binding (GO:0017048)	2/54	ECT2,FARP1	0.04595341015106493	1.0	0.2667850755992381
36	nucleoside transmembrane transporter activity (GO:0005337)	1/8	SLC28A3	0.049642140157605305	1.0	0.27303177086682917
37	peroxisome proliferator activated receptor binding (GO:0042975)	1/8	HMGA1	0.049642140157605305	1.0	0.27303177086682917
38	neurotrophin receptor binding (GO:0005165)	1/8	PLCG1	0.049642140157605305	1.0	0.27303177086682917
39	pattern recognition receptor activity (GO:0038187)	1/9	FCN1	0.05567386051642741	1.0	0.28380089873008124
40	signaling pattern recognition receptor activity (GO:0008329)	1/9	FCN1	0.05567386051642741	1.0	0.28380089873008124
41	intramolecular oxidoreductase activity, transposing C=C bonds (GO:0016863)	1/9	DDT	0.05567386051642741	1.0	0.28380089873008124
42	phosphoric diester hydrolase activity (GO:0008081)	2/63	PLCG1,GPCPD1	0.06048981964441038	1.0	0.29400865827166905
43	polysaccharide binding (GO:0030247)	1/10	GPCPD1	0.06166780605226823	1.0	0.2801863361940013
44	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor (GO:0016641)	1/10	MAOB	0.06166780605226823	1.0	0.2801863361940013
45	intracellular ligand-gated calcium channel activity (GO:0005218)	1/10	ITPR3	0.06166780605226823	1.0	0.2801863361940013
46	C2H2 zinc finger domain binding (GO:0070742)	1/10	HMGA2	0.06166780605226823	1.0	0.2801863361940013
47	pattern binding (GO:0001871)	1/10	GPCPD1	0.06166780605226823	1.0	0.2801863361940013
48	protease binding (GO:0002020)	2/65	CSTA,SERPINA1	0.06390936591892468	1.0	0.27259300973582157
49	protein homodimerization activity (GO:0042803)	6/449	GCA,MID1,MAOB,QPRT,ATIC,ECT2	0.06496839141877583	1.0	0.271567876130483
50	microtubule binding (GO:0008017)	3/146	S100A9,MID1,S100A8	0.06548510491304438	1.0	0.2683605279769858
51	Rho guanyl-nucleotide exchange factor activity (GO:0005089)	2/66	ECT2,FARP1	0.0656432911290416	1.0	0.26383553549941724
52	GTPase activating protein binding (GO:0032794)	1/11	GNAI1	0.06762421016219346	1.0	0.25465693556573754
53	insulin-like growth factor receptor binding (GO:0005159)	1/11	SOCS2	0.06762421016219346	1.0	0.25465693556573754
54	oxidoreductase activity, acting on the CH-NH2 group of donors (GO:0016638)	1/11	MAOB	0.06762421016219346	1.0	0.25465693556573754
55	retinoid X receptor binding (GO:0046965)	1/11	HMGA1	0.06762421016219346	1.0	0.25465693556573754
56	apolipoprotein binding (GO:0034185)	1/11	PLG	0.06762421016219346	1.0	0.25465693556573754
57	lipopolysaccharide binding (GO:0001530)	1/11	BPI	0.06762421016219346	1.0	0.25465693556573754
58	Rac guanyl-nucleotide exchange factor activity (GO:0030676)	1/12	FARP1	0.07354330481536006	1.0	0.26051780858322465
59	phosphoric ester hydrolase activity (GO:0042578)	4/255	PLCG1,NANP,GPCPD1,CYCS	0.07848243995881901	1.0	0.2733804991898862
60	calcium-dependent cysteine-type endopeptidase activity (GO:0004198)	1/13	GCA	0.07942532057156047	1.0	0.2655982719912982
61	G-protein beta/gamma-subunit complex binding (GO:0031683)	1/13	GNAI1	0.07942532057156047	1.0	0.2655982719912982
62	mitogen-activated protein kinase kinase binding (GO:0031434)	1/13	KSR1	0.07942532057156047	1.0	0.2655982719912982
63	immunoglobulin binding (GO:0019865)	1/13	FCAR	0.07942532057156047	1.0	0.2655982719912982
64	DNA binding, bending (GO:0008301)	1/14	HMGA2	0.08527048658850556	1.0	0.2700232075302676
65	calcium-release channel activity (GO:0015278)	1/14	ITPR3	0.08527048658850556	1.0	0.2700232075302676
66	hydrolase activity, hydrolyzing N-glycosyl compounds (GO:0016799)	1/14	BST1	0.08527048658850556	1.0	0.2700232075302676
67	endonuclease activity (GO:0004519)	2/80	HMGA1,HMGA2	0.09145530183014022	1.0	0.28109056003675453
68	endopeptidase inhibitor activity (GO:0004866)	2/85	CSTA,SERPINA1	0.1012918655447864	1.0	0.3068115927371066
69	intracellular ligand-gated ion channel activity (GO:0005217)	1/17	ITPR3	0.10258715680054799	1.0	0.30629593959020757
70	hydrolase activity, acting on glycosyl bonds (GO:0016798)	2/86	LYZ,BST1	0.10329357885687976	1.0	0.3040613800153221
71	solute:sodium symporter activity (GO:0015370)	1/18	SLC28A3	0.10828718756233148	1.0	0.30791866939492896
72	phosphatidylinositol phospholipase C activity (GO:0004435)	1/18	PLCG1	0.10828718756233148	1.0	0.30791866939492896
73	carbohydrate derivative transporter activity (GO:1901505)	1/18	SLC28A3	0.10828718756233148	1.0	0.30791866939492896
74	nucleobase-containing compound transmembrane transporter activity (GO:0015932)	1/18	SLC28A3	0.10828718756233148	1.0	0.30791866939492896
75	peptidase inhibitor activity (GO:0030414)	2/89	CSTA,SERPINA1	0.10936359382464544	1.0	0.300749883017775
76	endopeptidase regulator activity (GO:0061135)	2/90	CSTA,SERPINA1	0.1114078487255074	1.0	0.3023927322549486
77	phospholipase C activity (GO:0004629)	1/19	PLCG1	0.11395149356093766	1.0	0.3053315660799483
78	mRNA binding (GO:0003729)	2/93	IGF2BP3,IGF2BP1	0.11760044899036307	1.0	0.31112017517703644
79	glutamate receptor binding (GO:0035254)	1/20	PLCG1	0.11958029569370554	1.0	0.3104631279501175
80	retinoic acid receptor binding (GO:0042974)	1/20	HMGA1	0.11958029569370554	1.0	0.3104631279501175
81	tubulin binding (GO:0015631)	3/192	S100A9,MID1,S100A8	0.12241152435186373	1.0	0.3120001047504819
82	receptor signaling protein activity (GO:0005057)	2/96	ITPR3,PLCG1	0.12387854400422285	1.0	0.3119351288781033
83	nuclear hormone receptor binding (GO:0035257)	2/99	HMGA1,PADI2	0.13023680007765503	1.0	0.32212415640508757
84	G-protein coupled receptor binding (GO:0001664)	2/99	GNAI1,FCN1	0.13023680007765503	1.0	0.32212415640508757
85	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines (GO:0016814)	1/22	ATIC	0.1307322652230183	1.0	0.3177098073443119
86	protein binding, bridging (GO:0030674)	2/100	CSTA,SOCS2	0.1323731344939127	1.0	0.3179998288416983
87	estrogen receptor binding (GO:0030331)	1/24	PADI2	0.1417448365178887	1.0	0.33474204330213264
88	cysteine-type endopeptidase inhibitor activity (GO:0004869)	1/24	CSTA	0.1417448365178887	1.0	0.33474204330213264
89	Ras guanyl-nucleotide exchange factor activity (GO:0005088)	2/107	ECT2,FARP1	0.14754526159083886	1.0	0.3426328852498369
90	Rac GTPase binding (GO:0048365)	1/27	FARP1	0.15800607681055132	1.0	0.36289307750994754
91	cytokine receptor binding (GO:0005126)	2/114	PLCG1,SOCS2	0.16305521930309574	1.0	0.37041892211246746
92	nucleosomal DNA binding (GO:0031492)	1/28	HMGA2	0.16335864031422354	1.0	0.36515460776120556
93	receptor tyrosine kinase binding (GO:0030971)	1/28	PLCG1	0.16335864031422354	1.0	0.36515460776120556
94	peptidase regulator activity (GO:0061134)	2/118	CSTA,SERPINA1	0.17204756920784908	1.0	0.378504652257268
95	hormone activity (GO:0005179)	1/30	RETN	0.1739632487297977	1.0	0.37677014491738575
96	rRNA binding (GO:0019843)	1/30	RPS4Y1	0.1739632487297977	1.0	0.37677014491738575
97	copper ion binding (GO:0005507)	1/33	S100A12	0.18962196262760736	1.0	0.4043978590731626
98	solute:cation symporter activity (GO:0015294)	1/34	SLC28A3	0.19477616486336755	1.0	0.4111941258226648
99	calcium-dependent protein binding (GO:0048306)	1/36	S100P	0.20498772672498553	1.0	0.4241825236190294
100	nucleosome binding (GO:0031491)	1/36	HMGA2	0.20498772672498553	1.0	0.4241825236190294
101	SH3/SH2 adaptor activity (GO:0005070)	1/36	SOCS2	0.20498772672498553	1.0	0.4241825236190294
102	transferase activity, transferring pentosyl groups (GO:0016763)	1/37	QPRT	0.21004548569470394	1.0	0.42620880106983616
103	carboxylic acid binding (GO:0031406)	2/135	S100A9,S100A8	0.21106163030195726	1.0	0.42415269935681793
104	organic acid binding (GO:0043177)	2/136	S100A9,S100A8	0.21338744870851206	1.0	0.42474263600075257
105	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription (GO:0001078)	1/38	HMGA2	0.21507149423030594	1.0	0.4200929186367658
106	phosphoprotein binding (GO:0051219)	1/38	MID1	0.21507149423030594	1.0	0.4200929186367658
107	ligand-dependent nuclear receptor transcription coactivator activity (GO:0030374)	1/38	HMGA1	0.21507149423030594	1.0	0.4200929186367658
108	nuclease activity (GO:0004518)	2/145	HMGA1,HMGA2	0.2344219841625395	1.0	0.44743556794493844
109	structural constituent of ribosome (GO:0003735)	2/145	RPL10,RPS4Y1	0.2344219841625395	1.0	0.44743556794493844
