	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	phosphatidylinositol-3,4-bisphosphate binding (GO:0043325)	2/15	PLEK,RAG2	0.003548357774843062	0.7628969215912583	0.7628969215912583
1	peptide binding (GO:0042277)	4/108	GPX1,TAPBP,HLA-C,KDELR3	0.003998632059298954	0.8597058927492751	0.42985294637463756
2	amide binding (GO:0033218)	4/113	GPX1,TAPBP,HLA-C,KDELR3	0.004697766189527575	1.0	0.33667324358280953
3	ion gated channel activity (GO:0022839)	2/21	ANO8,KCNN4	0.00693373030297388	1.0	0.33127822558652986
4	peptide antigen binding (GO:0042605)	2/21	TAPBP,HLA-C	0.00693373030297388	1.0	0.33127822558652986
5	growth factor binding (GO:0019838)	3/69	IL1RAPL1,NTRK1,FGFBP1	0.008188366965926234	1.0	0.29341648294569006
6	calcium ion transmembrane transporter activity (GO:0015085)	3/79	IL1RAPL1,SLC24A4,ITPR1	0.011844359097247084	1.0	0.36379102941544617
7	alpha-(1->3)-fucosyltransferase activity (GO:0046920)	1/2	FUT4	0.011972910652866285	1.0	0.32177197379578143
8	gated channel activity (GO:0022836)	4/158	IL1RAPL1,ANO8,KCNN4,ITPR1	0.014916342639589263	1.0	0.3563348519457435
9	divalent inorganic cation transmembrane transporter activity (GO:0072509)	3/92	IL1RAPL1,SLC24A4,ITPR1	0.017800661141424822	1.0	0.3827142145406337
10	peptide transporter activity (GO:0015197)	1/3	TAPBP	0.017906254418810066	1.0	0.34998588182219675
11	modified amino acid binding (GO:0072341)	2/37	GPX1,SDPR	0.0206749346470999	1.0	0.37042591242720657
12	neurotrophin binding (GO:0043121)	1/4	NTRK1	0.023804465883248745	1.0	0.3791081603628504
13	amide transmembrane transporter activity (GO:0042887)	1/4	TAPBP	0.023804465883248745	1.0	0.3791081603628504
14	phosphatidylinositol bisphosphate binding (GO:1902936)	2/42	PLEK,RAG2	0.02622069831045022	1.0	0.3758300091164532
15	protein-glutamine gamma-glutamyltransferase activity (GO:0003810)	1/5	F13A1	0.029667750117258144	1.0	0.3986603922006563
16	ion channel activity (GO:0005216)	4/200	IL1RAPL1,ANO8,KCNN4,ITPR1	0.03204972797237167	1.0	0.40533479494470054
17	metal ion transmembrane transporter activity (GO:0046873)	4/202	IL1RAPL1,SLC24A4,KCNN4,ITPR1	0.03306781019499642	1.0	0.38430157794185027
18	substrate-specific channel activity (GO:0022838)	4/202	IL1RAPL1,ANO8,KCNN4,ITPR1	0.03306781019499642	1.0	0.38430157794185027
19	antigen binding (GO:0003823)	2/49	TAPBP,HLA-C	0.03486741908812745	1.0	0.37482475519737013
20	guanylate cyclase activity (GO:0004383)	1/6	GUCY1B3	0.035496311008739415	1.0	0.3318133420382162
21	GABA receptor binding (GO:0050811)	1/6	GABARAP	0.035496311008739415	1.0	0.3318133420382162
22	long-chain fatty acid-CoA ligase activity (GO:0004467)	1/6	ACSL5	0.035496311008739415	1.0	0.3318133420382162
