	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	Antigen processing and presentation_Homo sapiens_hsa04612	6/53	B2M,HLA-A,PSME1,PSME2,HLA-DRB3,CD74	0.0004716756195474676	0.07924150408397455	0.07924150408397455
1	Proteasome_Homo sapiens_hsa03050	5/42	PSME1,PSME2,PSMB9,PSMB8,PSMB10	0.0011209686628853139	0.18832273536473274	0.09416136768236637
2	Glycine, serine and threonine metabolism_Homo sapiens_hsa00260	4/33	PHGDH,PSPH,GAMT,SARDH	0.0033332519526002267	0.5599863280368381	0.1866621093456127
3	Transcriptional misregulation in cancer_Homo sapiens_hsa05202	7/107	DOT1L,CEBPA,ETV6,FLI1,PLAU,RUNX1,MEF2C	0.004188667570385671	0.7036961518247927	0.17592403795619818
4	Asthma_Homo sapiens_hsa05310	3/21	HLA-DRB3,EPX,PRG2	0.0069332205343679825	1.0	0.23295620995476424
5	Cell adhesion molecules (CAMs)_Homo sapiens_hsa04514	5/83	ALCAM,OCLN,CD34,HLA-A,HLA-DRB3	0.020531705338378375	1.0	0.5748877494745945
6	Dilated cardiomyopathy_Homo sapiens_hsa05414	4/56	TPM4,TNNT2,ADCY4,TPM1	0.021367864439422124	1.0	0.512828746546131
7	Arachidonic acid metabolism_Homo sapiens_hsa00590	3/33	CBR3,ALOX12B,GPX7	0.024097498371481077	1.0	0.5060474658011026
8	Steroid biosynthesis_Homo sapiens_hsa00100	2/13	LIPA,SOAT1	0.02428665967536698	1.0	0.45335098060685025
9	Arginine and proline metabolism_Homo sapiens_hsa00330	3/37	P4HA1,CARNS1,GAMT	0.03248736620565212	1.0	0.5457877522549556
10	Adrenergic signaling in cardiomyocytes_Homo sapiens_hsa04261	5/94	PPP2R3A,TPM4,TNNT2,ADCY4,TPM1	0.032918758956445096	1.0	0.5027592276984342
11	Histidine metabolism_Homo sapiens_hsa00340	2/18	CARNS1,HDC	0.0447882923373976	1.0	0.6270360927235664
12	Complement and coagulation cascades_Homo sapiens_hsa04610	3/44	CR1,PLAU,MASP1	0.05033747445629444	1.0	0.6505150545121128
13	Cardiac muscle contraction_Homo sapiens_hsa04260	3/46	TNNT2,TPM4,TPM1	0.05615201322004276	1.0	0.6738241586405133
14	Morphine addiction_Homo sapiens_hsa05032	3/49	ARRB1,GNGT2,ADCY4	0.06544201726135002	1.0	0.7329505933271202
15	Dorso-ventral axis formation_Homo sapiens_hsa04320	2/23	ETV6,EGFR	0.0696645261535355	1.0	0.7314775246121227
16	Graft-versus-host disease_Homo sapiens_hsa05332	2/24	HLA-A,HLA-DRB3	0.07507758550280115	1.0	0.7419431979100349
17	Hypertrophic cardiomyopathy (HCM)_Homo sapiens_hsa05410	3/53	TNNT2,TPM4,TPM1	0.07884342541920036	1.0	0.7358719705792034
18	Hepatitis C_Homo sapiens_hsa05160	4/86	EGFR,EIF2AK3,OCLN,IFIT1B	0.08030144719908647	1.0	0.7100338489182383
19	Allograft rejection_Homo sapiens_hsa05330	2/26	HLA-A,HLA-DRB3	0.08628420055529623	1.0	0.707109546014135
20	Galactose metabolism_Homo sapiens_hsa00052	2/26	PGM1,UGP2	0.08628420055529623	1.0	0.707109546014135
21	Autoimmune thyroid disease_Homo sapiens_hsa05320	2/28	HLA-A,HLA-DRB3	0.097953969429551	1.0	0.7480121301892985
22	Pancreatic secretion_Homo sapiens_hsa04972	3/59	ATP2A3,RAB3D,ADCY4	0.10096158412574202	1.0	0.7217679205584961
23	Hematopoietic cell lineage_Homo sapiens_hsa04640	3/59	CR1,CD34,HLA-DRB3	0.10096158412574202	1.0	0.7217679205584961
24	Type I diabetes mellitus_Homo sapiens_hsa04940	2/29	HLA-A,HLA-DRB3	0.10394673300436488	1.0	0.6848255350875805
25	Intestinal immune network for IgA production_Homo sapiens_hsa04672	2/29	HLA-DRB3,TNFSF13	0.10394673300436488	1.0	0.6848255350875805
26	Systemic lupus erythematosus_Homo sapiens_hsa05322	3/60	HIST2H2AC,ACTN1,HLA-DRB3	0.10486636770553738	1.0	0.6525018435011215
27	MAPK signaling pathway_Homo sapiens_hsa04010	6/174	RASGRP2,ARRB1,FLNC,EGFR,FLNA,MEF2C	0.11315517150953361	1.0	0.6789310290572017
28	Starch and sucrose metabolism_Homo sapiens_hsa00500	2/31	PGM1,UGP2	0.11621811587124148	1.0	0.6732635678058128
29	Rap1 signaling pathway_Homo sapiens_hsa04015	5/137	RASGRP2,FYB,EGFR,LCP2,ADCY4	0.11882031572517435	1.0	0.6653937680609764
