	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	Staphylococcus aureus infection_Homo sapiens_hsa05150	18/37	FPR2,C5,ITGB2,C1QC,HLA-DPB1,HLA-DQB1,ICAM1,HLA-DPA1,HLA-DRB4,HLA-DQA1,ITGAL,SELPLG,HLA-DRB1,HLA-DRA,FCGR2C,HLA-DMA,PTAFR,C5AR1	3.293992982354715e-14	8.267922385710334e-12	8.267922385710334e-12
1	Fc gamma R-mediated phagocytosis_Homo sapiens_hsa04666	24/86	CFL1,WASL,BIN1,ARPC1B,MARCKS,ARPC5,PIP5K1A,GSN,VAV1,ARPC4,PIK3CG,ARPC2,HCK,ARPC3,WAS,DOCK2,PTPRC,RAC2,CDC42,PRKCD,PLCG2,PRKCA,PIK3CD,ARPC5L	4.2634580036546045e-12	1.0701279589173057e-09	5.350639794586528e-10
2	Regulation of actin cytoskeleton_Homo sapiens_hsa04810	32/158	CFL1,TMSB4X,PAK2,WASL,ARPC1B,RAC3,BRK1,PXN,IQGAP1,ARPC5,ITGAX,PFN1,PIP5K1A,ARHGEF6,GSN,VAV1,ARPC4,PIK3CG,ARPC2,ARPC3,WAS,ITGAL,NCKAP1L,RAC2,CDC42,MSN,MYH9,ITGB2,PIK3CD,ARPC5L,ACTB,CD14	1.5408682511914083e-11	3.8675793104904346e-09	1.2891931034968115e-09
3	Asthma_Homo sapiens_hsa05310	11/21	HLA-DPB1,HLA-DQB1,HLA-DPA1,HLA-DRB4,HLA-DQA1,RNASE3,FCER1G,TNF,HLA-DRB1,HLA-DRA,HLA-DMA	1.2917011079372787e-09	3.2421697809225695e-07	8.105424452306424e-08
4	Viral myocarditis_Homo sapiens_hsa05416	16/50	HLA-B,ITGB2,ICAM1,HLA-DPB1,HLA-DQB1,EIF4G3,HLA-DPA1,HLA-DRB4,HLA-DQA1,ITGAL,HLA-DRB1,HLA-DRA,RAC3,RAC2,ACTB,HLA-DMA	1.7977418685949337e-09	4.512332090173284e-07	9.024664180346567e-08
5	Tuberculosis_Homo sapiens_hsa05152	26/131	HLA-DQB1,HLA-DPA1,HLA-DRB4,FCER1G,CORO1A,ITGAX,CAMK2D,TNF,HLA-DRB1,MRC1,TLR2,CEBPB,TCIRG1,IFNGR1,LSP1,HLA-DQA1,CTSS,HLA-DRA,FCGR2C,HLA-DMA,ITGB2,HLA-DPB1,EP300,CTSD,PLK3,CD14	2.012553060808749e-09	5.051508182629959e-07	8.419180304383268e-08
6	Phagosome_Homo sapiens_hsa04145	24/117	HLA-DQB1,HLA-DPA1,HLA-DRB4,CORO1A,HLA-DRB1,MRC1,TLR2,CYBA,NCF2,TCIRG1,CYBB,TUBB3,NCF4,HLA-DQA1,CTSS,HLA-DRA,FCGR2C,HLA-DMA,CALR,HLA-B,ITGB2,HLA-DPB1,ACTB,CD14	4.231663595566918e-09	1.0621475624872965e-06	1.5173536606961378e-07
7	Antigen processing and presentation_Homo sapiens_hsa04612	16/53	CALR,HLA-B,HLA-DPB1,HLA-DQB1,PDIA3,HLA-DPA1,HLA-DRB4,CTSB,HLA-DQA1,IFI30,TNF,HLA-DRB1,CTSS,HLA-DRA,HSPA5,HLA-DMA	4.6934799433635426e-09	1.178063465784249e-06	1.4725793322303114e-07
8	Leishmaniasis_Homo sapiens_hsa05140	16/57	NCF2,IFNGR1,ITGB2,HLA-DPB1,HLA-DQB1,HLA-DPA1,HLA-DRB4,NCF4,HLA-DQA1,TNF,HLA-DRB1,HLA-DRA,FCGR2C,TLR2,CYBA,HLA-DMA	1.5111751848992422e-08	3.793049714097098e-06	4.2144996823301087e-07
9	Natural killer cell mediated cytotoxicity_Homo sapiens_hsa04650	19/81	TNFSF10,FCER1G,RAC3,CD48,TNF,VAV1,PIK3CG,HCST,IFNGR1,GRB2,ITGAL,RAC2,HLA-B,ITGB2,ICAM1,PLCG2,PRKCA,PIK3CD,TYROBP	1.7614900493939352e-08	4.4213400239787774e-06	4.4213400239787775e-07
