	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	regulation of actin filament polymerization (GO:0030833)	28/83	TMSB4X,ACTR3,ARPC1B,SPTBN1,CAPZB,CORO1A,ARPC5,PFN1,GSN,ARPC4,BAIAP2L1,CAPZA1,ARPC2,HCK,ARPC3,GRB2,TMSB10,ACTR2,NCKAP1L,SPTAN1,PRKCD,ICAM1,EVL,CAPG,HCLS1,ARPC5L,TWF2,PYCARD	2.882169253035853e-16	9.833961491358332e-13	9.833961491358332e-13
1	activation of immune response (GO:0002253)	51/274	CFL1,C5,CD19,C1QC,HLA-DQB1,ACTR3,HLA-DPA1,PAK2,HLA-DRB4,WASL,FCER1G,IGKC,MAPKAPK3,BRK1,SERPING1,ARPC5,GRAP2,RPS6KA5,HLA-DRB1,VAV1,ARPC4,TLR2,C5AR1,ARPC2,CNPY3,HCK,ARPC3,WAS,GRB2,CTSB,HLA-DQA1,BTK,ACTR2,CTSS,PTPRC,HLA-DRA,NCKAP1L,CDC42,PRKCD,IFI16,ITGB2,WIPF1,IGHG1,HLA-DPB1,HSP90B1,PLCG2,DUSP3,PIK3CD,PYCARD,ACTB,CD14	4.567454880302946e-16	1.5584156051593652e-12	7.792078025796826e-13
2	regulation of actin polymerization or depolymerization (GO:0008064)	30/98	CFL1,TMSB4X,ACTR3,ARPC1B,SPTBN1,CAPZB,CORO1A,ARPC5,SH3BGRL3,PFN1,GSN,ARPC4,BAIAP2L1,CAPZA1,ARPC2,HCK,ARPC3,GRB2,TMSB10,ACTR2,NCKAP1L,SPTAN1,PRKCD,ICAM1,EVL,CAPG,HCLS1,ARPC5L,TWF2,PYCARD	5.181373708298178e-16	1.7678847092713384e-12	5.892949030904461e-13
3	regulation of actin filament length (GO:0030832)	30/99	CFL1,TMSB4X,ACTR3,ARPC1B,SPTBN1,CAPZB,CORO1A,ARPC5,SH3BGRL3,PFN1,GSN,ARPC4,BAIAP2L1,CAPZA1,ARPC2,HCK,ARPC3,GRB2,TMSB10,ACTR2,NCKAP1L,SPTAN1,PRKCD,ICAM1,EVL,CAPG,HCLS1,ARPC5L,TWF2,PYCARD	7.082234595757751e-16	2.4164584440725448e-12	6.041146110181362e-13
4	immune response-activating cell surface receptor signaling pathway (GO:0002429)	37/155	CFL1,CD19,HLA-DQB1,ACTR3,HLA-DPA1,PAK2,HLA-DRB4,WASL,FCER1G,IGKC,BRK1,ARPC5,GRAP2,HLA-DRB1,VAV1,ARPC4,TLR2,C5AR1,ARPC2,HCK,ARPC3,WAS,GRB2,HLA-DQA1,BTK,ACTR2,PTPRC,HLA-DRA,NCKAP1L,CDC42,PRKCD,WIPF1,IGHG1,HLA-DPB1,PLCG2,PIK3CD,ACTB	1.5574607984635361e-15	5.314056244357585e-12	1.0628112488715171e-12
5	immune response-activating signal transduction (GO:0002757)	46/248	CFL1,CD19,HLA-DQB1,ACTR3,HLA-DPA1,PAK2,HLA-DRB4,WASL,FCER1G,IGKC,MAPKAPK3,BRK1,ARPC5,GRAP2,RPS6KA5,HLA-DRB1,VAV1,ARPC4,TLR2,C5AR1,ARPC2,CNPY3,HCK,ARPC3,WAS,GRB2,CTSB,HLA-DQA1,BTK,ACTR2,CTSS,PTPRC,HLA-DRA,NCKAP1L,CDC42,PRKCD,ITGB2,WIPF1,IGHG1,HLA-DPB1,HSP90B1,PLCG2,DUSP3,PIK3CD,ACTB,CD14	1.536465300715182e-14	5.242419606040201e-11	8.737366010067003e-12
6	regulation of protein polymerization (GO:0032271)	28/102	TMSB4X,ACTR3,ARPC1B,SPTBN1,CAPZB,CORO1A,ARPC5,PFN1,GSN,ARPC4,BAIAP2L1,CAPZA1,ARPC2,HCK,ARPC3,GRB2,TMSB10,ACTR2,NCKAP1L,SPTAN1,PRKCD,ICAM1,EVL,CAPG,HCLS1,ARPC5L,TWF2,PYCARD	1.0724413463331664e-13	3.6591698736887635e-10	5.227385533841092e-11
7	actin filament-based process (GO:0030029)	43/233	CFL1,TMSB4X,ABR,CAP1,WASL,CAPZB,RAC3,BRK1,CORO1A,ARPC5,PFN1,PIP5K1A,MYL6,CAMK2D,ARHGAP26,GSN,FMNL1,CNN2,TPM2,CAPZA1,FSCN1,WAS,MYO9B,PRKAR1A,MYO18A,TMSB10,DOCK2,NCKAP1L,PARVG,RAC2,CDC42,SLC9A3R1,TPM3,CALR,MYH9,ARHGDIB,EPB41L3,WIPF1,VIM,FAM101B,CORO1B,SYNE2,EPB41L2	1.3762645578507534e-13	4.695814671386771e-10	5.869768339233464e-11
8	regulation of actin filament-based process (GO:0032970)	38/188	CFL1,TMSB4X,ACTR3,ARPC1B,SPTBN1,CAPZB,BRK1,CORO1A,ARPC5,SH3BGRL3,PFN1,GSN,CNN2,ARPC4,BAIAP2L1,CAPZA1,ARPC2,HCK,ARPC3,WAS,GRB2,MYO1F,TMSB10,ACTR2,CSF1R,NCKAP1L,SPTAN1,DIXDC1,PRKCD,S100A10,ICAM1,EVL,CAPG,HCLS1,ARPC5L,CORO1B,TWF2,PYCARD	1.9512478688669545e-13	6.657657728574049e-10	7.397397476193388e-11
9	regulation of actin cytoskeleton organization (GO:0032956)	37/180	CFL1,TMSB4X,ACTR3,ARPC1B,SPTBN1,CAPZB,BRK1,CORO1A,ARPC5,SH3BGRL3,PFN1,GSN,ARPC4,BAIAP2L1,CAPZA1,ARPC2,HCK,ARPC3,WAS,GRB2,MYO1F,TMSB10,ACTR2,CSF1R,NCKAP1L,SPTAN1,DIXDC1,PRKCD,S100A10,ICAM1,EVL,CAPG,HCLS1,ARPC5L,CORO1B,TWF2,PYCARD	2.36741092532182e-13	8.07760607719805e-10	8.07760607719805e-11
