	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	hemoglobin complex (GO:0005833)	5/11	HBM,HBZ,HBE1,HBG1,HBG2	7.60927889124203e-09	1.2707495748374191e-06	1.2707495748374191e-06
1	cytosolic part (GO:0044445)	7/181	HBM,HBZ,HBE1,RPS27,HBG1,RPS27A,HBG2	0.0003166076201097952	0.0528734725583358	0.0264367362791679
2	extracellular vesicular exosome (GO:0070062)	26/1992	DCTN2,RPS27A,CHI3L1,CTSE,DEFA1,HBZ,TACSTD2,OLFM4,CTTN,PRDX2,ALDH3B1,ORM1,H3F3A,MYH10,C1GALT1C1,LTF,SLC4A1,TIMP3,MGAM,KHK,ARG1,HBM,SRI,CYB5A,GYPA,CEACAM8	0.001225212239459517	0.20461044398973932	0.06820348132991311
3	specific granule (GO:0042581)	2/10	OLFM4,LTF	0.0022134849504095817	0.36965198671840016	0.09241299667960004
4	blood microparticle (GO:0072562)	4/77	SLC4A1,ORM1,HBE1,HBG2	0.0022582745820882632	0.37713185520874	0.075426371041748
5	cytosol (GO:0005829)	26/2127	HBE1,DCTN2,RPS27A,PNMT,UROD,HMBS,LPIN2,TACSTD2,PRDX2,MYL4,ALDH3B1,HBG2,PDCD4,CBS,HBG1,KHK,ASNS,ARG1,SRI,TNKS1BP1,CAST,RPS27,KIAA1432,ALOX5,METAP2,GSTM5	0.0031899175404869386	0.5327162292613188	0.0887860382102198
6	DNA bending complex (GO:1990104)	3/42	HIST1H1D,H3F3A,HIST1H1C	0.0033617625458673703	0.5614143451598509	0.07485524602131345
7	nucleosome (GO:0000786)	3/42	HIST1H1D,H3F3A,HIST1H1C	0.0033617625458673703	0.5614143451598509	0.07485524602131345
8	DNA packaging complex (GO:0044815)	3/48	HIST1H1D,H3F3A,HIST1H1C	0.004910714338238869	0.8200892944858912	0.09112103272065457
9	extracellular space (GO:0005615)	10/549	ARG1,DEFA1,TACSTD2,OLFM4,CEACAM8,USPL1,LTF,ALOX5,ORM1,CHI3L1	0.005853752826459956	0.9775767220188127	0.09775767220188128
10	nuclear euchromatin (GO:0005719)	2/18	HIST1H1D,HIST1H1C	0.007250302235463287	1.0	0.11007277030203354
