	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	Lysosome_Homo sapiens_hsa04142	4/107	CTSH,ATP6V0A1,PSAP,ATP6V0D1	0.00023844332443934607	0.010491506275331228	0.010491506275331228
1	Collecting duct acid secretion_Homo sapiens_hsa04966	2/17	ATP6V0A1,ATP6V0D1	0.0010622199717909959	0.046737678758803816	0.023368839379401908
2	Vibrio cholerae infection_Homo sapiens_hsa05110	2/36	ATP6V0A1,ATP6V0D1	0.004755239020551347	0.20923051690425926	0.0697435056347531
3	Synaptic vesicle cycle_Homo sapiens_hsa04721	2/43	ATP6V0A1,ATP6V0D1	0.006730738365824193	0.2961524880962645	0.07403812202406612
4	Epithelial cell signaling in Helicobacter pylori infection_Homo sapiens_hsa05120	2/49	ATP6V0A1,ATP6V0D1	0.008671817629911859	0.38155997571612177	0.07631199514322436
5	Rheumatoid arthritis_Homo sapiens_hsa05323	2/52	ATP6V0A1,ATP6V0D1	0.00972550264987186	0.42792211659436186	0.07132035276572697
6	Hematopoietic cell lineage_Homo sapiens_hsa04640	2/59	KITLG,CD1A	0.012393002783731986	0.5452921224842073	0.07789887464060105
7	Cell adhesion molecules (CAMs)_Homo sapiens_hsa04514	2/83	VTCN1,CNTN1	0.02361458105242319	1.0	0.12988019578832755
8	Oxidative phosphorylation_Homo sapiens_hsa00190	2/97	ATP6V0A1,ATP6V0D1	0.03151466340155414	1.0	0.15407168774093136
9	Phagosome_Homo sapiens_hsa04145	2/117	ATP6V0A1,ATP6V0D1	0.044330786251137476	1.0	0.19505545950500489
10	Tuberculosis_Homo sapiens_hsa05152	2/131	ATP6V0A1,ATP6V0D1	0.05426550804106748	1.0	0.21706203216426992
11	Porphyrin and chlorophyll metabolism_Homo sapiens_hsa00860	1/26	HMOX1	0.07220448129584035	1.0	0.25415977416135804
12	Mineral absorption_Homo sapiens_hsa04978	1/26	HMOX1	0.07220448129584035	1.0	0.25415977416135804
13	Citrate cycle (TCA cycle)_Homo sapiens_hsa00020	1/29	PC	0.08020267434454928	1.0	0.252065547940012
14	Starch and sucrose metabolism_Homo sapiens_hsa00500	1/31	GBE1	0.08549758129480939	1.0	0.25079290513144087
15	Pyruvate metabolism_Homo sapiens_hsa00620	1/38	PC	0.1037977910719794	1.0	0.28544392544794334
16	PPAR signaling pathway_Homo sapiens_hsa03320	1/44	FABP3	0.11920036415623382	1.0	0.3085185895808405
17	VEGF signaling pathway_Homo sapiens_hsa04370	1/52	NFATC2	0.1393379775739123	1.0	0.3406039451806745
18	Melanogenesis_Homo sapiens_hsa04916	1/53	KITLG	0.14182353849874083	1.0	0.3284334575760314
19	B cell receptor signaling pathway_Homo sapiens_hsa04662	1/62	NFATC2	0.16388230387724997	1.0	0.36054106852994994
20	Biosynthesis of amino acids_Homo sapiens_hsa01230	1/64	PC	0.1687089845259059	1.0	0.35348549138761237
21	Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080	1/79	THRA	0.2040570072257504	1.0	0.40811401445150075
22	Natural killer cell mediated cytotoxicity_Homo sapiens_hsa04650	1/81	NFATC2	0.20865841085688816	1.0	0.3991726120740469
23	T cell receptor signaling pathway_Homo sapiens_hsa04660	1/82	NFATC2	0.2109494202241007	1.0	0.3867406037441846
24	HIF-1 signaling pathway_Homo sapiens_hsa04066	1/85	HMOX1	0.21778388950427285	1.0	0.3832996455275202
25	Wnt signaling pathway_Homo sapiens_hsa04310	1/87	NFATC2	0.22230824489820006	1.0	0.37621395290464626
26	Axon guidance_Homo sapiens_hsa04360	1/93	NFATC2	0.23572944194766735	1.0	0.3841516831739764
27	Thyroid hormone signaling pathway_Homo sapiens_hsa04919	1/95	THRA	0.24015300997567912	1.0	0.37738330139035287
28	Osteoclast differentiation_Homo sapiens_hsa04380	1/102	NFATC2	0.25544065492528134	1.0	0.3875651316107717
29	Phospholipase D signaling pathway_Homo sapiens_hsa04072	1/106	KITLG	0.26404197240929406	1.0	0.38091300937734224
30	Carbon metabolism_Homo sapiens_hsa01200	1/106	PC	0.26404197240929406	1.0	0.38091300937734224
31	Cytokine-cytokine receptor interaction_Homo sapiens_hsa04060	1/108	KITLG	0.2683063872653192	1.0	0.36324557045150907
32	Hepatitis B_Homo sapiens_hsa05161	1/108	NFATC2	0.2683063872653192	1.0	0.36324557045150907
33	Metabolic pathways_Homo sapiens_hsa01100	4/917	PC,GBE1,ATP6V0A1,ATP6V0D1	0.26843425091829926	1.0	0.34738550118838724
34	Oxytocin signaling pathway_Homo sapiens_hsa04921	1/111	NFATC2	0.27465807495858474	1.0	0.3452844370907922
35	cGMP-PKG signaling pathway_Homo sapiens_hsa04022	1/113	NFATC2	0.2788627676108139	1.0	0.33616333629796746
36	Apoptosis_Homo sapiens_hsa04210	1/113	CTSH	0.2788627676108139	1.0	0.33616333629796746
37	MicroRNAs in cancer_Homo sapiens_hsa05206	1/115	HMOX1	0.2830437991640729	1.0	0.3277349253478739
38	Rap1 signaling pathway_Homo sapiens_hsa04015	1/137	KITLG	0.32750996295775886	1.0	0.36949841974721515
39	Ras signaling pathway_Homo sapiens_hsa04014	1/139	KITLG	0.3314169411091712	1.0	0.36455863522008836
40	Viral carcinogenesis_Homo sapiens_hsa05203	1/149	ATP6V0D1	0.35062371369887946	1.0	0.37627910738416337
