	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	platelet degranulation (GO:0002576)	10/67	VWF,A2M,ABCC4,ITGB3,MMRN1,PPBP,TGFB1,THBS1,CD9,ITGA2B	1.3111951798655894e-09	2.4217774972117437e-06	2.4217774972117437e-06
1	platelet activation (GO:0030168)	14/169	VWF,A2M,ABCC4,ITGB3,MMRN1,PPBP,GP6,TGFB1,THBS1,GP1BA,GP9,CD9,GP1BB,ITGA2B	1.7376871677935613e-09	3.2095081989147077e-06	1.6047540994573539e-06
2	coagulation (GO:0050817)	19/370	ITGA6,ZFPM1,MMRN1,PRKAR2B,THBS1,GP1BA,HPS4,VWF,ABCC4,ITGB3,TGFB1,GP6,A2M,PPBP,GP9,CD9,GP1BB,ITGA2B,G6B	6.1055675516634764e-09	1.1276983267922441e-05	3.221995219406412e-06
3	blood coagulation (GO:0007596)	19/370	ITGA6,ZFPM1,MMRN1,PRKAR2B,THBS1,GP1BA,HPS4,VWF,ABCC4,ITGB3,TGFB1,GP6,A2M,PPBP,GP9,CD9,GP1BB,ITGA2B,G6B	6.1055675516634764e-09	1.1276983267922441e-05	3.221995219406412e-06
4	hemostasis (GO:0007599)	19/375	ITGA6,ZFPM1,MMRN1,PRKAR2B,THBS1,GP1BA,HPS4,VWF,ABCC4,ITGB3,TGFB1,GP6,A2M,PPBP,GP9,CD9,GP1BB,ITGA2B,G6B	7.603198526544911e-09	1.4043107678528452e-05	2.8086215357056902e-06
5	blood coagulation, intrinsic pathway (GO:0007597)	5/10	VWF,A2M,GP1BA,GP9,GP1BB	2.497569608152137e-08	4.613011066256997e-05	7.688351777094994e-06
6	exocytosis (GO:0006887)	11/172	VWF,A2M,ABCC4,ITGB3,MMRN1,PPBP,STX11,TGFB1,THBS1,CD9,ITGA2B	1.433361788965348e-06	0.002647419224218998	0.00037820274631699964
7	secretion by cell (GO:0032940)	12/272	VWF,A2M,ABCC4,ITGB3,MMRN1,PPBP,STX11,TGFB1,ALDH5A1,THBS1,CD9,ITGA2B	2.1703391477746354e-05	0.040086164059397515	0.005010770507424689
8	protein activation cascade (GO:0072376)	5/35	VWF,A2M,GP1BA,GP9,GP1BB	2.621829994978111e-05	0.04842520000724571	0.005380577778582857
9	cell-substrate adhesion (GO:0031589)	7/94	VWF,ITGB3,ITGA6,HPSE,FREM1,EPDR1,ITGA2B	4.838229248817465e-05	0.08936209422565858	0.008936209422565858
10	cell-matrix adhesion (GO:0007160)	6/66	ITGB3,ITGA6,HPSE,FREM1,EPDR1,ITGA2B	5.579729966892812e-05	0.10305761248851024	0.00936887386259184
11	extracellular matrix organization (GO:0030198)	10/214	VWF,A2M,ITGB3,ITGA6,ICAM2,TGFB1,THBS1,ITGA2B,SNCA,LTBP1	6.721692229641158e-05	0.1241496554814722	0.010345804623456016
