	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	phosphatidylinositol-3,4-bisphosphate binding (GO:0043325)	2/15	RAG2,PLEK	0.003548357774803079	0.762896921582662	0.762896921582662
1	peptide binding (GO:0042277)	4/108	GPX1,TAPBP,HLA-C,KDELR3	0.00399863205921243	0.8597058927306725	0.4298529463653363
2	amide binding (GO:0033218)	4/113	GPX1,TAPBP,HLA-C,KDELR3	0.004697766189485195	1.0	0.3366732435797723
3	ion gated channel activity (GO:0022839)	2/21	KCNN4,ANO8	0.0069337303029565825	1.0	0.3312782255857034
4	peptide antigen binding (GO:0042605)	2/21	TAPBP,HLA-C	0.0069337303029565825	1.0	0.3312782255857034
5	growth factor binding (GO:0019838)	3/69	IL1RAPL1,FGFBP1,NTRK1	0.008188366966110838	1.0	0.29341648295230505
6	calcium ion transmembrane transporter activity (GO:0015085)	3/79	SLC24A4,IL1RAPL1,ITPR1	0.011844359097091953	1.0	0.3637910294106814
7	alpha-(1->3)-fucosyltransferase activity (GO:0046920)	1/2	FUT4	0.011972910652930794	1.0	0.3217719737975151
8	gated channel activity (GO:0022836)	4/158	KCNN4,IL1RAPL1,ANO8,ITPR1	0.01491634263950441	1.0	0.35633485194371645
9	divalent inorganic cation transmembrane transporter activity (GO:0072509)	3/92	SLC24A4,IL1RAPL1,ITPR1	0.017800661141157633	1.0	0.38271421453488913
10	peptide transporter activity (GO:0015197)	1/3	TAPBP	0.017906254418780573	1.0	0.34998588182162027
11	modified amino acid binding (GO:0072341)	2/37	GPX1,SDPR	0.020674934647479402	1.0	0.37042591243400597
12	neurotrophin binding (GO:0043121)	1/4	NTRK1	0.023804465883529902	1.0	0.3791081603673281
13	amide transmembrane transporter activity (GO:0042887)	1/4	TAPBP	0.023804465883529902	1.0	0.3791081603673281
14	phosphatidylinositol bisphosphate binding (GO:1902936)	2/42	RAG2,PLEK	0.026220698309802278	1.0	0.37583000910716596
15	protein-glutamine gamma-glutamyltransferase activity (GO:0003810)	1/5	F13A1	0.02966775011686629	1.0	0.3986603921953908
16	ion channel activity (GO:0005216)	4/200	KCNN4,IL1RAPL1,ANO8,ITPR1	0.032049727972383604	1.0	0.4053347949448515
17	metal ion transmembrane transporter activity (GO:0046873)	4/202	KCNN4,IL1RAPL1,SLC24A4,ITPR1	0.03306781019448308	1.0	0.38430157793588443
18	substrate-specific channel activity (GO:0022838)	4/202	KCNN4,IL1RAPL1,ANO8,ITPR1	0.03306781019448308	1.0	0.38430157793588443
19	antigen binding (GO:0003823)	2/49	TAPBP,HLA-C	0.0348674190888661	1.0	0.37482475520531056
20	guanylate cyclase activity (GO:0004383)	1/6	GUCY1B3	0.03549631100871928	1.0	0.33181334203802804
21	GABA receptor binding (GO:0050811)	1/6	GABARAP	0.03549631100871928	1.0	0.33181334203802804
22	long-chain fatty acid-CoA ligase activity (GO:0004467)	1/6	ACSL5	0.03549631100871928	1.0	0.33181334203802804
23	calcium:cation antiporter activity (GO:0015368)	1/6	SLC24A4	0.03549631100871928	1.0	0.33181334203802804
24	fucosyltransferase activity (GO:0008417)	1/6	FUT4	0.03549631100871928	1.0	0.33181334203802804
25	channel activity (GO:0015267)	4/212	KCNN4,IL1RAPL1,ANO8,ITPR1	0.038441888044441826	1.0	0.31188701620962234
26	passive transmembrane transporter activity (GO:0022803)	4/212	KCNN4,IL1RAPL1,ANO8,ITPR1	0.038441888044441826	1.0	0.31188701620962234
27	calcium channel inhibitor activity (GO:0019855)	1/7	ITPR1	0.041290351275948406	1.0	0.3170509115831753
