	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	Staphylococcus aureus infection_Homo sapiens_hsa05150	18/37	C1QC,FPR2,HLA-DPA1,ICAM1,HLA-DRB1,PTAFR,HLA-DMA,FCGR2C,HLA-DQB1,HLA-DRB4,ITGB2,ITGAL,HLA-DQA1,HLA-DPB1,SELPLG,C5AR1,HLA-DRA,C5	3.2939929823555654e-14	8.26792238571247e-12	8.26792238571247e-12
1	Fc gamma R-mediated phagocytosis_Homo sapiens_hsa04666	24/86	GSN,ARPC5,PIK3CD,PRKCD,MARCKS,PLCG2,DOCK2,BIN1,HCK,ARPC1B,PTPRC,WAS,CDC42,ARPC4,ARPC3,RAC2,PIP5K1A,CFL1,ARPC5L,PIK3CG,PRKCA,ARPC2,WASL,VAV1	4.263458003695064e-12	1.070127958927461e-09	5.350639794637305e-10
2	Regulation of actin cytoskeleton_Homo sapiens_hsa04810	32/158	GSN,ARPC5,PAK2,PIK3CD,PFN1,MYH9,ARPC1B,ITGAX,IQGAP1,WAS,TMSB4X,ITGAL,CDC42,ACTB,ARPC4,PXN,RAC2,CD14,ARPC3,PIP5K1A,RAC3,CFL1,ITGB2,ARPC5L,ARHGEF6,PIK3CG,ARPC2,NCKAP1L,BRK1,MSN,WASL,VAV1	1.54086825121185e-11	3.867579310541744e-09	1.2891931035139145e-09
3	Asthma_Homo sapiens_hsa05310	11/21	TNF,HLA-DPA1,HLA-DRB1,HLA-DMA,FCER1G,HLA-DQB1,HLA-DRB4,HLA-DQA1,HLA-DPB1,RNASE3,HLA-DRA	1.2917011079481179e-09	3.2421697809497756e-07	8.105424452374439e-08
4	Viral myocarditis_Homo sapiens_hsa05416	16/50	HLA-B,RAC2,EIF4G3,HLA-DPA1,ICAM1,HLA-DRB1,HLA-DMA,RAC3,HLA-DQB1,HLA-DRB4,ITGB2,ITGAL,HLA-DQA1,HLA-DPB1,ACTB,HLA-DRA	1.7977418685745164e-09	4.512332090122036e-07	9.024664180244072e-08
5	Tuberculosis_Homo sapiens_hsa05152	26/131	TNF,EP300,HLA-DPA1,LSP1,PLK3,IFNGR1,HLA-DRA,TCIRG1,CEBPB,ITGAX,FCER1G,HLA-DRB4,CD14,HLA-DRB1,ITGB2,HLA-DQA1,HLA-DPB1,CTSS,CORO1A,TLR2,CAMK2D,HLA-DMA,FCGR2C,HLA-DQB1,MRC1,CTSD	2.0125530607931e-09	5.05150818259068e-07	8.419180304317801e-08
6	Phagosome_Homo sapiens_hsa04145	24/117	CYBA,HLA-DPA1,HLA-DRA,CALR,TCIRG1,HLA-DRB4,ACTB,CD14,HLA-DRB1,ITGB2,TUBB3,HLA-DQA1,HLA-DPB1,CTSS,CYBB,HLA-B,TLR2,NCF2,HLA-DMA,FCGR2C,HLA-DQB1,MRC1,NCF4,CORO1A	4.231663595500075e-09	1.0621475624705189e-06	1.51735366067217e-07
7	Antigen processing and presentation_Homo sapiens_hsa04612	16/53	TNF,CTSB,CALR,HLA-B,PDIA3,HLA-DPA1,HLA-DRB1,HLA-DMA,HSPA5,HLA-DQB1,HLA-DRB4,IFI30,HLA-DQA1,HLA-DPB1,HLA-DRA,CTSS	4.693479943392936e-09	1.1780634657916267e-06	1.4725793322395334e-07
8	Leishmaniasis_Homo sapiens_hsa05140	16/57	CYBA,TNF,TLR2,NCF2,HLA-DPA1,HLA-DRB1,HLA-DMA,FCGR2C,HLA-DQB1,HLA-DRB4,ITGB2,IFNGR1,HLA-DQA1,HLA-DPB1,NCF4,HLA-DRA	1.5111751848901657e-08	3.793049714074316e-06	4.214499682304795e-07
9	Natural killer cell mediated cytotoxicity_Homo sapiens_hsa04650	19/81	TNF,TNFSF10,PIK3CD,IFNGR1,PLCG2,TYROBP,ICAM1,FCER1G,ITGAL,GRB2,HCST,RAC2,RAC3,ITGB2,PIK3CG,HLA-B,PRKCA,CD48,VAV1	1.761490049410226e-08	4.421340024019667e-06	4.4213400240196675e-07
