	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	Salivary secretion_Homo sapiens_hsa04970	3/47	LYZ,BST1,ITPR3	0.0032524799296439716	0.4098124711351404	0.4098124711351404
1	Nicotinate and nicotinamide metabolism_Homo sapiens_hsa00760	2/18	QPRT,BST1	0.005686633841701629	0.7165158640544053	0.35825793202720263
2	Serotonergic synapse_Homo sapiens_hsa04726	3/65	MAOB,ITPR3,GNAI1	0.008077181879862219	1.0	0.33924163895421316
3	Dopaminergic synapse_Homo sapiens_hsa04728	3/83	MAOB,ITPR3,GNAI1	0.015669408356626596	1.0	0.4935863632337378
4	Cocaine addiction_Homo sapiens_hsa05030	2/31	MAOB,GNAI1	0.01638947252236001	1.0	0.4130147075634723
5	Staphylococcus aureus infection_Homo sapiens_hsa05150	2/37	PLG,FCAR	0.022908403809393508	1.0	0.48107647999726366
6	Toxoplasmosis_Homo sapiens_hsa05145	3/98	LAMA2,CYCS,GNAI1	0.024254155387840162	1.0	0.4365747969811229
7	Renin secretion_Homo sapiens_hsa04924	2/39	ITPR3,GNAI1	0.025282214387548053	1.0	0.39819487660388186
8	Gastric acid secretion_Homo sapiens_hsa04971	2/43	ITPR3,GNAI1	0.030314294467633257	1.0	0.4244001225468656
9	Complement and coagulation cascades_Homo sapiens_hsa04610	2/44	SERPINA1,PLG	0.0316295990973405	1.0	0.39853294862649025
10	MicroRNAs in cancer_Homo sapiens_hsa05206	3/115	IGF2BP1,PLCG1,HMGA2	0.03650079759440248	1.0	0.4181000451722466
11	Long-term depression_Homo sapiens_hsa04730	2/48	ITPR3,GNAI1	0.037110051529052494	1.0	0.38965554105505124
12	Viral myocarditis_Homo sapiens_hsa05416	2/50	LAMA2,CYCS	0.039977317626632064	1.0	0.3874724631504339
13	Retrograde endocannabinoid signaling_Homo sapiens_hsa04723	2/57	ITPR3,GNAI1	0.050637294079334136	1.0	0.45573564671400724
14	Influenza A_Homo sapiens_hsa05164	3/134	CYCS,PLG,MAVS	0.053281889185012886	1.0	0.44756786915410823
15	Pancreatic secretion_Homo sapiens_hsa04972	2/59	ITPR3,BST1	0.053851558711713626	1.0	0.4240810248547448
16	Circadian entrainment_Homo sapiens_hsa04713	2/60	ITPR3,GNAI1	0.05548532986264913	1.0	0.411244209570223
17	Sulfur metabolism_Homo sapiens_hsa00920	1/10	CYCS	0.06166780605240113	1.0	0.4316746423668079
18	Gap junction_Homo sapiens_hsa04540	2/64	ITPR3,GNAI1	0.062191452562650504	1.0	0.4124275275207349
19	Inflammatory mediator regulation of TRP channels_Homo sapiens_hsa04750	2/66	ITPR3,PLCG1	0.06564329112718818	1.0	0.41355273410128557
20	Phenylalanine metabolism_Homo sapiens_hsa00360	1/11	MAOB	0.0676242101612517	1.0	0.4057452609675102
21	Small cell lung cancer_Homo sapiens_hsa05222	2/70	LAMA2,CYCS	0.0727338318542822	1.0	0.41656649152907077
22	Estrogen signaling pathway_Homo sapiens_hsa04915	2/72	ITPR3,GNAI1	0.07636838437007387	1.0	0.4183659317664916
23	Glutamatergic synapse_Homo sapiens_hsa04724	2/75	ITPR3,GNAI1	0.08192613962907383	1.0	0.4301122330526376
