	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885)	2/9	TAPBP,HLA-C	0.0012452523930342073	1	1.0
1	antigen processing and presentation of endogenous peptide antigen (GO:0002483)	2/10	TAPBP,HLA-C	0.0015505274083508801	1	0.6202109633403521
2	UV protection (GO:0009650)	2/10	GPX1,ERCC2	0.0015505274083508801	1	0.6202109633403521
3	blood coagulation (GO:0007596)	8/370	ITPR1,PLEK,F13A1,PECAM1,GUCY1B3,GP5,CD244,TFPI	0.0016220880946662868	1	0.36046402103695263
4	coagulation (GO:0050817)	8/370	ITPR1,PLEK,F13A1,PECAM1,GUCY1B3,GP5,CD244,TFPI	0.0016220880946662868	1	0.36046402103695263
5	hemostasis (GO:0007599)	8/375	ITPR1,PLEK,F13A1,PECAM1,GUCY1B3,GP5,CD244,TFPI	0.0017653246742154283	1	0.2942207790359047
6	nephron epithelium development (GO:0072009)	2/11	PECAM1,CALB1	0.0018877409626753849	1	0.25169879502338466
7	antigen processing and presentation of endogenous antigen (GO:0019883)	2/11	TAPBP,HLA-C	0.0018877409626753849	1	0.25169879502338466
8	response to electrical stimulus (GO:0051602)	2/14	PALM,NTRK1	0.003087193155380181	1	0.343021461708909
9	platelet activation (GO:0030168)	5/169	ITPR1,PLEK,F13A1,PECAM1,GP5	0.0034213431054394045	1	0.34213431054394045
10	post-embryonic development (GO:0009791)	3/54	ITPR1,HEG1,ERCC2	0.0041325854840873425	1	0.3443821236739452
11	B cell differentiation (GO:0030183)	3/54	RAG2,NTRK1,ITFG2	0.0041325854840873425	1	0.3443821236739452
12	activation of signaling protein activity involved in unfolded protein response (GO:0006987)	3/54	PDIA5,SSR1,KDELR3	0.0041325854840873425	1	0.3443821236739452
13	regulation of platelet activation (GO:0010543)	2/17	GP5,PLEK	0.004560480392832715	1	0.32574859948805107
14	positive regulation of nuclease activity (GO:0032075)	3/56	PDIA5,SSR1,KDELR3	0.0045791286754608175	1	0.3052752450307212
15	response to endoplasmic reticulum stress (GO:0034976)	4/116	ITPR1,PDIA5,SSR1,KDELR3	0.005154472086862778	1	0.3221545054289236
16	regulation of nuclease activity (GO:0032069)	3/59	PDIA5,SSR1,KDELR3	0.005301891988871602	1	0.3118759993453884
17	calcium ion transport (GO:0006816)	4/121	KCNN4,IL1RAPL1,SLC24A4,ITPR1	0.005980298250088517	1	0.3322387916715843
18	regulation of response to wounding (GO:1903034)	5/199	GPX1,PIK3AP1,PLEK,IL18,GP5	0.006808265249391432	1	0.3583297499679701
19	carbohydrate phosphorylation (GO:0046835)	2/21	GNPTG,PFKP	0.0069337303029565825	1	0.34668651514782917
20	platelet degranulation (GO:0002576)	3/67	PECAM1,PLEK,F13A1	0.007550839158601469	1	0.3595637694572128
21	response to nicotine (GO:0035094)	2/22	NTRK1,GPX1	0.00759767060686357	1	0.3453486639483441
22	circulatory system process (GO:0003013)	3/68	GUCY1B3,GPX1,HEG1	0.007865769731266719	1	0.3347136055858178
23	endoplasmic reticulum unfolded protein response (GO:0030968)	3/68	PDIA5,SSR1,KDELR3	0.007865769731266719	1	0.3347136055858178
24	divalent metal ion transport (GO:0070838)	4/132	KCNN4,IL1RAPL1,SLC24A4,ITPR1	0.008097527665402294	1	0.3239011066160917
25	regulation of calcium-mediated signaling (GO:0050848)	2/23	ITPR1,PLEK	0.008289160912286235	1	0.3188138812417783
26	cellular response to unfolded protein (GO:0034620)	3/70	PDIA5,SSR1,KDELR3	0.008518672275027976	1	0.3155063805565917
27	divalent inorganic cation transport (GO:0072511)	4/135	KCNN4,IL1RAPL1,SLC24A4,ITPR1	0.008750261026393792	1	0.3125093223712069
28	extracellular matrix organization (GO:0030198)	5/214	BMP1,GFOD2,MKX,PECAM1,ERCC2	0.00917259929352408	1	0.3162965273628993
29	extracellular structure organization (GO:0043062)	5/215	BMP1,GFOD2,MKX,PECAM1,ERCC2	0.009348025059795874	1	0.3116008353265291
30	regulation of adenylate cyclase activity (GO:0045761)	2/26	PALM,NTRK1	0.010525495447248453	1	0.339532111201563
31	cellular response to topologically incorrect protein (GO:0035967)	3/76	PDIA5,SSR1,KDELR3	0.010664498427503952	1	0.3332655758594985
32	ER-nucleus signaling pathway (GO:0006984)	3/77	PDIA5,SSR1,KDELR3	0.011049791113074674	1	0.3348421549416568
33	calcium ion transmembrane transport (GO:0070588)	3/79	SLC24A4,IL1RAPL1,ITPR1	0.011844359097091953	1	0.34836350285564566
34	L-fucose metabolic process (GO:0042354)	1/2	FUT4	0.011972910652930794	1	0.3325808514702998
35	L-fucose catabolic process (GO:0042355)	1/2	FUT4	0.011972910652930794	1	0.3325808514702998
36	fucose catabolic process (GO:0019317)	1/2	FUT4	0.011972910652930794	1	0.3325808514702998
37	positive regulation of dendrite development (GO:1900006)	2/30	PALM,IL1RAPL1	0.01387238085500153	1	0.36506265407898764
38	negative regulation of G-protein coupled receptor protein signaling pathway (GO:0045744)	2/32	PALM,PLEK	0.01569636775992144	1	0.39240919399803603
39	endothelial cell migration (GO:0043542)	2/32	PRKX,GPX1	0.01569636775992144	1	0.39240919399803603
40	regulation of cyclase activity (GO:0031279)	2/32	PALM,NTRK1	0.01569636775992144	1	0.39240919399803603
41	kidney epithelium development (GO:0072073)	2/33	PECAM1,CALB1	0.01664486976530121	1	0.39630642298336216
42	B cell activation (GO:0042113)	3/91	RAG2,NTRK1,ITFG2	0.017293249101906587	1	0.4021685837652695
43	phenol-containing compound catabolic process (GO:0019336)	1/3	COMT	0.017906254418780573	1	0.3979167648617905
44	endothelium development (GO:0003158)	1/3	PECAM1	0.017906254418780573	1	0.3979167648617905
45	sleep (GO:0030431)	1/3	IL18	0.017906254418780573	1	0.3979167648617905
46	protein activation cascade (GO:0072376)	2/35	GP5,TFPI	0.018613312382103727	1	0.391859208044289
47	regulation of lyase activity (GO:0051339)	2/35	PALM,NTRK1	0.018613312382103727	1	0.391859208044289
48	regulation of cAMP biosynthetic process (GO:0030817)	2/37	PALM,NTRK1	0.020674934647479402	1	0.4176754474238263
49	activation of phospholipase C activity (GO:0007202)	2/37	ITPR1,NTRK1	0.020674934647479402	1	0.4176754474238263
50	response to xenobiotic stimulus (GO:0009410)	1/4	GPX1	0.023804465883529902	1	0.4577781900678828
51	short-term memory (GO:0007614)	1/4	CALB1	0.023804465883529902	1	0.4577781900678828
52	regulation of inositol phosphate biosynthetic process (GO:0010919)	1/4	PLEK	0.023804465883529902	1	0.4577781900678828
53	positive regulation of neuron projection development (GO:0010976)	3/104	PALM,NTRK1,IL1RAPL1	0.024536534162894325	1	0.45438026227582085
54	response to unfolded protein (GO:0006986)	3/105	PDIA5,SSR1,KDELR3	0.025151873003945956	1	0.4573067818899265
55	epithelial cell migration (GO:0010631)	2/42	PRKX,GPX1	0.026220698309802278	1	0.46822675553218357
56	positive regulation of phospholipase C activity (GO:0010863)	2/43	ITPR1,NTRK1	0.027394624387378986	1	0.4806074453926138
57	neuron differentiation (GO:0030182)	3/110	IL1RAPL1,NTRK1,ERCC2	0.028353107570770062	1	0.4888466822546562
58	lymphocyte differentiation (GO:0030098)	3/111	RAG2,NTRK1,ITFG2	0.029018222795537542	1	0.49183428467012785
59	lymph vessel development (GO:0001945)	1/5	HEG1	0.02966775011686629	1	0.4635585955760358
60	positive regulation of granulocyte macrophage colony-stimulating factor production (GO:0032725)	1/5	IL18	0.02966775011686629	1	0.4635585955760358
61	presynaptic membrane assembly (GO:0097105)	1/5	IL1RAPL1	0.02966775011686629	1	0.4635585955760358
62	regulation of granulocyte macrophage colony-stimulating factor production (GO:0032645)	1/5	IL18	0.02966775011686629	1	0.4635585955760358
63	metanephric nephron epithelium development (GO:0072243)	1/5	CALB1	0.02966775011686629	1	0.4635585955760358
64	venous blood vessel morphogenesis (GO:0048845)	1/5	HEG1	0.02966775011686629	1	0.4635585955760358
65	metanephric tubule development (GO:0072170)	1/5	CALB1	0.02966775011686629	1	0.4635585955760358
66	neurotransmitter catabolic process (GO:0042135)	1/5	COMT	0.02966775011686629	1	0.4635585955760358
67	metanephric nephron tubule development (GO:0072234)	1/5	CALB1	0.02966775011686629	1	0.4635585955760358
68	response to topologically incorrect protein (GO:0035966)	3/112	PDIA5,SSR1,KDELR3	0.029691610118280237	1	0.43031319012000346
69	regulation of phospholipase C activity (GO:1900274)	2/45	ITPR1,NTRK1	0.029804926617666788	1	0.42578466596666836
70	regulation of cyclic nucleotide biosynthetic process (GO:0030802)	2/46	PALM,NTRK1	0.031040733747952375	1	0.43413613633499826
71	regulation of cAMP metabolic process (GO:0030814)	2/46	PALM,NTRK1	0.031040733747952375	1	0.43413613633499826
72	negative regulation of immune system process (GO:0002683)	4/200	TRAFD1,CD37,GPX1,PIK3AP1	0.032049727972383604	1	0.4390373694847069
73	regulation of nucleotide biosynthetic process (GO:0030808)	2/47	PALM,NTRK1	0.03229660317433193	1	0.43351145200445546
74	regulation of purine nucleotide biosynthetic process (GO:1900371)	2/47	PALM,NTRK1	0.03229660317433193	1	0.43351145200445546
75	positive regulation of phospholipase activity (GO:0010518)	2/49	ITPR1,NTRK1	0.0348674190888661	1	0.4587818301166592
76	lymphocyte activation (GO:0046649)	4/206	RAG2,NTRK1,IL18,ITFG2	0.035160615049854904	1	0.45663136428382994
77	detection of temperature stimulus involved in sensory perception of pain (GO:0050965)	1/6	NTRK1	0.03549631100871928	1	0.41274780242696835
78	heart contraction (GO:0060047)	1/6	GPX1	0.03549631100871928	1	0.41274780242696835
79	potassium ion export (GO:0071435)	1/6	KCNN4	0.03549631100871928	1	0.41274780242696835
80	protein retention in ER lumen (GO:0006621)	1/6	KDELR3	0.03549631100871928	1	0.41274780242696835
81	metanephric epithelium development (GO:0072207)	1/6	CALB1	0.03549631100871928	1	0.41274780242696835
82	regulation of epithelial cell differentiation involved in kidney development (GO:2000696)	1/6	PRKX	0.03549631100871928	1	0.41274780242696835
83	positive regulation of actin filament depolymerization (GO:0030836)	1/6	PLEK	0.03549631100871928	1	0.41274780242696835
84	detection of temperature stimulus involved in sensory perception (GO:0050961)	1/6	NTRK1	0.03549631100871928	1	0.41274780242696835
85	T-helper 1 type immune response (GO:0042088)	1/6	IL18	0.03549631100871928	1	0.41274780242696835
86	negative regulation of myoblast differentiation (GO:0045662)	1/6	MKX	0.03549631100871928	1	0.41274780242696835
87	cellular response to electrical stimulus (GO:0071257)	1/6	PALM	0.03549631100871928	1	0.41274780242696835
88	heart process (GO:0003015)	1/6	GPX1	0.03549631100871928	1	0.41274780242696835
89	cellular response to nicotine (GO:0071316)	1/6	NTRK1	0.03549631100871928	1	0.41274780242696835
90	presynaptic membrane organization (GO:0097090)	1/6	IL1RAPL1	0.03549631100871928	1	0.41274780242696835
91	kidney morphogenesis (GO:0060993)	1/6	PRKX	0.03549631100871928	1	0.41274780242696835
92	thrombin receptor signaling pathway (GO:0070493)	1/6	PLEK	0.03549631100871928	1	0.41274780242696835
93	endothelial cell morphogenesis (GO:0001886)	1/6	HEG1	0.03549631100871928	1	0.41274780242696835
94	regulation of blood coagulation (GO:0030193)	2/50	GP5,PLEK	0.0361818169759159	1	0.3768939268324573
95	cell redox homeostasis (GO:0045454)	2/50	PDIA5,GPX1	0.0361818169759159	1	0.3768939268324573
96	regulation of hemostasis (GO:1900046)	2/50	GP5,PLEK	0.0361818169759159	1	0.3768939268324573
97	learning or memory (GO:0007611)	3/122	NTRK1,CALB1,COMT	0.03687804157368013	1	0.37630654667020547
98	collecting duct development (GO:0072044)	1/7	CALB1	0.041290351275948406	1	0.4028326953751064
99	maintenance of protein localization in endoplasmic reticulum (GO:0035437)	1/7	KDELR3	0.041290351275948406	1	0.4028326953751064
100	regulation of integrin activation (GO:0033623)	1/7	PLEK	0.041290351275948406	1	0.4028326953751064
101	cGMP biosynthetic process (GO:0006182)	1/7	GUCY1B3	0.041290351275948406	1	0.4028326953751064
102	negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	1/7	GPX1	0.041290351275948406	1	0.4028326953751064
