	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	extracellular vesicular exosome (GO:0070062)	221/1992	TPI1,ENO2,TWF2,MYOF,CLSTN1,MAN1C1,PLD3,NME2,GSN,ARPC5,STEAP4,HSP90B1,PLCG2,ENO1,HLA-DRA,TALDO1,ARPC1B,SMPD1,CD19,VAT1,CLIC1,SERPINB1,PEPD,DOCK10,LCP1,PRTN3,ALDH2,RGMA,GRB2,RNASET2,CD14,HLA-DRB1,CTBS,GOLM1,CFL1,CNN2,ENO3,APPL1,PPIB,GAA,ANXA6,EPB41L2,COL6A1,NQO1,FMNL1,BAIAP2L1,MLPH,RAB33B,UCHL1,FAM49B,C1QC,GNS,CORO1B,TNFSF10,GNG5,DNAJC3,GNAI2,PRKCD,PLAT,VIM,CAP1,SERPINB6,CTSC,HEXB,ALDOA,ZCCHC11,PGAM1,PYGL,SYPL1,PTPRC,ICAM1,B3GNT2,IQGAP1,DYSF,ARHGDIB,CDC42,VAMP8,PGLS,ACTR3B,LASP1,CD44,AHNAK,LDHA,PARP4,SERPING1,P4HB,ARPC3,RAC2,COTL1,ITGB2,ALDH7A1,NDRG1,NAGK,ARPC5L,NAMPT,RNASE3,CRYM,RAB34,HLA-B,NAIP,PRKCA,TPM3,BRK1,ANXA2,CNTLN,MYL6,SH3BGRL3,NUDT5,NAGA,PRDX1,CPPED1,POTEKP,CTSZ,ACTG2,PGD,SERPINB9,HYOU1,ACTBL2,CAPZA1,ICAM3,HSPA5,CORO1A,CTSD,IGFBP2,CTSB,GNB4,CRABP2,DUSP3,PSAT1,MARCKS,CD63,CPNE7,CD101,CAPG,PFN1,ANPEP,KCTD12,ACTR2,ITM2C,MYH9,DOCK2,CALR,GDI2,NANS,NPC2,PRDX5,WAS,DBI,ALDOC,ARHGDIA,LGALS1,ACTB,MAN2B1,ACTR3,SPTBN1,GAPDH,ARPC4,STX3,PDIA3,ARSB,TUBB3,GLIPR2,SERPINB8,OSTF1,ANXA1,RP2,ARPC2,SLC9A3R1,S100A11,SLC36A2,UGDH,HLA-DMA,STK10,SLC2A3,PEBP1,SMPDL3A,S100A10,ANXA5,PKM,IGHG1,FSCN1,TXNDC17,NDRG2,LSP1,SPTAN1,ASAH1,FTL,IGKC,RAB27A,CPVL,PHIP,C5,ASXL1,FAM129A,MVP,PILRA,ITGAL,CAPZB,GPI,CTSG,HPGD,DPYS,RAC3,CD33,VAMP5,ACPP,ALDH1A1,WDR1,TECTA,ASS1,NCKAP1L,MSN,DPYSL2,ANXA11,ACSM1,CSTB,WASL,DDAH2,CD48,FABP5,PDIA6	4.045463727480446e-33	1.5494126076250107e-30	1.5494126076250107e-30
1	extracellular space (GO:0005615)	71/549	TPI1,IGHG1,ENO2,CTSB,MANF,TNFSF10,IGFBP2,IL1F10,TNF,C1QC,GSN,IGKC,SERPINB10,PLAT,SERPINB6,CTSC,ALDOA,ANPEP,ENO1,C5,ZCCHC11,ADA,CALR,BMP5,SMPD1,ICAM1,BMP7,CLIC1,SERPINB1,TCN1,CTSD,PRDX5,LCP1,PRTN3,ACTB,LGALS1,IGFBP1,GPI,RNASET2,DSCAML1,SERPING1,CD14,SERPINB2,CTSG,HLA-DRB1,CRELD2,CTBS,GOLM1,CFL1,ACPP,ENO3,NAMPT,RNASE3,GAA,SERPINB8,IL16,ANXA1,S100B,S100A11,CCL2,ANXA2,MSN,DPYSL3,PRDX1,SMPDL3A,CTSZ,ACTG2,CSTB,SERPINB9,ACTBL2,CTSS	2.7750277888073603e-13	1.062835643113219e-10	5.314178215566095e-11
2	focal adhesion (GO:0005925)	50/309	CORO1B,NME2,GSN,ARPC5,MARCKS,HSP90B1,CAP1,EBAG9,LIMD1,EVL,VIM,PFN1,ACTR2,MMP14,CALR,GDI2,HCK,ARPC1B,ICAM1,PTPRC,IQGAP1,LCP1,CDC42,ACTB,ACTR3,LASP1,CD44,AHNAK,PXN,P4HB,ARPC3,RAC2,PDIA3,LPXN,PIP5K1A,SYNE2,CFL1,CNN2,ARPC5L,PPIB,ANXA1,ANXA6,ARPC2,EPB41L2,MSN,ZYX,HSPA5,ANXA5,HYOU1,TES	2.7809026000896975e-13	1.0650856958343541e-10	3.55028565278118e-11
3	cell-substrate adherens junction (GO:0005924)	50/312	CORO1B,NME2,GSN,ARPC5,MARCKS,HSP90B1,CAP1,EBAG9,LIMD1,EVL,VIM,PFN1,ACTR2,MMP14,CALR,GDI2,HCK,ARPC1B,ICAM1,PTPRC,IQGAP1,LCP1,CDC42,ACTB,ACTR3,LASP1,CD44,AHNAK,PXN,P4HB,ARPC3,RAC2,PDIA3,LPXN,PIP5K1A,SYNE2,CFL1,CNN2,ARPC5L,PPIB,ANXA1,ANXA6,ARPC2,EPB41L2,MSN,ZYX,HSPA5,ANXA5,HYOU1,TES	4.072130605105584e-13	1.5596260217554387e-10	3.899065054388597e-11
4	cell-substrate junction (GO:0030055)	50/316	CORO1B,NME2,GSN,ARPC5,MARCKS,HSP90B1,CAP1,EBAG9,LIMD1,EVL,VIM,PFN1,ACTR2,MMP14,CALR,GDI2,HCK,ARPC1B,ICAM1,PTPRC,IQGAP1,LCP1,CDC42,ACTB,ACTR3,LASP1,CD44,AHNAK,PXN,P4HB,ARPC3,RAC2,PDIA3,LPXN,PIP5K1A,SYNE2,CFL1,CNN2,ARPC5L,PPIB,ANXA1,ANXA6,ARPC2,EPB41L2,MSN,ZYX,HSPA5,ANXA5,HYOU1,TES	6.713622693039998e-13	2.5713174914343195e-10	5.142634982868639e-11
5	adherens junction (GO:0005912)	53/353	CORO1B,NME2,SPTAN1,GSN,ARPC5,MARCKS,HSP90B1,CAP1,EBAG9,LIMD1,EVL,VIM,PFN1,ACTR2,MMP14,MYH9,CALR,GDI2,HCK,ARPC1B,ICAM1,PTPRC,IQGAP1,LCP1,CDC42,ACTB,ACTR3,LASP1,CD44,AHNAK,PXN,P4HB,ARPC3,RAC2,PDIA3,LPXN,PIP5K1A,SYNE2,CFL1,CNN2,NDRG1,ARPC5L,PPIB,ANXA1,ANXA6,ARPC2,EPB41L2,MSN,ZYX,HSPA5,ANXA5,HYOU1,TES	1.1243882411276525e-12	4.306406963518909e-10	7.177344939198181e-11
6	anchoring junction (GO:0070161)	53/364	CORO1B,NME2,SPTAN1,GSN,ARPC5,MARCKS,HSP90B1,CAP1,EBAG9,LIMD1,EVL,VIM,PFN1,ACTR2,MMP14,MYH9,CALR,GDI2,HCK,ARPC1B,ICAM1,PTPRC,IQGAP1,LCP1,CDC42,ACTB,ACTR3,LASP1,CD44,AHNAK,PXN,P4HB,ARPC3,RAC2,PDIA3,LPXN,PIP5K1A,SYNE2,CFL1,CNN2,NDRG1,ARPC5L,PPIB,ANXA1,ANXA6,ARPC2,EPB41L2,MSN,ZYX,HSPA5,ANXA5,HYOU1,TES	3.83948530629929e-12	1.470522872312628e-09	2.1007469604466114e-10
7	cell surface (GO:0009986)	43/264	TNF,PDIA4,HLA-DPA1,CSF1R,PLAT,CD63,TYROBP,HLA-DRA,ADA,CALR,ITGAX,HM13,ICAM1,SYNJ2BP,IL1R1,FCER1G,ITGAL,VAMP8,LGALS1,RGMA,PTGFRN,CD44,HCST,DSCAML1,CD14,PDIA3,HLA-DRB1,NPTN,TRPV2,ITGB2,VAMP5,GALT,HLA-DPB1,C5AR1,HLA-B,ANXA1,CLEC5A,TLR2,ANXA2,HLA-DMA,MRC1,HSPA5,HHIP	1.107452968691479e-11	4.241544870088365e-09	5.301931087610456e-10
8	lamellipodium (GO:0030027)	23/96	TWF2,CORO1B,NME2,GSN,EVL,DYSF,CAPZB,PLXND1,ACTR3,MYO9B,AIF1,PXN,ARPC3,RAC2,PIP5K1A,CFL1,TESC,ARHGEF6,BRK1,SH3BGRL3,DPYSL3,WASL,CORO1A	3.5072793271599664e-10	1.3432879823022672e-07	1.4925422025580748e-08
9	lysosome (GO:0005764)	34/199	RASGRP1,CTSB,GNS,BTK,ASAH1,RAB27A,PIK3CD,CD63,CTSC,HEXB,ITM2C,HLA-DRA,ADA,HCK,CEP152,NPC2,IFI30,MAN2B1,RNASET2,STX3,CTBS,ARSB,MANBA,CTSS,GAA,PIK3CG,ASS1,NCF2,NAGA,ANXA11,CTSZ,IL4I1,NCF4,CTSD	4.591978448223517e-10	1.7587277456696069e-07	1.6749788053996256e-08
