	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	regulation of actin filament polymerization (GO:0030833)	28/83	TWF2,PYCARD,SPTAN1,GSN,ARPC5,PRKCD,EVL,CAPG,ACTR2,PFN1,HCK,ARPC1B,ICAM1,TMSB4X,CAPZB,ACTR3,SPTBN1,GRB2,ARPC4,ARPC3,ARPC5L,ARPC2,HCLS1,NCKAP1L,TMSB10,BAIAP2L1,CAPZA1,CORO1A	2.8821692530615015e-16	9.833961491445844e-13	9.833961491445844e-13
1	activation of immune response (GO:0002253)	51/274	CNPY3,C1QC,CTSB,PYCARD,IGHG1,HLA-DPA1,BTK,PAK2,ARPC5,IGKC,DUSP3,PRKCD,HSP90B1,PIK3CD,PLCG2,ACTR2,HLA-DRA,C5,GRAP2,HCK,CD19,PTPRC,MAPKAPK3,FCER1G,WAS,HLA-DRB4,CDC42,ACTB,ACTR3,GRB2,ARPC4,SERPING1,CD14,ARPC3,RPS6KA5,HLA-DRB1,CFL1,ITGB2,HLA-DQA1,HLA-DPB1,C5AR1,ARPC2,NCKAP1L,BRK1,TLR2,IFI16,HLA-DQB1,WASL,WIPF1,VAV1,CTSS	4.567454880328352e-16	1.5584156051680336e-12	7.792078025840168e-13
2	regulation of actin polymerization or depolymerization (GO:0008064)	30/98	TWF2,PYCARD,SPTAN1,GSN,ARPC5,PRKCD,EVL,CAPG,PFN1,ACTR2,HCK,ARPC1B,ICAM1,TMSB4X,CAPZB,ACTR3,SPTBN1,GRB2,ARPC4,ARPC3,CFL1,ARPC5L,ARPC2,HCLS1,NCKAP1L,SH3BGRL3,TMSB10,BAIAP2L1,CAPZA1,CORO1A	5.181373708343979e-16	1.7678847092869656e-12	5.892949030956551e-13
3	regulation of actin filament length (GO:0030832)	30/99	TWF2,PYCARD,SPTAN1,GSN,ARPC5,PRKCD,EVL,CAPG,PFN1,ACTR2,HCK,ARPC1B,ICAM1,TMSB4X,CAPZB,ACTR3,SPTBN1,GRB2,ARPC4,ARPC3,CFL1,ARPC5L,ARPC2,HCLS1,NCKAP1L,SH3BGRL3,TMSB10,BAIAP2L1,CAPZA1,CORO1A	7.082234595594581e-16	2.4164584440168713e-12	6.041146110042178e-13
4	immune response-activating cell surface receptor signaling pathway (GO:0002429)	37/155	IGHG1,BTK,HLA-DPA1,PAK2,ARPC5,IGKC,PIK3CD,PRKCD,PLCG2,ACTR2,HLA-DRA,GRAP2,HCK,CD19,PTPRC,FCER1G,WAS,HLA-DRB4,CDC42,ACTB,ACTR3,GRB2,ARPC4,ARPC3,HLA-DRB1,CFL1,HLA-DQA1,HLA-DPB1,C5AR1,ARPC2,NCKAP1L,BRK1,TLR2,HLA-DQB1,WASL,WIPF1,VAV1	1.5574607984955728e-15	5.314056244466894e-12	1.0628112488933789e-12
5	immune response-activating signal transduction (GO:0002757)	46/248	CNPY3,IGHG1,CTSB,HLA-DPA1,BTK,PAK2,ARPC5,IGKC,DUSP3,PRKCD,HSP90B1,PIK3CD,PLCG2,ACTR2,HLA-DRA,GRAP2,HCK,CD19,PTPRC,MAPKAPK3,FCER1G,WAS,HLA-DRB4,CDC42,ACTB,ACTR3,GRB2,ARPC4,ARPC3,CD14,RPS6KA5,HLA-DRB1,CFL1,ITGB2,HLA-DQA1,HLA-DPB1,C5AR1,ARPC2,NCKAP1L,BRK1,TLR2,HLA-DQB1,WASL,WIPF1,VAV1,CTSS	1.5364653007270627e-14	5.242419606080738e-11	8.737366010134562e-12
6	regulation of protein polymerization (GO:0032271)	28/102	TWF2,PYCARD,SPTAN1,GSN,ARPC5,PRKCD,EVL,CAPG,ACTR2,PFN1,HCK,ARPC1B,ICAM1,TMSB4X,CAPZB,ACTR3,SPTBN1,GRB2,ARPC4,ARPC3,ARPC5L,ARPC2,HCLS1,NCKAP1L,TMSB10,BAIAP2L1,CAPZA1,CORO1A	1.07244134634234e-13	3.659169873720064e-10	5.2273855338858066e-11
7	actin filament-based process (GO:0030029)	43/233	ARHGAP26,CORO1B,FSCN1,GSN,ARPC5,TPM2,EPB41L3,CAP1,PFN1,DOCK2,MYH9,CALR,TMSB4X,WAS,PRKAR1A,CDC42,ARHGDIB,CAPZB,PARVG,ABR,MYO9B,RAC2,PIP5K1A,SYNE2,RAC3,CFL1,FAM101B,CNN2,MYO18A,TPM3,SLC9A3R1,BRK1,NCKAP1L,EPB41L2,CAMK2D,MYL6,TMSB10,FMNL1,WASL,VIM,WIPF1,CAPZA1,CORO1A	1.3762645578635534e-13	4.695814671430444e-10	5.869768339288055e-11
8	regulation of actin filament-based process (GO:0032970)	38/188	TWF2,PYCARD,CORO1B,SPTAN1,GSN,ARPC5,CSF1R,PRKCD,EVL,CAPG,PFN1,ACTR2,HCK,ARPC1B,ICAM1,TMSB4X,WAS,CAPZB,ACTR3,SPTBN1,GRB2,ARPC4,ARPC3,MYO1F,CFL1,CNN2,ARPC5L,DIXDC1,HCLS1,ARPC2,BRK1,NCKAP1L,SH3BGRL3,TMSB10,BAIAP2L1,S100A10,CAPZA1,CORO1A	1.9512478688705825e-13	6.657657728586428e-10	7.397397476207141e-11
9	regulation of actin cytoskeleton organization (GO:0032956)	37/180	TWF2,PYCARD,CORO1B,SPTAN1,GSN,ARPC5,CSF1R,PRKCD,EVL,CAPG,PFN1,ACTR2,HCK,ARPC1B,ICAM1,TMSB4X,WAS,CAPZB,ACTR3,SPTBN1,GRB2,ARPC4,ARPC3,MYO1F,CFL1,ARPC5L,DIXDC1,HCLS1,ARPC2,BRK1,NCKAP1L,SH3BGRL3,TMSB10,BAIAP2L1,S100A10,CAPZA1,CORO1A	2.36741092538577e-13	8.077606077416248e-10	8.077606077416248e-11
