	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	extracellular matrix (GO:0031012)	105/185	NID2,GPC4,COL12A1,COL6A1,SPON1,ELN,SOD3,PODN,LTBP4,RARRES2,TPSAB1,LTBP1,IGFBP7,LUM,COL4A1,LMCD1,LAMC3,COL15A1,COL21A1,SPARCL1,VWA1,LGALS3,ECM2,LAMB2,COL3A1,OGN,COL4A2,COL6A3,BGN,EMILIN1,COL5A2,FBN2,LGALS1,CRTAP,HSPG2,MMP10,CRIP2,EFEMP1,OMD,HSP90B1,ACAN,CILP,TGFB1I1,APCS,TGFBI,VCAN,FMOD,PCOLCE,COL6A2,MMP11,LOXL1,DCN,FBLN1,MFGE8,SLPI,ABI3BP,THBS4,HPSE2,FBLN7,ASPN,TNXB,COL16A1,LAMA2,MAMDC2,CRTAC1,PRELP,COL1A2,MGP,MMP2,LAMA4,COL1A1,COL18A1,SERPINF1,LTBP2,NID1,TGFB2,SFRP1,AEBP1,TIMP3,TGFB3,LGALS3BP,MATN2,CALR,CD248,COL14A1,LTBP3,FBN1,AGRN,POSTN,COL5A1,TFF3,FBLN5,DPT,MFAP4,LAMB1,LAMC1,SSC5D,CMA1,LAMA5,TNC,FBLN2,EMILIN2,COL22A1,EMILIN3,PXDN	8.134614081342996e-38	3.782595547824493e-35	3.782595547824493e-35
1	proteinaceous extracellular matrix (GO:0005578)	62/106	GPC4,VCAN,LGALS3BP,COL6A1,FMOD,COL6A3,BGN,MATN2,SPON1,EMILIN1,CALR,CD248,ELN,COL6A2,MMP11,COL14A1,FBN1,PODN,LTBP4,LOXL1,DCN,FBLN1,LTBP1,SFRP1,LUM,ABI3BP,FBN2,POSTN,LGALS1,CRTAP,LAMC3,MMP10,EFEMP1,HPSE2,FBLN7,ASPN,TNXB,TFF3,FBLN5,COL21A1,SPARCL1,COL16A1,DPT,MAMDC2,OMD,VWA1,ACAN,LGALS3,CRTAC1,PRELP,MGP,MMP2,CILP,TNC,FBLN2,EMILIN2,COL22A1,EMILIN3,LTBP2,ECM2,OGN,PXDN	1.1227986364057397e-23	5.2210136592866896e-21	2.6105068296433448e-21
2	extracellular matrix part (GO:0044420)	55/92	NID2,COL12A1,TIMP3,MMRN2,MATN2,ENTPD2,COL28A1,ELN,MUC5AC,COL14A1,TIMP2,FBN1,COL5A2,FBLN1,ENTPD1,AGRN,COL4A2,LUM,COL4A1,MFAP5,COL11A1,ANG,FBN2,COL5A1,DAG1,LAMC3,EFEMP2,THBS4,HSPG2,NID1,TNXB,FBLN5,COL15A1,MFAP4,LAMA2,LAMB1,THSD4,VWA1,LAMC1,ACAN,CST3,THBS2,COL1A2,COL5A3,LAMA4,MFAP2,LAMA5,COL1A1,COL18A1,TNC,ITGB1,TGFBI,TIMP1,LAMB2,COL3A1	8.95296389994644e-22	4.1631282134750945e-19	1.387709404491698e-19
3	extracellular vesicular exosome (GO:0070062)	432/1911	EFHD1,PRKAR2B,SOD3,RAB8A,SH3BGRL2,CRYL1,SNTB2,INPP5A,B3GAT3,SLC12A2,ACSL4,CHST14,ASAH1,RARRES1,CST3,EPDR1,GJA1,PYGB,ACLY,CDH13,DPEP1,OGN,COL4A2,NT5E,CLDN3,FUCA2,FOLR1,SDF4,MYH10,SLC2A4,MDP1,CTSZ,PRKCA,ARL3,GNAQ,QPRT,MPST,GALNT4,GNAZ,LGALS1,TPM4,PTGDS,CPVL,GOLM1,LANCL1,ACTB,SNX3,APCS,ST6GAL1,RSU1,ENPP4,MRGPRF,PCOLCE,WFDC2,COL6A2,SH3BGRL,CA4,FBLN1,RFTN1,DECR1,SPTAN1,SGSH,CHID1,SLPI,VPS36,CKAP4,GSTA1,AKR1B1,GALNT7,FBLN7,THSD7A,SAR1A,HPCAL1,ALCAM,SDK1,CLN5,LAMA2,SRI,PRELP,MGP,FCGBP,COL18A1,PCYOX1,PGK2,RAB19,CACNA2D1,IAH1,SH3BP4,UBA1,STK25,ABHD14B,CLDN5,MYO1C,CD248,ADIPOQ,ACE,PRPH,PTER,COL14A1,PRKACA,PODXL,GMPPA,DUSP3,S100A13,AGRN,CDH2,PCBD1,NCALD,RRAS,MAN1C1,TFF3,ECHDC1,PMM2,SNED1,TMED9,QDPR,COL5A3,GPC4,CD55,ENO2,NCAM1,COL6A1,PEPD,INSR,TP53I3,LTBP4,RARRES2,CFL2,DPYSL2,GUSB,IGFBP7,STXBP1,MUC5B,PSMB4,PTPRG,ISLR,LGALS3,LYVE1,PLS1,CTSA,MYO5C,CXCL12,GNAI2,PRKAR2A,IGFBP2,CFD,PBLD,RAB8B,COL6A3,ACTN1,SLC25A25,ISOC1,EPCAM,SEC11A,EHD2,CAPS,GALC,FSTL1,MAPK3,TST,PYGM,TSPAN8,HGD,HSPG2,MYH11,SSBP1,UGDH,GLB1,EPB41L2,CD81,CILP,PDGFRB,MYL6B,DDAH2,RAB3B,TGFBI,TIMP1,COPA,CRKL,OSBPL1A,CMBL,PGM1,NHLRC3,BST1,VPS13C,CNDP2,SUSD2,IMPDH2,C1GALT1C1,MYL12B,SND1,MYLK,OGFOD3,KRT18,REEP5,CRTAC1,MARCKSL1,HEXB,UACA,LAMA4,GMDS,CHMP6,SERPINF1,SFRP1,LGALS3BP,MYL6,CALR,RHOB,HNMT,FBN1,PDXP,AOC1,ANG,BPIFB1,ANXA5,GLIPR2,ERLIN2,IQGAP2,DPT,RAB23,UFM1,PDIA6,AIF1L,LAMA5,FBLN2,SPTBN1,SSR4,NME3,ITGA1,NID2,HEXA,CANT1,CPQ,DDAH1,TMED7,CPD,TMEM63A,PKD2,ANTXR1,GDA,LXN,FUT8,GNG12,TTC38,EXTL2,GNA11,PRKACB,COL15A1,HDHD2,SPARCL1,RRAS2,GANAB,APPL2,DES,LAMB2,HSPA12A,SLC26A2,GSTT2B,SERPINH1,MEST,VCL,FABP3,MAN2B2,C1QTNF5,STX7,ARL2,QSOX1,NEGR1,NAA16,TPM3,ANXA6,CANX,CRYZ,GNS,OMD,DAD1,HSP90B1,SERPINA5,AHCY,EPS8,ADIRF,GSTM2,CLIC6,ARL15,MUC16,ABCB11,ACADSB,HINT3,TIMP2,MFGE8,P4HB,SLC44A4,VPS25,TNXB,PTPN23,CDH11,ANXA4,COL1A2,NCL,GRHPR,CLIC4,NUCB2,MGST3,NID1,COLEC12,TIMP3,SNX9,ARF4,TMED4,IDUA,CSRP1,PROM1,LTBP3,FLNA,THY1,SRP14,PLLP,EFEMP2,PPIB,HYOU1,GNA13,CPNE2,ASPA,DPP4,PPP1R7,VAT1,SORL1,PXDN,COL12A1,MMRN2,KRT8,LMAN1,GGH,PEBP1,HAAO,MRAS,SLC9A3R2,ENTPD1,PI16,LUM,CRYM,GSR,PRDX3,ATP2B1,DCXR,PDIA3,MGAT5,ANPEP,AQP5,TGM2,GFPT1,ALDH6A1,VWA1,RAP1B,RNASET2,TMED10,ITGB1,IGF2,CKB,PLXDC2,UCHL1,TXNDC5,BGN,RAB1A,EMILIN1,SIAE,AKR1A1,SERPINB6,ECHS1,PGRMC1,MAOB,ANGPTL2,TLN1,ESD,PFAS,SUCLA2,EFEMP1,GPX3,GMPPB,PIGR,THSD4,PRKAG1,MYOF,CAPN5,MOGS,ITGB5,CYB5R3,VIM,SMS,MYADM,CLMP,ACO1,ARL6IP5,ACAT1,SEC13,FUCA1,STX2,DAG1,TPPP3,THBS4,CRK,DNM1,SLC25A1,TUBB3,AGA,GSN,KCTD12,RBL2,HID1,LTBP2,AEBP1,UTRN,VIL1,ENTPD2,PAM,MUC5AC,ALDH1A1,FKBP2,ALDH2,COL5A1,FBLN5,CLIC5,MFAP4,LAMB1,GALNS,LAMC1,GSTM3,CADM1,GALK1,APPL1,SNX18,MUC13	1.4169544357010278e-18	6.588838126009779e-16	1.6472095315024448e-16
4	extracellular region (GO:0005576)	142/474	NID2,TMSB4X,CD55,COL12A1,COL6A1,ELN,SOD3,OLFML1,LTBP4,RARRES2,TPSAB1,LTBP1,IGFBP7,LRPAP1,LUM,COL4A1,CNTN4,LAMC3,OLFML3,COL15A1,COL21A1,CST3,EPDR1,RNASET2,THBS3,CXCL12,IGF2,CTSK,LAMB2,COL3A1,OGN,COL4A2,IGFBP2,CFD,COL6A3,BGN,VCL,CALU,ACTN1,EMILIN1,IGFBP5,COL5A2,TLN1,FSTL1,COL11A1,FBN2,HSPG2,CCL21,MMP10,EFEMP1,PTGDS,PCCA,GPX3,OMD,ACAN,HSP90B1,SERPINA5,THBS2,SPATA20,APCS,NRP2,TGFBI,TIMP1,FGF2,CTSS,AGR2,VCAN,FMOD,WFDC2,COL6A2,MMP11,TIMP2,DCN,LOXL1,FBLN1,MFGE8,MFAP5,EMC10,P4HB,DAG1,PDZD11,THBS4,FGFR1,GPX7,COL16A1,LAMA2,AGR3,QSOX2,PRELP,COL1A2,GSN,MMP2,UACA,LAMA4,COL18A1,COL1A1,CPA3,PDGFRL,SERPINF1,SFRP1,NID1,TGFB2,COL28A1,TGFB3,SFRP4,CALR,CNPY4,MUC6,PLTP,ADIPOQ,ACE,COL14A1,LTBP3,FBN1,FLNA,AGRN,BPIFB1,EFEMP2,COL5A1,TFF3,GLIPR2,ITIH5,FBLN5,HYOU1,CLEC11A,MFAP4,LAMB1,ANTXR2,LAMC1,CTF1,FAM172A,COL5A3,CMA1,MFAP2,PTEN,LAMA5,FBLN2,TNC,EMILIN2,HABP4,GLB1L2,COL22A1	2.2343658938004944e-15	1.0389801406172299e-12	2.07796028123446e-13
5	collagen trimer (GO:0005581)	30/49	COLEC12,COL12A1,COL6A1,COL6A3,EMILIN1,COL3A1,ADIPOQ,C1QTNF5,COL6A2,COL14A1,C1QTNF7,COL5A2,DCN,LUM,COL4A1,COL11A1,COL5A1,TNXB,MSR1,COL21A1,COL16A1,COL15A1,COL1A2,COL5A3,COL1A1,COL18A1,EMILIN2,COL22A1,COL28A1,COL4A2	7.624725573454309e-13	3.5454973916562536e-10	5.909162319427089e-11
6	basement membrane (GO:0005604)	30/54	NID2,TIMP3,MMRN2,MATN2,COL28A1,TIMP2,FBN1,FBLN1,TGFBI,COL4A1,COL5A1,DAG1,LAMC3,EFEMP2,THBS4,LAMA2,LAMB1,LAMC1,VWA1,ACAN,CST3,THBS2,LAMA4,LAMA5,COL18A1,TNC,ITGB1,NID1,TIMP1,LAMB2	2.5007437581524078e-11	1.1628458475408697e-08	1.6612083536298137e-09
7	vacuolar lumen (GO:0005775)	29/54	GPC4,HEXA,VCAN,SDC2,FMOD,TXNDC5,BGN,IDUA,DCN,SGSH,GALC,GUSB,AGRN,LUM,HSPG2,CLN5,GNS,GALNS,ASAH1,OMD,ACAN,PRELP,GLB1,HEXB,CTSA,SDC3,CTSK,CTSS,OGN	1.6318713369520666e-10	7.58820171682711e-08	9.485252146033888e-09
8	cell-substrate junction (GO:0030055)	96/325	TSPAN9,ARHGEF7,LIMS2,FLNC,SNTB2,SLC9A3R2,ENG,TNS3,PTK7,ITGA11,PDIA3,RRAS2,TGM2,AKAP12,GJA1,CDH13,ITGB1,LIMS1,PRKAR2A,CAV1,VCL,ACTN1,LRP1,TLN1,DOCK7,MAPK3,ITGA8,NEXN,REXO2,TPM4,ANXA6,HSPG2,PARVA,LPP,FHL1,ACTB,HSP90B1,EPB41L2,TLN2,CD81,CAPN5,ITGA7,TRIOBP,TGFB1I1,L1CAM,FAP,PDGFRB,RSU1,ITGB5,VIM,ITGA5,GNA12,P4HB,TSPAN4,SORBS3,DAG1,FBLN7,EHD3,ALCAM,NRP1,PDLIM7,FHL3,PEAK1,CNN1,ARHGEF2,GSN,SORBS1,MRC2,CALR,RHOB,ADD1,CSRP1,FLNA,PPP1R12A,THY1,PGM5,CDH2,MCAM,SYNPO2,PALLD,PPIB,RRAS,ANXA5,SNTB1,HYOU1,GNA13,TNS1,CD99L2,FERMT2,DPP4,AIF1L,ILK,TNC,MPRIP,DMD,ITGA1	2.43943182311045e-10	1.1343357977463593e-07	1.2603731086070658e-08
9	lysosomal lumen (GO:0043202)	28/52	GPC4,HEXA,VCAN,SDC2,FMOD,TXNDC5,BGN,IDUA,DCN,SGSH,GALC,GUSB,AGRN,LUM,HSPG2,GNS,GALNS,ASAH1,OMD,ACAN,PRELP,GLB1,HEXB,CTSA,SDC3,CTSK,CTSS,OGN	3.117489636340092e-10	1.4496326808981428e-07	1.4496326808981427e-08
