	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	structural constituent of ribosome (GO:0003735)	83/135	RPL27,RPL32,RPL11,RPS23,MRPL41,RPL8,RPS7,RPS3A,MRPL2,RPL36AL,RPL34,RPS12,RPL37A,RPS24,RPL28,MRPS16,RPL4,RPS16,RPS29,RPL39,UBA52,RPL5,RPL23A,RPL3,MRPL14,RPL26L1,RPL7A,RPL35,RPS13,RPL13A,RPS4X,RPL36A,RPL26,RPS20,RPL38,RPSA,RPS6,RPL19,MRPS5,RPL10,RPL22,MRPL27,RPL17,RPS27,RPL12,RPL15,RPL24,RPL13,RPS17,RPS3,RPL9,RPLP0,RPL27A,RPL6,RPS8,RPS19,MRPL24,RPL7,RPL36,RPS15,MRPS6,RPL23,RPL29,RPL35A,MRPS33,RPL30,RPL37,MRPL18,RPL18A,MRPL35,RPS5,MRPL10,MRPL57,MRPL1,RPS21,RPS11,FAU,RPL21,RPS25,RPS9,MRPL3,RPL31,RPS18	2.962426901311118e-43	1.9966757314836933e-40	1.9966757314836933e-40
1	rRNA binding (GO:0019843)	14/30	RPS9,CIRBP,NOL12,RPL11,RPS18,RPS11,RPL37,MRPL18,RPL9,RPL5,RPS4X,RPL23A,MRPS6,RPL8	2.600817061282459e-06	0.0017529506993043773	0.0008764753496521886
2	mRNA binding (GO:0003729)	25/86	CPSF6,HNRNPAB,TARDBP,CIRBP,RPS3,RNPS1,HNRNPC,PURB,RPS5,RBMX,RBM4,LARP1,RPL35,RPS13,LUC7L,RBM25,KHSRP,LUC7L3,PARK7,TSN,LUC7L2,UPF3B,RPL7,SRSF1,HNRNPLL	1.5067130104400943e-05	0.010155245690366235	0.003385081896788745
3	structure-specific DNA binding (GO:0043566)	35/146	AKAP8,SP3,APEX1,ACTL6A,MBD3,HNRNPK,HNRNPDL,CGGBP1,HMGN4,HNRNPA1,TARDBP,HMGB1,CTCF,HNRNPC,PURB,CNBP,ALYREF,SMARCE1,HNRNPA2B1,FUBP1,PNKP,HDAC1,HSPD1,YY1,NFKB1,RBMS1,PARK7,RAD23B,SAFB,SMARCC2,SP1,WBP11,YBX1,TERF1,HMGN1	3.594860138072521e-05	0.02422935733060879	0.006057339332652198
4	NADH dehydrogenase (ubiquinone) activity (GO:0008137)	13/40	NDUFB5,NDUFS4,NDUFA2,NDUFAB1,NDUFS7,NDUFA4,NDUFS8,NDUFS6,NDUFB9,NDUFA3,NDUFA10,NDUFA5,NDUFA8	0.0005187925059123349	0.34966614898491377	0.05827769149748562
5	NADH dehydrogenase activity (GO:0003954)	13/40	NDUFB5,NDUFS4,NDUFA2,NDUFAB1,NDUFS7,NDUFA4,NDUFS8,NDUFS6,NDUFB9,NDUFA3,NDUFA10,NDUFA5,NDUFA8	0.0005187925059123349	0.34966614898491377	0.05827769149748562
6	NADH dehydrogenase (quinone) activity (GO:0050136)	13/40	NDUFB5,NDUFS4,NDUFA2,NDUFAB1,NDUFS7,NDUFA4,NDUFS8,NDUFS6,NDUFB9,NDUFA3,NDUFA10,NDUFA5,NDUFA8	0.0005187925059123349	0.34966614898491377	0.05827769149748562
7	pre-mRNA binding (GO:0036002)	6/11	DDX5,SRSF6,HNRNPA2B1,RBM4,RBM22,ZRSR2	0.0007876351697595919	0.5308661044179649	0.06635826305224561
8	snRNA binding (GO:0017069)	7/15	DDX39B,CCNT1,LSM2,SNRPA,LSM7,SNRPB2,RBM22	0.0009321713875225833	0.6282835151902212	0.06980927946558013
9	single-stranded DNA binding (GO:0003697)	15/54	CNBP,ALYREF,RAD23B,RBMS1,WBP11,HMGB1,YBX1,HNRNPK,HNRNPDL,HNRNPA2B1,FUBP1,PURB,HSPD1,HNRNPA1,PARK7	0.0012655383562394922	0.8529728521054177	0.08529728521054178
10	translation factor activity, nucleic acid binding (GO:0008135)	18/71	EEF1B2,EIF3J,EIF3F,EIF4B,GSPT1,TCEA1,EIF1AX,EIF3I,EIF3G,EIF3H,EEF1D,EEF1A1,EIF1B,EIF3C,EEF2,EIF2B5,EIF3B,EIF4E	0.0013897872518212197	0.9367166077275021	0.08515605524795473
11	protein serine/threonine phosphatase activity (GO:0004722)	11/35	PPP1CC,PPP2CA,PPP2CB,PPP5C,PPA2,PPM1G,PPP2R1A,MTMR3,PPP1CA,CYCS,TIMM50	0.001879657803205402	1.0	0.10557411328003674
12	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)	14/51	NDUFB5,NDUFS4,NDUFA2,NDUFAB1,NDUFS7,NDUFS8,NDUFA4,NDUFS6,NDUFB9,NDUFA3,CBR4,NDUFA10,NDUFA5,NDUFA8	0.0020580115599659176	1.0	0.10669998395515604
13	oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor (GO:0016681)	4/6	UQCRH,UQCRQ,UQCRC1,UQCR10	0.002513495821451204	1.0	0.11293974557720744
14	ubiquinol-cytochrome-c reductase activity (GO:0008121)	4/6	UQCRH,UQCRQ,UQCRC1,UQCR10	0.002513495821451204	1.0	0.11293974557720744
