	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	extracellular matrix organization (GO:0030198)	108/238	NID2,COL12A1,SDC2,NCAM1,COL6A1,ELN,LTBP4,TPSAB1,SH3PXD2B,LTBP1,LUM,COL4A1,ENG,LAMC3,ITGA11,COL15A1,COL21A1,VWA1,LGALS3,CST3,JAM3,ITGB1,CTSK,ECM2,LAMB2,COL4A2,COL3A1,SERPINH1,COL6A3,BGN,ACTN1,EMILIN1,PRKCA,ITGA9,COL5A2,ITGA8,COL11A1,FBN2,CRTAP,HSPG2,MMP10,EFEMP1,THSD4,MYH11,ACAN,ITGA7,TGFBI,TIMP1,FGF2,PDGFRA,CTSS,ITGB5,VCAN,FMOD,ITGA5,COL6A2,MMP11,TIMP2,LOXL1,DCN,FBLN1,MFAP5,ABI3BP,P4HB,DAG1,TNXB,COL16A1,LAMA2,COL1A2,MMP2,LAMA4,COL1A1,COL18A1,TGFB2,NID1,COL28A1,TGFB3,NF1,MUC5AC,SULF1,COL14A1,LTBP3,FBN1,MIA3,PXDN,AGRN,POSTN,COL5A1,EFEMP2,PPIB,FBLN5,DPT,MFAP4,LAMB1,RECK,LAMC1,CMA1,COL5A3,MFAP2,ILK,LAMA5,SDC3,TNC,FBLN2,COL22A1,CYP1B1,DMD,ITGA1	1.3559486687156167e-27	5.5621014390714595e-24	3.70806762604764e-24
1	extracellular structure organization (GO:0043062)	108/238	NID2,COL12A1,SDC2,NCAM1,COL6A1,ELN,LTBP4,TPSAB1,SH3PXD2B,LTBP1,LUM,COL4A1,ENG,LAMC3,ITGA11,COL15A1,COL21A1,VWA1,LGALS3,CST3,JAM3,ITGB1,CTSK,ECM2,LAMB2,COL4A2,COL3A1,SERPINH1,COL6A3,BGN,ACTN1,EMILIN1,PRKCA,ITGA9,COL5A2,ITGA8,COL11A1,FBN2,CRTAP,HSPG2,MMP10,EFEMP1,THSD4,MYH11,ACAN,ITGA7,TGFBI,TIMP1,FGF2,PDGFRA,CTSS,ITGB5,VCAN,FMOD,ITGA5,COL6A2,MMP11,TIMP2,LOXL1,DCN,FBLN1,MFAP5,ABI3BP,P4HB,DAG1,TNXB,COL16A1,LAMA2,COL1A2,MMP2,LAMA4,COL1A1,COL18A1,TGFB2,NID1,COL28A1,TGFB3,NF1,MUC5AC,SULF1,COL14A1,LTBP3,FBN1,MIA3,PXDN,AGRN,POSTN,COL5A1,EFEMP2,PPIB,FBLN5,DPT,MFAP4,LAMB1,RECK,LAMC1,CMA1,COL5A3,MFAP2,ILK,LAMA5,SDC3,TNC,FBLN2,COL22A1,CYP1B1,DMD,ITGA1	1.3559486687156167e-27	5.5621014390714595e-24	3.70806762604764e-24
2	glycosaminoglycan catabolic process (GO:0006027)	26/41	GPC4,HEXA,VCAN,SDC2,FMOD,BGN,IDUA,DCN,SGSH,GUSB,AGRN,FUCA1,LUM,HPSE2,HSPG2,GNS,GALNS,OMD,ACAN,LYVE1,PRELP,GLB1,HEXB,SDC3,FGF2,OGN	8.257084736152767e-12	3.387056158769865e-08	1.129018719589955e-08
3	aminoglycan catabolic process (GO:0006026)	27/44	GPC4,HEXA,VCAN,SDC2,FMOD,BGN,IDUA,DCN,SGSH,GUSB,AGRN,FUCA1,LUM,CHID1,HPSE2,HSPG2,GNS,GALNS,OMD,ACAN,LYVE1,PRELP,GLB1,HEXB,SDC3,FGF2,OGN	1.0082192429926704e-11	4.135715334755934e-08	1.0339288336889835e-08
4	glycosylation (GO:0070085)	55/146	SLC35C1,OSTC,MUC16,SEC23A,ARF4,LMAN1,SEC24A,CALR,MUC6,ALG6,SYVN1,ALG5,MUC5AC,POFUT2,COG6,C1GALT1C1,GMPPA,STT3B,SEC13,COG2,C1GALT1,FUT8,GALNT4,PGM3,SEC24D,B3GAT3,STT3A,GALNT7,PDIA3,MUC5B,MAGT1,MGAT5,SIRT1,MAN1C1,GMPPB,CANX,GALNT6,CLN5,GFPT1,DDOST,PMM2,ST6GALNAC1,SEC31A,DAD1,GANAB,PRKCSH,GALNT10,ST6GAL1,RPN2,MOGS,SEC24C,MLEC,SIRT3,MUC13,PARP16	1.1985952132070156e-10	4.916637564575178e-07	9.833275129150355e-08
5	extracellular matrix disassembly (GO:0022617)	38/83	COL12A1,COL6A1,COL6A3,ELN,COL6A2,MMP11,COL14A1,TIMP2,FBN1,TPSAB1,SH3PXD2B,COL5A2,DCN,COL4A2,COL4A1,ENG,COL11A1,FBN2,COL5A1,HSPG2,MMP10,COL15A1,COL16A1,LAMB1,LAMC1,ACAN,COL1A2,MMP2,CMA1,COL5A3,LAMA5,COL1A1,COL18A1,CTSK,NID1,TIMP1,CTSS,COL3A1	1.2438197847307468e-10	5.102148756965523e-07	8.503581261609205e-08
6	protein glycosylation (GO:0006486)	52/139	OSTC,MUC16,SEC23A,ARF4,LMAN1,SEC24A,CALR,MUC6,ALG6,SYVN1,ALG5,MUC5AC,POFUT2,C1GALT1C1,GMPPA,STT3B,SEC13,COG2,C1GALT1,FUT8,GALNT4,PGM3,SEC24D,B3GAT3,STT3A,GALNT7,PDIA3,MUC5B,MAGT1,MGAT5,SIRT1,MAN1C1,GMPPB,CANX,GALNT6,GFPT1,DDOST,PMM2,ST6GALNAC1,SEC31A,DAD1,GANAB,PRKCSH,GALNT10,ST6GAL1,RPN2,MOGS,SEC24C,MLEC,SIRT3,MUC13,PARP16	5.17875822053646e-10	2.124326622064056e-06	2.832435496085408e-07
7	macromolecule glycosylation (GO:0043413)	52/139	OSTC,MUC16,SEC23A,ARF4,LMAN1,SEC24A,CALR,MUC6,ALG6,SYVN1,ALG5,MUC5AC,POFUT2,C1GALT1C1,GMPPA,STT3B,SEC13,COG2,C1GALT1,FUT8,GALNT4,PGM3,SEC24D,B3GAT3,STT3A,GALNT7,PDIA3,MUC5B,MAGT1,MGAT5,SIRT1,MAN1C1,GMPPB,CANX,GALNT6,GFPT1,DDOST,PMM2,ST6GALNAC1,SEC31A,DAD1,GANAB,PRKCSH,GALNT10,ST6GAL1,RPN2,MOGS,SEC24C,MLEC,SIRT3,MUC13,PARP16	5.17875822053646e-10	2.124326622064056e-06	2.832435496085408e-07
8	collagen fibril organization (GO:0030199)	19/28	COL12A1,SERPINH1,NF1,COL3A1,MMP11,COL14A1,MIA3,COL5A2,LUM,COL11A1,COL5A1,TNXB,DPT,ACAN,COL1A2,COL5A3,COL1A1,TGFB2,CYP1B1	1.0237631908234787e-09	4.19947660875791e-06	4.666085120842122e-07
9	muscle organ development (GO:0007517)	25/45	UTRN,AEBP1,COL6A3,SGCD,EMD,SGCB,CENPF,MRAS,SMTN,CHKB,ITGA11,TCF12,LMNA,SIRT1,LAMA2,SRI,FHL3,FHL1,CTF1,ITGA7,STRA6,LAMA5,TAGLN,SGCE,DMD	1.1662908060174616e-09	4.784124886283628e-06	4.784124886283627e-07
10	sulfur compound catabolic process (GO:0044273)	20/31	HEXA,VCAN,SUOX,FMOD,BGN,IDUA,DCN,LUM,TST,GNS,GALNS,OMD,MLYCD,ACAN,PRELP,GLB1,AHCY,HEXB,PCYOX1,OGN	1.425752601267586e-09	5.8484371703996375e-06	5.316761063999671e-07
11	keratan sulfate catabolic process (GO:0042340)	11/11	ACAN,PRELP,GLB1,HEXA,HEXB,FMOD,LUM,OMD,GNS,GALNS,OGN	1.637575482071623e-09	6.717334627457797e-06	5.597778856214831e-07
12	muscle structure development (GO:0061061)	25/46	UTRN,AEBP1,COL6A3,SGCD,EMD,SGCB,CENPF,MRAS,SMTN,CHKB,ITGA11,TCF12,LMNA,SIRT1,LAMA2,SRI,FHL3,FHL1,CTF1,ITGA7,STRA6,LAMA5,TAGLN,SGCE,DMD	2.1705848667139797e-09	8.903739123260745e-06	6.849030094815957e-07
13	muscle contraction (GO:0006936)	34/76	ITGB5,UTRN,MYL6,SSPN,SLC8A1,VCL,CKMT2,DPYSL3,ASPH,EMD,SULF1,MYL12B,ROCK2,TLN1,SMTN,MYLK,TPM3,SORBS3,TPM4,TPM1,SNTB1,MYH11,LMOD1,GJA1,SORBS1,DES,MYOF,GNAO1,EDNRA,MYL6B,CALD1,ANK2,DMD,ITGA1	2.5051838012838015e-09	1.0276263952866154e-05	7.340188537761538e-07
14	aminoglycan metabolic process (GO:0006022)	36/85	SLC26A2,GPC4,HEXA,VCAN,SDC2,FMOD,BGN,IDUA,PAPSS2,DCN,SGSH,GUSB,CHID1,FUCA1,LUM,AGRN,B3GAT3,HSPG2,HPSE2,ITIH5,CHPF,MAMDC2,CHST14,GNS,UGDH,OMD,GALNS,ACAN,LYVE1,PRELP,GLB1,HEXB,SDC3,PDGFRB,FGF2,OGN	5.268727760864969e-09	2.1612321275068106e-05	1.4408214183378736e-06
15	muscle system process (GO:0003012)	38/93	ITGB5,UTRN,MYL6,PDE5A,SSPN,SLC8A1,CKMT2,VCL,DPYSL3,ASPH,HDAC4,EMD,ITGA1,SULF1,MYL12B,ROCK2,PRKG1,TLN1,SMTN,TPM3,MYLK,SORBS3,TPM4,TPM1,SNTB1,MYH11,LMOD1,GJA1,SORBS1,DES,MYOF,GNAO1,EDNRA,MYL6B,CALD1,ANK2,DMD,GSTM2	6.652830954275826e-09	2.7289912574439436e-05	1.7056195359024647e-06
16	glycosaminoglycan metabolic process (GO:0030203)	35/82	SLC26A2,GPC4,HEXA,VCAN,SDC2,FMOD,BGN,IDUA,PAPSS2,DCN,SGSH,GUSB,AGRN,FUCA1,LUM,B3GAT3,HSPG2,HPSE2,ITIH5,CHPF,MAMDC2,CHST14,GNS,UGDH,OMD,GALNS,ACAN,LYVE1,PRELP,GLB1,HEXB,SDC3,PDGFRB,FGF2,OGN	6.720080665770014e-09	2.7565770890988598e-05	1.621515934764035e-06
17	collagen metabolic process (GO:0032963)	27/56	COL12A1,PEPD,COL6A1,MRC2,SERPINH1,COL6A3,COL3A1,TRAM2,COL6A2,MMP11,COL14A1,COL5A2,COL4A1,COL11A1,COL5A1,MMP10,TNXB,COL15A1,COL16A1,COL1A2,MMP2,COL5A3,COL1A1,COL18A1,CTSK,CTSS,COL4A2	1.5286785292587654e-08	6.270639327019456e-05	3.4836885150108083e-06
18	protein N-linked glycosylation via asparagine (GO:0018279)	33/77	OSTC,SEC23A,LMAN1,SEC24A,CALR,ALG6,SYVN1,ALG5,GMPPA,STT3B,SEC13,FUT8,PGM3,SEC24D,STT3A,PDIA3,MAGT1,MGAT5,MAN1C1,GMPPB,CANX,GFPT1,DDOST,PMM2,SEC31A,DAD1,GANAB,PRKCSH,ST6GAL1,RPN2,MOGS,SEC24C,MLEC	1.605175347665484e-08	6.584429276123815e-05	3.4654890926967447e-06
