	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	type I interferon signaling pathway (GO:0060337)	27/41	IFITM3,MX2,OASL,HLA-G,IRF5,IRF6,IRF7,STAT1,STAT2,MX1,OAS3,HLA-C,OAS1,PSMB8,GBP2,HLA-E,IFI35,IFIT3,USP18,HLA-F,IFIT1,RNASEL,XAF1,ADAR,OAS2,ISG15,ISG20	1.488898105256618e-14	5.90794768165826e-11	3.9386317877721735e-11
1	cellular response to type I interferon (GO:0071357)	27/41	IFITM3,MX2,OASL,HLA-G,IRF5,IRF6,IRF7,STAT1,STAT2,MX1,OAS3,HLA-C,OAS1,PSMB8,GBP2,HLA-E,IFI35,IFIT3,USP18,HLA-F,IFIT1,RNASEL,XAF1,ADAR,OAS2,ISG15,ISG20	1.488898105256618e-14	5.90794768165826e-11	3.9386317877721735e-11
2	response to type I interferon (GO:0034340)	27/42	IFITM3,MX2,OASL,HLA-G,IRF5,IRF6,IRF7,STAT1,STAT2,MX1,OAS3,HLA-C,OAS1,PSMB8,GBP2,HLA-E,IFI35,IFIT3,USP18,HLA-F,IFIT1,RNASEL,XAF1,ADAR,OAS2,ISG15,ISG20	3.635404895168985e-14	1.4425286624030533e-10	4.8084288746768444e-11
3	cytokine-mediated signaling pathway (GO:0019221)	59/176	IFITM3,DUOX1,UBE2L6,MX2,OASL,HLA-G,NUP35,IRF5,GBP1,POM121,IRF6,B2M,IL1RAP,UBC,EIF4A1,IRF7,UBE2E1,TRAF2,RPS6KA4,FLNB,STAT1,KPNA1,STAT2,TRADD,MX1,UBA7,CD74,PLP2,RIPK1,OAS3,KPNA4,IFNGR1,CXCL10,RPS6KA5,PSMB8,HLA-C,EIF4G1,NUP153,OAS1,GBP2,HLA-E,PML,IFI35,IFIT3,USP18,ZC3H15,HLA-F,IFIT1,RNASEL,XAF1,TXNDC17,NEDD4,ADAR,DUOX2,HERC5,OAS2,ISG15,OSMR,ISG20	6.95230320562507e-12	2.7586739119920278e-08	6.8966847799800695e-09
4	response to virus (GO:0009615)	53/152	IFITM3,CXADR,MX2,HSPB1,OASL,IRF5,GBP1,IFIH1,EIF2AK2,ENO1,SLC20A2,DDX60,FAM111A,IRF7,IKBKB,ZC3HAV1,TRIM22,STAT1,STAT2,SERPINB3,MX1,IFI44,DDX3X,OAS3,APOBEC3B,HSPA1A,IFNGR1,CXCL10,OAS1,PML,RSAD2,DDX58,IFIT3,TRIM25,DHX36,SLC1A5,IKBKG,IFIT1,IFI44L,ABCF3,ITGA2,RNASEL,APOBEC3A,ABCE1,TRIM5,IFI16,ADAR,DHX58,DUOX2,HERC5,OAS2,ISG15,ISG20	1.5130320303438145e-11	6.003711096404255e-08	1.2007422192808512e-08
5	epidermis development (GO:0008544)	27/55	ALDH3A2,S100A7,SPRR3,CASP14,TFAP2C,IGF1R,KDF1,BNC1,DSP,NSDHL,ELF3,KRT17,COL17A1,UGCG,KRT14,EVPL,SPRR1A,SPRR2D,CRABP2,SCEL,SPRR1B,KRT5,ATP2A2,EGFR,KRT16,FABP5,CELSR1	2.3793013868116373e-10	9.441067902868577e-07	1.5735113171447628e-07
6	DNA strand elongation involved in DNA replication (GO:0006271)	19/30	MCM6,MCM4,POLD2,RPA1,GINS4,RFC5,POLD1,MCM7,PRIM2,POLD3,MCM5,PRIM1,MCM3,POLA2,PCNA,MCM2,GINS2,RFC4,RFC2	3.5386594802742187e-10	1.40414008177281e-06	1.8721867756970798e-07
7	DNA strand elongation (GO:0022616)	19/30	MCM6,MCM4,POLD2,RPA1,GINS4,RFC5,POLD1,MCM7,PRIM2,POLD3,MCM5,PRIM1,MCM3,POLA2,PCNA,MCM2,GINS2,RFC4,RFC2	3.5386594802742187e-10	1.40414008177281e-06	1.8721867756970798e-07
8	epithelium development (GO:0060429)	38/101	ALDH3A2,S100A7,NOTCH1,SDC4,RBBP6,SPRR3,CASP14,TFAP2C,IGF1R,KDF1,BNC1,DSP,NSDHL,EPHA2,STAT1,ELF3,KRT17,COL17A1,UGCG,SMAD3,KRT14,EVPL,SPRR1A,SPRR2D,CRABP2,PLXNA2,SCEL,SPRR1B,KRT5,NCKAP1,JAG1,ATP2A2,EGFR,KRT16,CTNNB1,FABP5,SDC1,CELSR1	9.95133141317867e-10	3.948688304749296e-06	4.3874314497214405e-07
9	defense response to virus (GO:0051607)	35/91	IFITM3,CXADR,MX2,OASL,IRF5,GBP1,EIF2AK2,DDX60,FAM111A,ZC3HAV1,TRIM22,STAT1,STAT2,MX1,OAS3,APOBEC3B,CXCL10,OAS1,PML,RSAD2,IFIT3,TRIM25,IFIT1,IFI44L,ABCF3,RNASEL,APOBEC3A,IFI16,TRIM5,ADAR,DHX58,HERC5,OAS2,ISG15,ISG20	2.3014741041385715e-09	9.132249245221852e-06	9.132249245221851e-07
