	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	protein activation cascade (GO:0072376)	49/64	C3,IGLC7,F11,C7,C8A,F9,KNG1,C1R,CFHR5,C2,CFI,C8G,C5,GP1BB,F7,GP1BA,C1RL,C1S,FCN1,C9,C8B,C1QA,MASP1,MASP2,SERPING1,C4B,C4BPA,VWF,KLKB1,FCN3,FGA,C4BPB,IGLC3,F10,C6,IGHG2,KRT1,CFB,A2M,IGKV4-1,IGKC,CLU,F12,MBL2,C4A,IGHG4,CRP,IGHG1,F2	3.2163940765164094e-25	1.3975232262463798e-21	1.3975232262463798e-21
1	complement activation (GO:0006956)	36/47	C3,IGLC7,C7,C8A,C1R,CFHR5,C2,CFI,C8G,C5,C1RL,C1S,FCN1,C9,MASP1,C8B,C1QA,MASP2,SERPING1,C4B,C4BPA,FCN3,C4BPB,IGLC3,C6,IGHG2,KRT1,CFB,IGKV4-1,IGKC,CLU,MBL2,C4A,IGHG4,CRP,IGHG1	7.443915078714275e-19	3.2343811017013526e-15	1.6171905508506763e-15
2	complement activation, classical pathway (GO:0006958)	30/37	C3,IGLC7,C7,C8A,C1R,C2,CFI,C8G,C5,C1RL,C1S,C9,C8B,C1QA,MASP2,SERPING1,C4B,C4BPA,C4BPB,IGLC3,C6,IGHG2,IGKV4-1,IGKC,CLU,MBL2,C4A,IGHG4,CRP,IGHG1	3.6795233120160804e-17	1.598752879070987e-13	5.3291762635699563e-14
3	humoral immune response (GO:0006959)	43/75	BCL3,C3,IGLC7,C7,C8A,LTF,C1R,TRAF3IP2,CFHR5,C2,CFI,C8G,C5,C1RL,C1S,FCN1,C9,C8B,C1QA,MASP1,MASP2,SERPING1,C4B,C4BPA,FCN3,C4BPB,IGLC3,C6,IGHG2,KRT1,CFB,IGKV4-1,IGHA1,IGKC,CLU,MBL2,C4A,IGHM,IGHA2,RNASE3,IGHG4,CRP,IGHG1	6.087244099903476e-15	2.64490756140806e-11	6.61226890352015e-12
4	regulation of protein activation cascade (GO:2000257)	22/27	C3,C7,C8A,C2,CFI,C8G,C5,C9,MASP1,C8B,SERPING1,C4B,C4BPA,VTN,FGA,C4BPB,C6,PROS1,A2M,CFB,C4A,SERPINC1	5.598543754628199e-13	2.432567261385952e-09	4.865134522771905e-10
5	regulation of humoral immune response (GO:0002920)	22/29	C3,C7,C8A,C2,CFI,C8G,C5,C9,MASP1,C8B,SERPING1,C4B,C4BPA,VTN,PTPN6,C4BPB,C6,PROS1,A2M,CFB,C4A,HPX	7.564019953892043e-12	3.2865666699660925e-08	5.477611116610154e-09
6	regulation of complement activation (GO:0030449)	20/25	C3,C7,C8A,C2,CFI,C8G,C5,C9,MASP1,C8B,SERPING1,C4B,C4BPA,VTN,C4BPB,C6,PROS1,A2M,CFB,C4A	1.250956596615204e-11	5.435406412293061e-08	7.764866303275801e-09
7	regulation of immune effector process (GO:0002697)	62/161	C3,HLA-H,C7,C8A,HCK,RBP4,FES,C2,CFI,C8G,C5,SIN3A,PPP3CB,FYN,C9,C8B,PRKCZ,MASP1,BTK,SERPING1,TGFB1,LBP,LCK,C4BPA,C4B,PPM1B,TNFAIP3,IRF3,VTN,RC3H1,NLRX1,C4BPB,PTPN6,DOCK2,FGR,TLR2,C6,ITCH,PROS1,LYN,A2M,PRAM1,CFB,MAP3K7,ELMO1,AP2S1,STAT5B,PGLYRP2,MUL1,RIPK3,C4A,AP1S2,ARRB2,HPX,BIRC2,AP2M1,APOA2,SUPT6H,UNC13D,MALT1,APOA1,AZGP1	1.149198276388104e-10	4.993266510906312e-07	6.24158313863289e-08
8	regulation of acute inflammatory response (GO:0002673)	24/39	C3,C7,C8A,PTGS2,C2,CFI,C8G,C5,C9,MASP1,C8B,SERPING1,C4B,C4BPA,KLKB1,VTN,C4BPB,C6,PROS1,A2M,CFB,F12,C4A,ALOX5AP	8.51450849254432e-10	3.699553940010507e-06	4.110615488900563e-07
9	activation of immune response (GO:0002253)	83/266	PLCG2,GPLD1,C5,ARPC2,FCN1,UBE2D1,C5AR1,IGHG2,IGKV4-1,ELMO1,PGLYRP2,C8A,ZAP70,C1R,MYO1G,CFI,INPP5D,FYN,C8B,MASP1,MASP2,LBP,C4BPA,TNFAIP3,IRF3,MYO10,C4BPB,ITGAM,TLR2,MBL2,NLRC4,CRP,MNDA,C3,IGLC7,PIK3R1,C2,CFHR5,C8G,C1S,C9,TBK1,BTK,PIK3CA,GRB2,LCK,C4B,PTPN6,FGR,C6,CFB,RIPK3,C4A,PIK3R4,BIRC2,THEMIS2,IGHG1,CREB1,BAX,C7,HCK,TLR1,UBE2V1,SIN3A,C1RL,CD3D,C1QA,TAB1,SERPING1,CTSL,FCN3,PRKCB,ITCH,LYN,IGLC3,PRKCD,KRT1,NCKIPSD,MAP3K7,IGKC,CLU,MALT1,IGHG4	1.5941978150880187e-08	6.92678950655744e-05	6.926789506557441e-06
10	regulation of inflammatory response (GO:0050727)	49/131	ELANE,C3,APOE,C7,C8A,AGT,HCK,PSMA6,METRNL,TNFAIP8L2,PTGS2,C2,CFI,C8G,C5,C9,C8B,MASP1,CD47,SERPING1,LBP,PTPN2,C4BPA,C4B,KLKB1,TNFAIP3,VTN,APOD,NLRX1,C4BPB,LYN,TLR2,C6,PROS1,GPX1,PRKCD,A2M,CFB,KRT1,S100A12,STAT5B,PGLYRP2,F12,C4A,ALOX5AP,BIRC2,AHSG,SERPINC1,APOA1	3.130728730420335e-08	0.00013603016333676356	1.2366378485160324e-05
11	regulation of response to wounding (GO:1903034)	63/192	SERPINF2,ELANE,C3,ALOX12,DMTN,APOE,F11,C7,C8A,AGT,HCK,KNG1,PSMA6,METRNL,TNFAIP8L2,PTGS2,C2,CPB2,CFI,F7,C5,C8G,GP1BA,PLEK,C8B,MASP1,C9,CD47,SERPING1,LBP,PTPN2,C4BPA,C4B,KLKB1,HRG,TNFAIP3,VTN,APOD,NLRX1,FGA,C4BPB,PROC,PLG,LYN,TLR2,C6,PROS1,GPX1,PRKCD,A2M,CFB,KRT1,S100A12,STAT5B,PGLYRP2,F12,C4A,ALOX5AP,BIRC2,AHSG,SERPINC1,APOA1,F2	1.168625652316796e-07	0.0005077678459316479	4.2313987160970656e-05
12	platelet degranulation (GO:0002576)	29/64	ITGA2B,SERPINF2,F13A1,KNG1,ALB,PECAM1,PPBP,ITGB3,PF4,SOD1,PLEK,SERPING1,SERPINA1,SRGN,TF,TGFB1,FGB,VWF,HRG,FGA,FGG,PLG,LYN,PROS1,A2M,CLU,MMRN1,APOA1,F5	1.8704081557436923e-07	0.0008126923436706343	6.251479566697188e-05
13	blood coagulation, intrinsic pathway (GO:0007597)	12/15	F12,GP1BB,VWF,KLKB1,F11,GP1BA,F9,F10,KNG1,A2M,F2,SERPING1	1.9941768294031507e-07	0.000866469832375669	6.189070231254779e-05
14	plasma lipoprotein particle remodeling (GO:0034369)	11/13	APOC2,MPO,APOA4,APOB,APOE,AGT,APOC3,APOA2,APOM,APOA1,APOC1	2.3580127139962407e-07	0.0010245565242313667	6.403478276446042e-05
15	protein-lipid complex remodeling (GO:0034368)	11/13	APOC2,MPO,APOA4,APOB,APOE,AGT,APOC3,APOA2,APOM,APOA1,APOC1	2.3580127139962407e-07	0.0010245565242313667	6.403478276446042e-05
16	macromolecular complex remodeling (GO:0034367)	11/13	APOC2,MPO,APOA4,APOB,APOE,AGT,APOC3,APOA2,APOM,APOA1,APOC1	2.3580127139962407e-07	0.0010245565242313667	6.403478276446042e-05
17	acute inflammatory response (GO:0002526)	20/38	SERPINF2,ELANE,B4GALT1,TSC2,VNN1,SERPINA1,LBP,ORM2,ITIH4,STAT5B,F12,MBL2,SERPINA3,ORM1,APOA2,AHSG,CRP,F2,SAA4,VCAM1	7.813389642496257e-07	0.003394917799664624	0.00018860654442581245
18	negative regulation of hemostasis (GO:1900047)	19/35	SERPINF2,ALOX12,F11,APOE,KNG1,CPB2,GP1BA,SERPING1,KLKB1,HRG,VTN,FGA,PROC,PLG,PROS1,PRKCD,KRT1,F12,F2	7.888709509636364e-07	0.0034276442819370003	0.0001757766298429231
19	negative regulation of blood coagulation (GO:0030195)	19/35	SERPINF2,ALOX12,F11,APOE,KNG1,CPB2,GP1BA,SERPING1,KLKB1,HRG,VTN,FGA,PROC,PLG,PROS1,PRKCD,KRT1,F12,F2	7.888709509636364e-07	0.0034276442819370003	0.0001757766298429231
