	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	extracellular matrix structural constituent (GO:0005201)	32/41	COL12A1,BGN,EMILIN1,MUC6,COL3A1,ELN,MUC5AC,COL14A1,FBN1,COL5A2,FBLN1,LUM,COL4A1,MFAP5,COL11A1,FBN2,COL5A1,EFEMP2,COL15A1,LAMB1,LAMC1,ACAN,PRELP,COL1A2,MGP,COL5A3,LAMA4,COL1A1,FBLN2,EMILIN2,COL4A2,PXDN	1.7843428591017398e-18	1.5595156588549206e-15	1.5595156588549206e-15
1	calcium ion binding (GO:0005509)	100/319	NID2,CLGN,CANT1,EFHD1,PKD2,LTBP4,LTBP1,SPARCL1,CAPN13,EPDR1,PLS1,CDH13,THBS3,SDF4,CALU,SLC25A12,ACTN1,SLC25A25,LRP1,EHD2,CAPS,FKBP7,FSTL1,EML1,FBN2,TPM4,ANXA6,MMP10,PLCB4,EFEMP1,CANX,DTNB,DCHS1,ACAN,HSP90B1,THBS2,CDH5,HPGDS,CETN2,APCS,SGCE,MYL6B,VCAN,ASPH,CALM3,MMP11,SLC25A24,MYL12B,FBLN1,ITSN1,SPTAN1,DAG1,PLCL2,THBS4,FBLN7,EHD3,ASPN,HPCAL1,SRI,CDH11,ANXA4,AOC3,CRTAC1,FKBP10,GSN,MGP,PRKCSH,NUCB2,ENPP1,EPS15L1,LTBP2,NID1,UTRN,MYL6,CD93,CCDC47,VIL1,MATN2,CALR,CD248,PAM,SULF1,LTBP3,FBN1,RCN3,S100A13,AGRN,AOC1,CDH2,NCALD,EFEMP2,MAN1C1,ANXA5,FBLN5,SNED1,RGN,AIF1L,FBLN2,RCN1,DMD	2.0906167110621678e-12	1.8271990054683346e-09	9.135995027341673e-10
2	collagen binding (GO:0005518)	23/41	NID2,SERPINH1,MRC2,PCOLCE,ITGA9,COL14A1,ANTXR1,PODN,DCN,LUM,ABI3BP,ITGA11,PPIB,NID1,ASPN,TNXB,COL5A3,ITGB1,CTSK,TGFBI,ECM2,CTSS,ITGA1	4.207022189763267e-09	3.6769373938530955e-06	1.2256457979510318e-06
3	integrin binding (GO:0005178)	30/68	ITGB5,UTRN,ITGA5,ACTN1,CALR,TIMP2,LTBP4,MFGE8,THY1,TLN1,TSPAN4,COL5A1,THBS4,TNXB,FBLN5,COL16A1,LAMB1,S1PR2,ITGA7,JAM3,L1CAM,FAP,ILK,LAMA5,ITGB1,TGFBI,ECM2,LAMB2,COL3A1,ITGA1	3.226124626154672e-08	2.8196329232591835e-05	7.049082308147959e-06
4	glycosaminoglycan binding (GO:0005539)	37/96	VCAN,PCOLCE,BGN,DPYSL3,SOD3,LTBP4,DCN,LXN,SFRP1,FSTL1,LRPAP1,AGRN,ENG,AOC1,ABI3BP,ANG,PTN,POSTN,COL5A1,THBS4,FBLN7,FGFR1,AAMP,TNXB,NRP1,ECM2,MAMDC2,SERPINA5,LYVE1,ACAN,THBS2,PRELP,COL5A3,THBS3,NRP2,LTBP2,FGF2	6.628481479031898e-08	5.7932928126738794e-05	1.1586585625347758e-05
5	actin binding (GO:0003779)	74/257	UTRN,TMSB4X,DBN1,MYH10,VIL1,VCL,PPP1R9B,MYO1C,ACTN1,EMD,SYNE1,ADD1,ACE,PICK1,ANTXR1,VILL,MAP1S,PAWR,FLNC,FLNA,CLMN,CFL2,SYNE3,HIP1,SNTB2,TLN1,TPM3,SMTN,MYLK,SPTAN1,NEXN,OPHN1,ANG,TMOD1,TMSB10,DAG1,SYNPO2,TPM4,NCALD,PALLD,MPRIP,TPM1,IQGAP2,PARVA,SNTB1,CAP2,TNS1,TMOD2,MYH11,FHL3,LMOD1,CNN1,EPB41L2,TLN2,INPPL1,ABLIM3,GSN,MARCKSL1,PLS1,GAS7,TRIOBP,SORBS1,EPS8,MYO5C,EPB41L3,FMN1,AIF1L,NF2,ITGB1,ADD3,TAGLN,SPTBN1,CALD1,DMD	9.517830879262742e-08	8.318584188475636e-05	1.386430698079273e-05
6	platelet-derived growth factor binding (GO:0048407)	8/8	COL5A1,COL1A2,COL6A1,COL1A1,PDGFRB,COL4A1,PDGFRA,COL3A1	4.107703954206096e-07	0.00035901332559761277	5.128761794251611e-05
7	sulfur compound binding (GO:1901681)	38/118	GPC4,PCOLCE,DPYSL3,LTBP2,SOD3,LXN,CD34,AGRN,FSTL1,LRPAP1,AOC1,ABI3BP,ANG,PTN,POSTN,COL5A1,THBS4,HPSE2,FBLN7,FGFR1,AAMP,TNXB,PCCA,NRP1,ECM2,LANCL1,ALDH6A1,SERPINA5,PRELP,THBS2,GSTM3,COL5A3,ENPP1,THBS3,NRP2,SFRP1,FGF2,GSTM2	7.945440221688666e-06	0.0069443147537558945	0.0008680393442194868
8	structural constituent of muscle (GO:0008307)	12/20	SYNM,DAG1,TPM4,DMD,MYL6,TPM1,SMTN,ASPH,MYL6B,NEXN,MYH11,SORBS2	9.276997678567113e-06	0.008108095971067656	0.0009008995523408507
9	extracellular matrix binding (GO:0050840)	17/37	ITGA9,SSC5D,LGALS1,DAG1,LGALS3,NID1,ITGA7,DCN,BGN,FBLN2,ITGB1,AGRN,TGFBI,CD248,ELN,CTSS,COL11A1	1.6415414662403245e-05	0.014347072414940437	0.0014347072414940436
