	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	Ribosome_Homo sapiens_hsa03010	82/121	RSL24D1,RPL27,RPL32,RPL11,RPS23,RPL8,RPS7,RPS3A,MRPL2,RPL36AL,RPL34,RPS12,RPL37A,RPS24,RPL28,MRPS16,RPL4,RPS16,RPS29,RPL39,UBA52,RPL5,RPL23A,RPL3,MRPL14,RPL26L1,RPL7A,RPL35,RPS13,RPL13A,RPS10,RPS4X,RPL36A,RPL26,RPS20,RPL38,RPSA,RPS6,RPL19,MRPS5,RPL10,RPL22,MRPL27,RPL17,RPS27,RPL12,RPL15,RPL24,RPL13,RPS17,RPS3,RPL9,RPLP0,RPL27A,RPL6,RPS8,RPS19,MRPL24,RPL7,RPL36,RPS15,MRPS6,RPL23,RPL29,RPL35A,RPL30,RPL37,MRPL18,RPL18A,MRPL35,RPS5,MRPL10,MRPL1,RPS21,RPS11,FAU,RPL21,RPS25,RPS9,MRPL3,RPL31,RPS18	1.1962168057208264e-47	2.9307311740160246e-45	2.9307311740160246e-45
1	Spliceosome_Homo sapiens_hsa03040	63/117	BUD31,SRSF7,SRSF6,ZMAT2,HNRNPK,SNRNP40,LSM7,HNRNPU,SNRPF,HNRNPA1,LSM6,PHF5A,PUF60,U2AF1,PRPF38B,PRPF4,DDX39B,SRSF4,SF3B5,SF3B2,LSM2,SNRPG,HNRNPC,SRSF1,LSM4,RBMXL1,SNRPD1,RBMX,CTNNBL1,LSM3,HNRNPA3,CHERP,SNRNP70,ALYREF,U2AF2,ACIN1,SF3A3,THOC3,SNRPA,RBM25,SNRPD2,SRSF9,HNRNPM,PRPF31,SRSF3,HSPA6,PPIL1,DDX5,SF3B6,SF3A2,NCBP2,CWC15,WBP11,SRSF2,SRSF5,SF3B1,SNRPB2,SNW1,ISY1,BCAS2,RBM22,RBM17,SNRPA1	2.200940974212628e-28	5.392305386820939e-26	2.6961526934104696e-26
2	Parkinson's disease_Homo sapiens_hsa05012	34/87	COX4I1,NDUFS7,CYC1,SDHD,UBE2J2,NDUFB9,GNAI3,NDUFB11,NDUFA5,GNAI1,SLC25A4,UQCRH,NDUFA10,COX6A1,NDUFB5,SDHC,UQCR10,COX6B1,UQCRC2,CYCS,UQCRB,PARK7,NDUFS4,NDUFAB1,NDUFA2,NDUFA4,NDUFS8,NDUFS6,NDUFA3,CASP3,UQCRQ,UQCRC1,UBE2L3,NDUFA8	8.223777872163608e-11	2.014825578680084e-08	6.7160852622669465e-09
3	Huntington's disease_Homo sapiens_hsa05016	40/120	COX4I1,NDUFS7,CYC1,SDHD,NDUFB9,NDUFB11,NDUFA5,SLC25A4,DNAH5,UQCRH,CLTCL1,TFAM,POLR2H,NDUFA10,CLTA,COX6A1,NDUFB5,SDHC,UQCR10,COX6B1,UQCRC2,CYCS,HDAC1,UQCRB,NDUFS4,NDUFAB1,NDUFA2,NDUFA4,NDUFS8,DCTN1,POLR2I,NDUFS6,SP1,NDUFA3,DCTN2,CASP3,UQCRC1,CLTB,UQCRQ,NDUFA8	5.404007517267793e-10	1.3239818417306093e-07	3.309954604326523e-08
4	Oxidative phosphorylation_Homo sapiens_hsa00190	30/78	COX4I1,NDUFS7,CYC1,SDHD,NDUFB9,NDUFB11,NDUFA5,UQCRH,ATP6V1G1,NDUFA10,COX6A1,NDUFB5,SDHC,LHPP,UQCR10,COX6B1,UQCRC2,PPA2,UQCRB,NDUFS4,NDUFAB1,NDUFA2,NDUFA4,NDUFS8,NDUFS6,COX17,NDUFA3,UQCRQ,UQCRC1,NDUFA8	1.6845847374763849e-09	4.1272326068171427e-07	8.254465213634285e-08
5	Alzheimer's disease_Homo sapiens_hsa05010	33/108	COX4I1,MAPK1,NDUFS7,CYC1,SDHD,NDUFB9,NDUFB11,APH1A,NDUFA5,UQCRH,NDUFA10,COX6A1,FADD,NDUFB5,SDHC,UQCR10,COX6B1,UQCRC2,CYCS,UQCRB,NDUFS4,NDUFAB1,NDUFA2,NDUFA4,NDUFS8,NDUFS6,BAD,NDUFA8,NDUFA3,CASP3,UQCRQ,UQCRC1,GSK3B	1.8771860083679665e-07	4.599105720501518e-05	7.665176200835862e-06
6	Non-alcoholic fatty liver disease (NAFLD)_Homo sapiens_hsa04932	31/101	COX4I1,NDUFS7,CYC1,SDHD,NDUFB9,NDUFB11,NDUFA5,CDC42,UQCRH,NDUFA10,COX6A1,NDUFB5,SDHC,UQCR10,COX6B1,UQCRC2,CYCS,UQCRB,NFKB1,NDUFS4,NDUFAB1,NDUFA2,NDUFA4,NDUFS8,NDUFS6,NDUFA8,NDUFA3,CASP3,UQCRQ,UQCRC1,GSK3B	3.9400073049607e-07	9.653017897153715e-05	1.379002556736245e-05
7	mRNA surveillance pathway_Homo sapiens_hsa03015	24/71	CPSF6,RNGTT,NXT1,GSPT1,WDR82,SAP18,DDX39B,PPP2CA,PPP2R1A,RNPS1,CPSF4,ALYREF,CASC3,PPP2CB,ACIN1,WDR33,PNN,PPP1CA,NCBP2,PPP1CC,PELO,CSTF2,UPF3B,DAZAP1	1.1727094507680145e-06	0.00028731381543816353	3.591422692977044e-05
8	RNA transport_Homo sapiens_hsa03013	32/130	SNUPN,NXT1,EIF4B,NUP85,SAP18,EIF3C,DDX39B,EIF1AX,RPP25,EIF3H,RNPS1,EIF2B5,PHAX,PAIP1,EIF3J,CASC3,ALYREF,ACIN1,PNN,EIF3I,THOC3,RAE1,EEF1A1,EIF1B,EIF3B,EIF4E,NCBP2,EIF3F,UPF3B,FXR2,EIF3G,UBE2I	4.4229823438652265e-05	0.010836306742469805	0.001204034082496645
9	Cardiac muscle contraction_Homo sapiens_hsa04260	12/30	COX4I1,UQCRH,CYC1,UQCR10,TPM2,COX6B1,UQCRC2,UQCRQ,UQCRC1,COX6A1,UQCRB,MYH7	8.955241192416928e-05	0.021940340921421473	0.0021940340921421473
