	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	Hypertrophic cardiomyopathy (HCM)_Homo sapiens_hsa05410	27/44	ITGB5,CACNA2D1,TGFB3,SLC8A1,SGCD,ITGA5,EMD,SGCB,ACE,ITGA9,TPM3,ITGA8,DAG1,TPM4,ITGA11,LMNA,TPM1,LAMA2,PRKAA1,ACTB,PRKAG1,DES,ITGA7,ITGB1,TGFB2,DMD,ITGA1	1.0082192429926704e-11	2.7020275712203567e-09	2.7020275712203567e-09
1	Focal adhesion_Homo sapiens_hsa04510	55/139	ITGB5,CAV1,COL6A1,COL6A3,VCL,ACTN1,ITGA5,COL6A2,PRKCA,ITGA9,FLNC,MYL12B,ROCK2,FLNA,PPP1R12A,BCL2,PPP1R12B,TLN1,PPP1R12C,MYLK,MAPK3,ITGA8,COL4A1,LAMC3,ITGA11,THBS4,CRKL,CRK,TNXB,PARVA,LAMA2,LAMB1,LAMC1,RAP1B,CAV2,ACTB,THBS2,TLN2,COL1A2,AKT3,ITGA7,DOCK1,LAMA4,PTEN,ILK,THBS3,COL1A1,LAMA5,ITGB1,PDGFRB,TNC,PDGFRA,LAMB2,COL4A2,ITGA1	1.2659027371036502e-11	3.3926193354377827e-09	1.6963096677188914e-09
2	Dilated cardiomyopathy_Homo sapiens_hsa05414	26/44	ITGB5,CACNA2D1,TGFB3,SLC8A1,SGCD,ITGA5,EMD,SGCB,ITGA9,PRKACA,TPM3,ITGA8,DAG1,TPM4,ITGA11,PRKACB,LMNA,TPM1,LAMA2,ACTB,DES,ITGA7,ITGB1,TGFB2,DMD,ITGA1	8.210563102248774e-11	2.2004309114026714e-08	7.334769704675571e-09
3	ECM-receptor interaction_Homo sapiens_hsa04512	30/58	ITGB5,COL6A1,COL6A3,ITGA5,COL6A2,ITGA9,AGRN,ITGA8,COL4A1,DAG1,LAMC3,ITGA11,THBS4,HSPG2,TNXB,LAMA2,LAMB1,LAMC1,THBS2,COL1A2,ITGA7,LAMA4,LAMA5,COL1A1,TNC,THBS3,ITGB1,LAMB2,COL4A2,ITGA1	2.691895031514984e-10	7.214278684460157e-08	1.8035696711150392e-08
4	Arrhythmogenic right ventricular cardiomyopathy (ARVC)_Homo sapiens_hsa05412	23/41	ITGB5,CACNA2D1,SLC8A1,SGCD,ITGA5,ACTN1,EMD,SGCB,ITGA9,ITGA8,CDH2,DAG1,ITGA11,LMNA,PKP2,LAMA2,ACTB,GJA1,DES,ITGA7,ITGB1,DMD,ITGA1	4.207022189763267e-09	1.1274819468565557e-06	2.2549638937131114e-07
5	Protein digestion and absorption_Homo sapiens_hsa04974	22/39	COL12A1,COL6A1,COL6A3,SLC8A1,COL3A1,ELN,COL6A2,COL14A1,COL5A2,COL4A1,COL11A1,COL5A1,COL15A1,COL21A1,DPP4,COL1A2,COL5A3,COL1A1,COL18A1,CPA3,COL22A1,COL4A2	7.980836885552064e-09	2.1388642853279533e-06	3.5647738088799223e-07
6	Vascular smooth muscle contraction_Homo sapiens_hsa04270	25/60	MYL6,CALM3,PPP1R14A,PRKCA,GNA12,PRKACA,ROCK2,GNAQ,PPP1R12A,PRKG1,PPP1R12B,MYLK,PPP1R12C,MAPK3,PRKACB,PLCB4,GNA11,GNA13,MYH11,GUCY1A2,NPR2,EDNRA,MYL6B,CALD1,ITPR1	1.665578967265897e-06	0.0004463751632272604	6.37678804610372e-05
7	Protein processing in endoplasmic reticulum_Homo sapiens_hsa04141	42/129	SSR3,PDIA4,DNAJC1,TXNDC5,SEC23A,LMAN1,SEC24A,CALR,SYVN1,ERLEC1,BCL2,STT3B,SEC13,CKAP4,P4HB,SEC24D,SEC61A1,STT3A,SEC62,PDIA3,MAN1C1,SEC23B,SAR1A,CANX,HYOU1,DDOST,SEC31A,DAD1,HSP90B1,WFS1,RRBP1,BAG2,GANAB,PRKCSH,DNAJC10,HERPUD1,PDIA6,TRAM1,RPN2,MOGS,SEC24C,SSR4	1.947906039047121e-06	0.0005220388184646284	6.525485230807855e-05
8	Glycosaminoglycan degradation_Homo sapiens_hsa00531	9/13	GLB1,HEXA,HPSE2,HEXB,SGSH,GUSB,IDUA,GNS,GALNS	2.521116566651735e-05	0.0067565923986266496	0.0007507324887362943
9	cGMP-PKG signaling pathway_Homo sapiens_hsa04022	27/85	PDE2A,PDE5A,INSR,SLC8A1,ADRA2A,PDE3A,CALM3,NFATC4,ATP2B3,GNA12,ROCK2,PRKG1,GNAQ,PPP1R12A,MYLK,MAPK3,IRS1,ATP2B1,GNA11,PLCB4,GNA13,GUCY1A2,NPR2,AKT3,EDNRA,GNAI2,ITPR1	0.00020507170682632634	0.05495921742945546	0.005495921742945546
