	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	cornified envelope (GO:0001533)	10/13	DSP,ANXA1,EVPL,SPRR1A,SPRR2D,TGM1,CSTA,SCEL,SPRR1B,IVL	3.94265832029078e-07	0.00018924759937395745	0.00018924759937395745
1	cytosol (GO:0005829)	302/1826	CBR3,PSME4,DAPP1,CDKN1A,ITPKC,HSPB1,IRF5,IFIH1,HPGD,BLVRA,CASP7,TNKS1BP1,BCAR1,EPB41L1,BCAP31,ALOX15B,BAIAP2L1,BNIPL,SNX33,IRF7,IKBKB,CHMP4A,JUP,TP63,HSPA4L,TACSTD2,HSPH1,KPNA1,ATP6V1F,RPS6KA1,HSPA14,CAST,KNTC1,NR3C1,EHHADH,FERMT1,CLIP1,CENPH,DNAJB2,KPNA4,PGD,STRADA,CASP8,PIP4K2A,YWHAG,NDC80,CSNK1A1,RRM2,BCR,RAB38,CDKN2A,EIF2B2,VPS4B,PSMB3,IFI35,CTNNA1,LDHA,USP18,TXNIP,ARHGEF16,IFIT1,IKBKG,MAP2K1,CTNNBIP1,SPTBN2,DNAJB6,GIPC1,SMG8,NCK1,BAIAP2,DNAJB1,LRRK2,EIF2S2,PRMT3,ABI1,NDE1,ISG15,RAP2B,UPP1,SHC1,CTNNB1,STX17,DGKA,NFKBIE,RPS26,UMPS,TJP2,S100A9,FKBP4,SRP72,RAN,STARD5,RPS28,TYMP,PFKFB3,VAV3,RRM1,EIF2AK2,ABCD1,PGM2,SMC2,ACOT7,DHCR24,S100A16,CLINT1,PKMYT1,HSPA2,PMVK,CSNK1D,DSG3,KEAP1,PSME2,GLUL,PSMB9,TRAF2,EXOSC9,STRAP,PEX19,SMG7,S100A8,CDK2,TRADD,MX1,NAMPT,METAP1,PRKCI,AURKB,FDPS,KIF2C,CASP10,ARAP2,PSMD10,GEMIN8,WIPF2,JUN,PGAM1,EIF2B1,EIF4G1,BNIP2,SERPINB8,GBP2,NUDT1,GSTP1,MINK1,XIAP,NCAPD2,BAG3,TUBA4A,KIF4A,XAF1,STK24,RANGAP1,CUL2,CAB39,EXOSC6,GART,CARM1,KIF11,TXNDC17,UBE2C,PKM,SRP68,LARP4B,CTNND1,BAK1,SULT2B1,MCM3AP,MOV10,STXBP2,RAP2C,PLA2G4E,SFN,ACACA,XRN1,NOTCH1,UBE2L6,LYPLA1,DNAJA1,GMPS,GBP1,EEF2K,IRF6,NCK2,SRC,TK1,PAK2,AJUBA,ENO1,MAD2L1,NT5C3A,NUF2,ZWILCH,TNK1,UBE2A,OPLAH,NOTCH3,YWHAZ,UBE2E1,SHARPIN,FLNB,ALDOA,CAPN1,ZFP36L1,STAT1,STAT2,ARPC1A,MKNK1,UBA7,MVD,RIPK1,OAS3,IMPA2,SMAD3,PPAT,EIF5B,KRT14,PSMD9,PATL1,ETF1,PSMB8,PRDX1,DLG1,DHPS,PC,PABPC1,TRIM25,ADI1,DHX36,PLCB3,MTMR1,KRT5,CHM,UCK2,NEDD4,RAB14,AHNAK,PDCD10,CCNE2,ANXA8,HERC5,CSNK1E,HK2,CHMP5,TXN,POLR2E,COMT,CBR1,BCL10,AKR1B10,PARD3,PSMA4,MX2,OASL,S100A7,CCNB1,NAPRT,EIF2S1,LYPLAL1,UBC,EIF2S3,EIF4A1,CDK1,DPYD,CARHSP1,SMC4,MAPK13,MCM7,INCENP,HOMER3,GAPVD1,TARBP2,REL,ZBP1,EGLN1,CDK4,PRPS1,GYS1,CDC20,HSPA1A,FAM83G,NCAPG,DNAJB4,OAS1,GCLM,PML,PAICS,DDX58,IFIT3,PPIA,CHAF1B,PRKCH,SLBP,NCKAP1,EIF5,RNASEL,IFI16,LRRFIP1,CASP1,OAS2,MVK,CENPL,OSBPL3	2.2860330056471074e-05	0.010972958427106116	0.005486479213553058
2	MCM complex (GO:0042555)	7/9	MCM5,MCM6,MCM2,MCM7,MCM4,MCM3,TONSL	2.3295705340217456e-05	0.01118193856330438	0.003727312854434793
3	keratin filament (GO:0045095)	9/16	KRT5,KRT14,KRT4,KRT80,CASP14,KRT16,KRT78,KRT6A,KRT6B	7.03113207727186e-05	0.03374943397090493	0.008437358492726232
4	cell-cell adherens junction (GO:0005913)	14/36	PARD3,NDRG1,DSP,SHROOM2,CAMSAP3,JUP,TGM1,CDH3,CTNND1,CDH1,CTNNA1,ITGA6,CTNNB1,DSC2	0.0001358728660196808	0.06521897568944678	0.013043795137889355
5	membrane raft (GO:0045121)	30/116	FURIN,SLC2A1,CXADR,SDC4,HPSE,SRC,BSG,IGF1R,TRAF2,TRADD,PROM2,ATP1B3,STOM,RIPK1,CASP8,ATP1A1,PSEN1,EFNB1,SCARB1,CD36,DLG1,PRNP,MAL2,LRRK2,AHNAK,GPC1,EGFR,RAP2B,S100A10,BCL10	0.00027822441610837436	0.1335477197320197	0.02225795328866995
6	cell-cell junction (GO:0005911)	45/201	PKP1,LIN7C,CNKSR1,TWF1,TJP2,NDRG1,IQGAP1,SLC2A1,CAMSAP3,CXADR,SHROOM2,KRT80,AJUBA,CD2AP,CDH1,DSC2,DSC3,DSP,F11R,JUP,FRMD6,MARVELD3,CDK4,COL17A1,MYO1E,PANX1,FAT1,YBX3,TGM1,PARD3,DLG1,MPP7,DDX58,CTNNA1,PRKCH,IQGAP3,NCK1,CDH3,CLDN1,AHNAK,MICALL2,CTNND1,PKP3,ITGA6,CTNNB1	0.000377229165412385	0.1810699993979448	0.02586714277113497
7	desmosome (GO:0030057)	8/16	DSC3,PKP1,DSP,JUP,KRT80,PKP3,CTNNB1,DSC2	0.000523486019693594	0.2512732894529251	0.03140916118161564
8	nuclear chromosome part (GO:0044454)	43/194	HAT1,POLE2,EZH2,CCNB1,ING2,TNKS1BP1,POLE,HSPA2,POLD2,UBE2A,ASF1B,NASP,ARID1A,RPA1,TP63,SETDB1,POLD1,SMARCAD1,MBD2,INCENP,POLD3,STAT1,TONSL,AURKB,SMAD3,RXRA,JUN,NDC80,CHRAC1,PRDX1,EED,MCM3,HUS1,CHAF1B,POLA2,WBP2,PCNA,ACTR8,TIPIN,MCM2,UHRF1,MTA2,CHAF1A	0.0006295510376136903	0.3021844980545713	0.03357605533939681
9	germ cell nucleus (GO:0043073)	6/10	TRIP13,RPA1,MARCKS,COIL,TOPBP1,HSPA2	0.0007924791033253381	0.3803899695961623	0.038038996959616225
