	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	ribosomal subunit (GO:0044391)	77/121	RPL27,RPL32,RPL11,RPS23,MRPL41,RPL8,RPS7,RPS3A,RPL34,FXR2,RPS12,RPL37A,RPS24,RPL28,MRPS16,RPL4,RPS16,RPS29,RPL39,UBA52,RPL5,RPL23A,RPL3,RPL26L1,RPL7A,RPL35,RPS13,RPL13A,RPS10,RPS4X,RPL36A,RPL26,RPS20,RPL38,RPSA,RPS6,RPL19,RPL10,RPL22,MRPL27,RPL17,RPS27,RPL12,RPL15,RPL24,RPL13,RPS17,RPS3,RPL9,RPLP0,RPL27A,RPL6,RPS8,RPS19,RPL7,RPL36,RPS15,MRPS6,RPL23,RPL29,RPL35A,MRPS33,RPL30,RPL37,RPL18A,RPS5,MRPL10,MRPL1,RPS21,RPS11,FAU,RPL21,RPS25,RPS9,MRPL3,RPL31,RPS18	9.53743642612934e-42	4.167859718218522e-39	4.167859718218522e-39
1	ribosome (GO:0005840)	77/141	APEX1,MRPL54,MTG2,RPL27,RPL32,RPL11,RPS23,RPL8,RPS7,SF1,RPS3A,MRPL2,RPL36AL,COL11A2,RPL37A,RPS24,RPL28,MRPS16,RPL4,RPS16,UBA52,RPL5,RPL23A,MRPL48,RPL3,MRPL14,RPL7A,RPL35,RPS13,RPL13A,RPS10,RPS4X,RPL36A,MRPS34,RPS20,MRPL53,RPL38,RPS6,RPL19,MRPS5,RPL10,RPL22,MRPL27,RPS27,RPL15,RPL24,RPL13,RPS17,RPS3,RPL9,RPLP0,RPL27A,RPL6,RPS19,RPS8,MRPL24,RPL36,RPS15,REPIN1,RPL23,RPL29,RPL35A,RPL30,RPL37,MRPL18,RPL18A,MRPL35,MRPL57,RPS21,RPS11,FAU,RPL21,RPS25,RPS9,MRPL3,RPL31,RPS18	4.474233514912566e-35	1.9552400460167915e-32	9.776200230083958e-33
2	cytosolic large ribosomal subunit (GO:0022625)	42/47	RPL28,RPL19,RPL10,RPL23,RPL4,RPL22,RPL17,RPL12,RPL15,RPL27,RPL39,RPL24,RPL29,RPL13,RPL35A,RPL32,RPL30,RPL11,UBA52,RPL37,RPL18A,RPL9,RPL5,RPL23A,RPL3,RPL8,RPL7A,RPL35,RPL13A,RPLP0,RPL36A,RPL26,RPL27A,RPL21,RPL6,RPL34,RPL38,RPL31,RPL7,FXR2,RPL36,RPL37A	7.700422858298162e-34	3.3650847890762968e-31	1.1216949296920988e-31
3	large ribosomal subunit (GO:0015934)	48/65	RPL28,RPL19,RPL10,RPL23,RPL4,RPL22,MRPL27,RPL17,RPL12,RPL15,RPL27,RPL39,RPL24,RPL29,RPL13,RPL35A,RPL32,RPL30,RPL11,UBA52,RPL37,RPL18A,RPL9,MRPL41,RPL5,RPL23A,MRPL10,RPL3,RPL8,RPL26L1,RPL7A,RPL35,MRPL1,RPL13A,RPLP0,RPL36A,RPL26,RPL27A,RPL21,RPL6,RPL34,MRPL3,RPL38,RPL31,RPL7,FXR2,RPL36,RPL37A	5.218844154088505e-31	2.280634895336677e-28	5.701587238341693e-29
4	cytosolic part (GO:0044445)	76/162	RPL28,RPL19,RPL10,RPL23,RPL4,RPL22,RPL17,RPS27,RPL12,CIAO1,RPS16,RPS29,RPL15,BLOC1S5,RPL27,RPL39,RPL24,RPL13,RPL29,REPIN1,SNAPIN,RPL35A,RPL32,RPS17,RPL30,RPS3,RPL11,RPS23,UBA52,RPL37,RPL18A,RPL9,RPL5,DNAJA3,RPL23A,RPS5,RPL8,FADD,RPL3,RPS7,RPS3A,RPL7A,RPL35,RPS13,RPL13A,AHR,RPS10,RPS21,RPS11,RPS4X,RPLP0,RPL36A,RPL26,FAU,RPL27A,RPL21,RPL6,RPS19,RPL34,RPS20,RPS8,RPL38,RPS25,RPS9,RPL31,RPS18,RPL7,FXR2,RPL36,BLOC1S3,RPS15,RPL37A,RPS12,RPSA,RPS6,RPS24	7.790597517406107e-29	3.404491115106469e-26	6.808982230212936e-27
5	spliceosomal complex (GO:0005681)	61/135	SRRM2,HNRNPK,SNRNP40,HNRNPDL,LSM7,HNRNPU,SNRPF,HNRNPA1,LSM6,HNRNPH3,PHF5A,ZRSR2,U2AF1,PRPF38B,PRPF4,DDX39B,WBP4,SF3B5,SF3B2,LSM2,SNRPG,HNRNPC,SRSF1,LSM4,SNRPD1,RBMX,CTNNBL1,SF1,LSM3,HNRNPA3,SNRNP70,ALYREF,U2AF2,SF3A3,PNN,HNRNPA2B1,SNRPA,RBM25,SNRPD2,HNRNPF,HNRNPM,API5,PRPF31,PPIL1,DDX5,SF3B6,SF3A2,ZCRB1,CWC15,ZNF326,SRSF2,SF3B1,YBX1,SNRPB2,SNW1,SREK1,ISY1,BCAS2,RBM22,RBM17,SNRPA1	2.9109518106568657e-22	1.2720859412570502e-19	2.1201432354284172e-20
6	cytosolic small ribosomal subunit (GO:0022627)	26/37	RPS27,RPS16,RPS29,RPS17,RPS3,RPS23,RPS5,RPS7,RPS3A,RPS13,RPS21,RPS10,RPS11,RPS4X,FAU,RPS25,RPS8,RPS9,RPS20,RPS19,RPS18,RPS15,RPS12,RPSA,RPS6,RPS24	1.8796149303562394e-16	8.213917245656766e-14	1.173416749379538e-14
7	nucleolus (GO:0005730)	222/1156	LITAF,APEX1,SRSF7,MBNL1,RCHY1,PWP1,HNRNPK,ZRANB2,CGGBP1,MYH7,RBBP9,ATF1,HNRNPH3,HTATSF1,ZMYND11,DNTTIP1,BUB1,BUB3,ZNF146,RPL11,SF3B2,RPS23,ATRX,TIMM13,PACSIN2,HNRNPC,PCBP2,RBM4,ATF2,NOP58,SF1,RPS7,RPS3A,FAHD1,PRKRIP1,SMARCE1,RBM10,AHR,RBM25,HADH,HNRNPM,HDAC1,SAP30L,DDX5,PPP1CC,RPL34,WBP11,POLR2I,RECQL5,CSTF2,SREK1,ARGLU1,RPS24,BCLAF1,ANO2,CPSF6,SRSF6,RPL4,TCOF1,ZNF22,PPM1G,HNRNPDL,REXO4,HP1BP3,TXN2,NOLC1,ZBTB11,ATXN2,CCNT1,WBP4,SNAPIN,DUT,GABPA,UTP3,CCDC86,NPM1,QRICH1,CUEDC2,RPL5,ILF3,DGCR8,AKAP8L,RPL3,LARP1,TBCA,MDH2,RPL35,RPS13,ACIN1,PNN,HDGF,RPS10,MPHOSPH8,SNRPA,SAE1,NOP16,GAR1,NFRKB,MLLT1,PSME3,SRSF5,XPO6,SMAD4,CABIN1,DAZAP1,NOP56,ZC3H18,RBM22,RPS6,RAD1,SNRPA1,SRRM2,RPL19,THRAP3,SAFB2,SARNP,PTGES3,ZNF330,VCP,PCIF1,SAP18,NOP2,SPR,NONO,RPL13,PRPF4,TCEA1,CTCF,CD2BP2,EEF1D,NHP2,RPL9,PHC3,CTNNBL1,NDUFB5,SNRNP70,LHPP,DKC1,HNRNPD,TAF15,SLTM,MAPKAPK5,RBM39,CACYBP,SRSF9,KHSRP,FBL,RBM14,FUS,NFKB1,MATR3,RAD23B,SMARCC2,AIP,RPS19,SF3B1,RNASEH2B,SNRPB2,SNW1,RSL1D1,RPL36,DPF2,TLE1,PPIG,TMUB1,RBM17,MAPK1,ADRM1,AKAP8,RPL23,SNRNP40,ILF2,CTSB,UBE2Z,STAT6,HNRNPA1,U2AF1,MRTO4,TARDBP,SRSF4,PSMB2,DDX1,POLR3E,KHDRBS1,ZNF428,PDS5B,EDF1,MTMR3,MAX,TFE3,PHAX,U2AF2,KAT6A,CCNH,SF3A3,MRPL1,SLC25A22,MORF4L2,SRP19,HMG20B,FUBP1,SCO2,RAE1,SHQ1,EEF1A1,PNKP,API5,PLSCR1,LUC7L3,ANP32B,CIAPIN1,GATAD2A,NCBP2,SAFB,RPL21,RPS25,PPP5C,SP1,RPS9,TERF1,ZCCHC7,PXN	1.0757772467202559e-14	4.701146568167518e-12	5.876433210209398e-13
8	small ribosomal subunit (GO:0015935)	29/57	RPS27,MRPS6,RPS16,RPS29,MRPS33,RPS17,RPS3,RPS23,RPS5,RPS7,RPS3A,RPS13,RPS21,RPS10,RPS11,RPS4X,FAU,RPS25,RPS8,RPS9,RPS20,RPS19,RPS18,RPS15,RPS12,RPSA,RPS6,RPS24,MRPS16	6.90271044362788e-13	3.016484463865384e-10	3.3516494042948707e-11
9	catalytic step 2 spliceosome (GO:0071013)	33/75	SRRM2,HNRNPK,SNRNP40,HNRNPU,SNRPF,HNRNPA1,HNRNPF,U2AF1,SF3B2,LSM2,SNRPG,HNRNPC,SNRPD1,RBMX,LSM3,HNRNPA3,ALYREF,SF3A3,PNN,HNRNPA2B1,SNRPD2,HNRNPM,PPIL1,DDX5,SF3A2,CWC15,SF3B1,SNRPB2,SNW1,ISY1,SRSF1,RBM22,SNRPA1	3.2151881813243506e-12	1.4050372352387412e-09	1.4050372352387413e-10
