Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
GSTM1	270.3029816764352	2.654096201270441e-58	2.5447474377780987e-55	70.83220867923632	2.8316738033265225e-15	2.5904438704608593e-13	387.27480117344	1.2630257842711126e-83	1.8266961485658206e-80	242.80333050970384	3	5.383051986132391e-151	5.7867808850923205e-148
THBS1	140.41507365731172	3.0758251689703943e-30	9.513229587125203e-28	151.3416264785073	1.3531450228562928e-32	4.074657950076013e-30	157.4722198375998	6.4360006880034835e-34	2.5060796525133557e-31	149.74297332447293	3	4.1913793454325117e-91	2.608582145249445e-88
PPBP	164.87882543983525	1.6223738439437196e-35	6.763182789448863e-33	90.68838010626212	1.5584627244101174e-19	2.252602021862384e-17	129.29566130574617	7.671083616708196e-28	2.3533954707743567e-25	128.28762228394783	3	2.3192191231571827e-77	9.141588710444565e-75
DUSP27				283.5512538857216	3.60916720772914e-61	2.6083451410258495e-58				283.5512538857216	1	3.609167207729038e-61	1.016152434080854e-58
CD9	131.49008127565435	2.581928360443555e-28	6.188882279983201e-26				163.22833008163508	3.6846219502070816e-35	1.621874461908543e-32	147.3592056786447	2	1.1074620428753771e-60	2.976304240227577e-58
ITGB3	94.37463138870233	2.5159828910067907e-20	3.5475358763195746e-18	51.18883271496332	4.459255449616882e-11	2.4982200879365275e-09	148.8241713401485	4.725066424585111e-32	1.771724906759247e-29	98.12921181460472	3	4.04469089086358e-58	9.964264538429547e-56
ITGA2B	80.9906158345557	1.8816331977139338e-17	1.879281156216792e-15	69.22962750094831	6.240309187574476e-15	5.499843231536678e-13	102.04754461230698	5.638888774878205e-22	1.037965635579399e-19	84.08926264927032	3	3.3123391874610438e-49	6.217208078051878e-47
NCR1	135.89721029769805	2.897358745970857e-29	7.937107330391023e-27	61.68363647255751	2.567263925770972e-13	1.836991721935328e-11	39.69444414127935	1.2368598604886089e-08	4.83473715350837e-07	79.0917636371783	3	4.823389370095732e-46	8.14808275734029e-44
SIRT1	148.07776541521653	6.845584180858891e-32	2.3441236116455374e-29	5.194586218715351	0.1580906531412401	0.5738428680320152	69.96990512321356	4.332143521818221e-15	3.7168322893972593e-13	74.41408558571516	3	4.352475177366586e-43	6.354076416340725e-41
GAL3ST4	2.978813581476619	0.3949032531118394	0.8640648997800812	209.74331977384188	3.30869644464593e-45	1.8393807081120104e-42	10.486435474799316	0.0148531960154023	0.1191551160538298	74.40285627670595	3	4.424092831808538e-43	6.379865577577557e-41
