Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
CLC	382.2217869451836	1.569723373685844e-82	2.5084179511499782e-79	377.1231220231023	1.9956448157479371e-81	2.4037541805683907e-78	402.38879475832704	6.72545583449236e-87	1.3617702973680133e-83	387.244567908871	3	2.2078803927425698e-244	4.3513642740301476e-241
PRRC2B	406.9478233892932	6.921108531569781e-88	1.327191772013821e-84	291.34438407793084	7.430144753953444e-63	5.966406237424616e-60	168.10810503305484	3.2589969681583814e-36	1.499731150256157e-33	288.8001041667596	3	1.0711328616817093e-180	1.2666146089386212e-177
PRG2	89.17987583625978	3.2862454190035604e-19	3.9884203895450804e-17	117.71434824985818	2.396913222837759e-25	5.094850547484849e-23	90.63501058749932	1.6001487859711492e-19	2.314272329881701e-17	99.17641155787244	3	8.724104934781605e-59	2.242663931604185e-56
HLA-DRB3	128.8247580904953	9.690177770578634e-28	2.212129153912094e-25				139.4036798259565	5.082006920056888e-30	1.7741461399536525e-27	134.11421895822588	2	5.191951954008e-55	1.1583930538895209e-52
SRGN	95.1234511246488	1.7369390562279912e-20	2.4856375628528322e-18	72.80818177614967	1.0685158818278883e-15	1.0435357132392093e-13	101.78541191811676	6.420473527927666e-22	1.1607298927989232e-19	89.90568160630507	3	6.791276628277267e-53	1.3846007953341153e-50
CD74	97.84138525943676	4.524672286683081e-21	6.99718675559958e-19	80.10017922586786	2.9211086703327103e-17	3.3509289461102373e-15	60.06081756837533	5.704968737883824e-13	3.824973741876546e-11	79.33412735122666	3	3.389047227180262e-46	5.808041081363275e-44
SGSM1	86.40210546877564	1.297673259032179e-18	1.499047133445847e-16	77.71938010256801	9.465415696578352e-17	1.0059788123407611e-14	72.95736659387421	9.927014800720065e-16	8.81588577565701e-14	79.02628405507262	3	5.305914613470142e-46	8.836963423138652e-44
EPX	69.33250791291945	5.931703565799982e-15	4.5137439514992244e-13	86.1941774871659	1.4381522614401157e-18	1.8559868559692347e-16	79.18804084279648	4.5834164776443204e-17	5.099176749414407e-15	78.2382420809606	3	1.6711705785119078e-45	2.7446655681810147e-43
PHGDH	52.28841699335833	2.5997820815531288e-11	1.354712532496272e-09	92.85958937997673	5.3241882171734737e-20	8.186788988406958e-18	71.72668321712494	1.8216381111964213e-15	1.5898503653234977e-13	72.29156319682	3	9.502869407993248e-42	1.2916256407990824e-39
HLA-A	72.28909528430755	1.3803418073868465e-15	1.1121611133802589e-13	76.58850846599884	1.6542531034561063e-16	1.7326503157503308e-14	58.23066205572986	1.4033410678236053e-12	8.935487402922127e-11	69.03608860201207	3	1.0696382219374788e-39	1.345582124937307e-37
AKAP12	58.32327280079066	1.340870610580947e-12	7.887280622239336e-11	36.319206844263846	6.410495517020804e-08	2.40044824360152e-06	85.91173822047932	1.6536328016493522e-18	2.262348443770005e-16	60.18473928851128	3	3.881526617167206e-34	3.956814848965708e-32
B2M	51.69344539400809	3.481279339715974e-11	1.7945433499568147e-09	53.28512296978907	1.5938889149927107e-11	9.519863792274643e-10	75.38983483188866	2.989179589142249e-16	2.9381023456772946e-14	60.12280106522861	3	4.244281858919109e-34	4.2896267505742276e-32
TPM4	52.8491377276952	1.9742889977558867e-11	1.040081478597991e-09	50.90443553386571	5.1268834094537645e-11	2.8501528000094123e-09	75.9809195555817	2.232812915734113e-16	2.3066324447849152e-14	59.9114976057142	3	5.7565849380195095e-34	5.768781092549211e-32
OSM	54.59951466768347	8.358855941791208e-12	4.6326422410343404e-10	26.9511237888576	6.027906603147545e-06	0.0001555845750748	94.18087005421266	2.769142574901921e-20	4.380437410672976e-18	58.57716950358457	3	3.940554067646855e-33	3.850996020654881e-31
MDN1	41.696436158614574	4.65358749072216e-09	1.806420925548343e-07	80.44053654324972	2.4690999472101464e-17	2.878094406207698e-15	1.0514306655727128	0.7888099156798986	1.0	41.062801122479	3	2.9695845152660532e-22	1.7557668446510535e-20
CARNS1	74.33870071502123	5.021486898870095e-16	4.298751463068436e-14				29.84740666607084	1.4859097106043687e-06	4.0115599760423005e-05	52.09305369054604	2	3.353309892904397e-20	1.7702182805176114e-18
UGP2	33.47504839615796	2.556954535310987e-07	7.566691384123995e-06	32.08818464891828	5.014224447386628e-07	1.6699447042056755e-05	38.09091649220007	2.7039361840786867e-08	9.990748148763731e-07	34.551383179092106	3	2.8630863673998002e-18	1.3990081113430844e-16
ATOH8	86.26391301657232	1.3894203802193499e-18	1.549042163435247e-16				7.808106734243771	0.0501485874347799	0.2916164843134476	47.03600987540804	2	4.3133280352380956e-18	2.0649839682870638e-16
GMFG	34.424903729097764	1.6114265643997808e-07	4.967960739377845e-06	23.391301149752827	3.346655014399716e-05	0.0007176936435924	44.78854784951528	1.0261358101314747e-09	4.700723503063823e-08	34.20158424278862	3	4.672498598387105e-18	2.2279151583035286e-16
CST7	42.72393639150107	2.816572344802164e-09	1.139463951137686e-07	30.54902924183888	1.0577363749753132e-06	3.239093551672283e-05	29.08721272224263	2.146893542041622e-06	5.6454935635401e-05	34.12005945186086	3	5.237247075887014e-18	2.487166533026664e-16
PSMB8	47.20596049442734	3.1420885840894005e-10	1.4210540256721306e-08	24.42535188939484	2.035921930645946e-05	0.0004569443413906	29.09145624204357	2.142489671503838e-06	5.648584748516889e-05	33.57425620862191	3	1.1236906714255449e-17	5.210840074355713e-16
C19orf10	30.87039115751715	9.051732134029092e-07	2.3908542066410725e-05	30.95786985301534	8.67589033424969e-07	2.714314261715261e-05	37.73680609853373	3.2133775336960155e-08	1.149548909934221e-06	33.18835570302207	3	1.9267581070664877e-17	8.830974657388066e-16
PGM1	26.85322067473465	6.319587406852544e-06	0.0001389729450846	29.376525778137182	1.8663896524383137e-06	5.417027316534817e-05	42.49546184832433	3.149345610017847e-09	1.3567648917370502e-07	32.90840276706539	3	2.8483362381528334e-17	1.2855563364945516e-15
DPP4	38.56242809158695	2.1485768976333453e-08	7.331158467796625e-07	5.112726156841735	0.1637264462584605	0.5848991730647032	54.89338393266114	7.235343190496896e-12	4.283661664362022e-10	32.85617939369661	3	3.0637125335635106e-17	1.3775057303950008e-15
CKAP4	29.38567383984652	1.8581435491881749e-06	4.627501389510706e-05	27.442390550775084	4.75500511545862e-06	0.0001254175984285	33.284965800565736	2.8043391525658374e-07	8.76269431499276e-06	30.037676730395777	3	1.5452298242182383e-15	6.257651599787899e-14
MAGEB1	43.10462983243731	2.338280736818907e-09	9.54018540622114e-08				38.010793892089616	2.8116413626976442e-08	1.031342650577933e-06	40.55771186226346	2	2.1015232221766567e-15	8.36717579199965e-14
PSMB10	14.890642128994552	0.001912528104732	0.0212976997307447	20.116409872691698	0.000160569315235	0.0029527593923751	54.247368373156746	9.937070609259808e-12	5.65184847461496e-10	29.751473458281	3	2.2973133764505803e-15	9.116017005546349e-14
SLC11A1							69.16510900628536	6.441978476080011e-15	5.48055378922975e-13	69.16510900628536	1	6.441978476080011e-15	2.4732595934950044e-13
CSRP1	35.39205598246924	1.0066867096633308e-07	3.1440104795609174e-06	20.007683164200674	0.000169121240318	0.0030864626358036	27.86143607460676	3.883574475875613e-06	9.75615582971829e-05	27.75372507375889	3	3.6267273129425574e-14	1.323643533195856e-12
TMEM206				74.44887481294673	4.755778322173099e-16	4.7736124908812486e-14	0.017641153112593	0.9993801137788572	1.0	37.23325798302966	2	4.9425506817999854e-14	1.7764638848718793e-12
CADPS	2.2741504299359394	0.5174910781085515	0.9423940089087924	68.9910240351539	7.019227184844191e-15	5.89859940289174e-13				35.63258723254492	2	2.2490167397692537e-13	7.533887520615135e-12
FOCAD	9.711255762503136	0.021186971412982	0.1478462022617699	49.77093700259322	8.938882478519619e-11	4.785281753500836e-09	14.651902133307544	0.0021396321854509	0.0250134367731014	24.711364966134635	3	2.3421127942051604e-12	7.425062678679899e-11
RAB37	21.993021677437827	6.544957430182687e-05	0.0011535487470696	2.7203269677937265	0.4367839843761071	0.8906991690423607	48.79791039408074	1.4402908719110254e-10	7.14779646432707e-09	24.5037530131041	3	3.1073576918623164e-12	9.695119975269628e-11
CCDC178	41.44294259371149	5.267064865630883e-09	1.996071855006676e-07	5.4800003016599845	0.1398397263068299	0.5367082857246205	25.359287568909533	1.2987352216447629e-05	0.0002877110587293	24.09407682142701	3	5.424676418730653e-12	1.6447897090125631e-10
41158	24.52491018304312	1.9407116276688164e-05	0.0003852493392564	10.2917427779197	0.0162422633289044	0.1315951088318301	37.091463305692685	4.40084790443604e-08	1.5363511787762228e-06	23.96937208888517	3	6.426158072684841e-12	1.92866292409894e-10
EGFR	9.28003257827642	0.0257903418298179	0.1699503762641197	3.0072704284746488	0.390505576967775	0.8617355128995756	58.78490873750766	1.068563170937868e-12	6.979440995209661e-11	23.690737248086247	3	9.380142155240458e-12	2.759208482231801e-10
LINC00336	53.79012057391216	1.2438698564407928e-11	6.700125945817034e-10							53.79012057391216	1	1.243869856440788e-11	3.649816638315712e-10
AKT1S1	61.86787843466215	2.344717353849175e-13	1.4987433325803928e-11	1.338460441309265	0.7200211515449884	0.9930520729419142	7.130606328017346	0.0678493822132162	0.3538934289163323	23.44564840132959	3	1.3077611039660936e-11	3.8183395196047056e-10
CRELD1	13.441846894611366	0.0037722945745842	0.0381929887868147	28.04141531049195	3.560058791271068e-06	9.636159132777531e-05	28.07645609401433	3.500272150663847e-06	8.881392294065361e-05	23.18657276637255	3	1.8574351243194908e-11	5.318201052076992e-10
ALOX5AP	33.083876164345384	3.092100955303611e-07	8.983958775591218e-06	14.396078012679856	0.0024127210683036	0.0296039646190675	21.6950435438107	7.54900307422648e-05	0.0013526744623622	23.05833257361198	3	2.2094151316559523e-11	6.280368733613374e-10
ASRGL1	27.78363558684924	4.032349225328364e-06	9.183411964952102e-05	24.793210630286254	1.705655565454075e-05	0.0003913261197313	14.94629725860624	0.001863121507893	0.0222957944987111	22.507714491913912	3	4.648948206804683e-11	1.3026969797503642e-09
PRSS57	29.588742483896542	1.6841722780684434e-06	4.2271842413927314e-05	12.260099551950589	0.0065432604794133	0.0648671378391227	24.91934257544576	1.605183027348395e-05	0.0003457632546569	22.256061537097636	3	6.527270577971642e-11	1.803387256647539e-09
TPM1	25.39017097801264	1.2795579188549462e-05	0.000261586382217	16.850483389039372	0.0007585849284484	0.0112342075366735	23.458689116203903	3.240074487949525e-05	0.0006406741038281	21.899781161085304	3	1.054556608388292e-10	2.834120885043535e-09
WWC3	48.69590014215957	1.514135099245671e-10	7.013298227810383e-09	0.3439192669982338	0.9515674463706202	1.0	16.132697320272307	0.0010651131991152	0.0138780000358343	21.72417224314337	3	1.3354300259014632e-10	3.548642709277484e-09
CEBPA	23.411960836214963	3.313613570773684e-05	0.0006205259163394				33.93589659702531	2.0438919223176026e-07	6.486633799856867e-06	28.67392871662014	2	1.5534025694935684e-10	4.054963660984866e-09
CELF2	17.431070827237207	0.0005761695596977	0.0076940302762982	23.267870861879253	3.5510136407572504e-05	0.0007592655497559	24.10546593418069	2.374498064413192e-05	0.0004836905111492	21.60146920776572	3	1.5747863486707624e-10	4.101728760579684e-09
FSD1							46.54525403873341	4.3426138560989606e-10	2.0738029565634847e-08	46.54525403873341	1	4.3426138560989327e-10	1.0949127686219592e-08
RNASE2	23.849678887312407	2.68516731723622e-05	0.0005108211158266	16.20555804331892	0.0010290813685687	0.014469204378689	22.25526679071849	5.772034568267615e-05	0.0010722216141126	20.770167907116605	3	4.79816442787955e-10	1.2071977523335251e-08
IGLL1	24.4091895061321	2.051811866545911e-05	0.0004039583609125	9.16518206345341	0.0271734373241395	0.1921550210778436	27.57609411611473	4.457625511775215e-06	0.0001114296313116	20.38348856190008	3	8.042231037651225e-10	1.9730162244860113e-08
DMRTA1							43.07361863656753	2.3740024366947604e-09	1.0359655460817997e-07	43.07361863656753	1	2.3740024366947604e-09	5.536997793671704e-08
ZFP92	42.67050371914206	2.891104818162966e-09	1.1647022267456523e-07							42.67050371914206	1	2.891104818162966e-09	6.664193854732374e-08
LIG4	49.930630658304025	8.265620259018023e-11	4.043406481809429e-09	3.0792585221082915	0.3795657712960553	0.8534915460972595	5.079102683379664	0.1660956524482661	0.5986302546764852	19.36299728793066	3	3.12492417046937e-09	7.147432943094836e-08
ETV6	15.179600813699537	0.0016694253357866	0.019078009677619	16.397798313333794	0.0009397195110935	0.0135016956395085	25.11251400355784	1.462629984126352e-05	0.0003198199991208	18.89663771019706	3	5.793509924308694e-09	1.2853331117251466e-07
CD84	23.75600041726752	2.8088131764997123e-05	0.0005322312398474	17.077656462103427	0.0006812214342244	0.0103428304729835	15.484024877531269	0.0014464341737842	0.0181233905636034	18.77256058563407	3	6.825415647574343e-09	1.5001959113859965e-07
SCARB2	26.14862732068868	8.877865631220504e-06	0.0001874911358417	12.659273089661635	0.0054344963841437	0.0557885019434758	16.761212353110164	0.0007913219369383	0.0108554787121457	18.52303758782016	3	9.48642462501651e-09	2.0470250217302966e-07
KLHL5							39.84805090937859	1.1475314396144984e-08	4.55592482143419e-07	39.84805090937859	1	1.1475314396144984e-08	2.4627149316590645e-07
LIF	27.99353093115277	3.6434098350995568e-06	8.417593614201096e-05				19.928688736056102	0.0001756175194397	0.0028956869166258	23.96110983360444	2	1.2246626848225873e-08	2.618740732012133e-07
APOA5							39.602827819193294	1.2934109745914215e-08	5.017047014085652e-07	39.602827819193294	1	1.2934109745914215e-08	2.7508245997380506e-07
PPP2R3A							38.547058653589744	2.1647410086656146e-08	8.239036831477697e-07	38.547058653589744	1	2.1647410086656143e-08	4.4364059666327366e-07
IGFBP7	25.346269896600067	1.30690426002548e-05	0.0002666084690451	0.7252128383879642	0.8672582175556165	1.0	26.953110356741384	6.022129207971439e-06	0.0001444740191978	17.674864363909805	3	2.8916858682394685e-08	5.855168731495157e-07
PSMB9	23.950983959850102	2.557554395182996e-05	0.0004894577153895	9.135405137058251	0.0275437337542513	0.1936367352548388	19.79432300856677	0.0001872428871888	0.0030673899512935	17.626904035158375	3	3.079133017619821e-08	6.202853140264802e-07
LCP2	13.71156758685615	0.0033252448380151	0.0341353827696882	15.53497187126323	0.00141211847061	0.0189691081544585	23.17798894036355	3.707609075405704e-05	0.0007204574717736	17.47484279949431	3	3.7570274165091466e-08	7.50453533787511e-07
NR2E3	36.78508572418726	5.1092212688798544e-08	1.683409399519589e-06							36.78508572418726	1	5.1092212688798544e-08	1.0019326949337358e-06
GPX7	5.965689335057997	0.1132914981321287	0.4616399847389928	12.55470693977434	0.0057055624139514	0.0581581094014489	32.630396390896586	3.85386210744432e-07	1.1823181810838267e-05	17.05026422190964	3	6.539824257024573e-08	1.269842723141471e-06
ATP2A3	20.034687566289744	0.0001669557944904	0.0026768765176822	13.806927868316968	0.0031800914442864	0.0369493904627939	16.8691179387995	0.0007519230397975	0.0103853599657718	16.903577791135405	3	7.91650995206128e-08	1.5246372993994242e-06
DENND4B	24.13839643643788	2.3371981234143e-05	0.0004536246074351	1.0725001496534123	0.7837164575629842	1.0	25.33573515028037	1.3135526689645302e-05	0.0002903582362575	16.84887724545722	3	8.500536972641851e-08	1.6291547763612624e-06
FYB	9.869657250225169	0.0197072181440668	0.1393457282930033	27.39713578353509	4.860077577450606e-06	0.0001277228387354	11.70489006331278	0.0084655829284201	0.0765912078349646	16.323894365691014	3	1.6802280168458784e-07	3.0899994244482914e-06
PLAU	19.00929382357804	0.0002721918296013	0.0041163647669056	10.755079288772851	0.0131267278830083	0.1133415321511362	18.96629774325701	0.0002778208937818	0.0043607112072053	16.243556951869298	3	1.8643541738273445e-07	3.4232900784950854e-06
PACAP	28.911768105566185	2.3370956982238364e-06	5.672930013815226e-05	9.44719090573076	0.0238998479050659	0.1757112927872952	9.946675548088669	0.0190248939418882	0.1434162518746662	16.10187818646187	3	2.23917361904296e-07	4.092461830785626e-06
NUCB2	14.215030240921022	0.0026266013785196	0.0280756455041761	19.2856886567744	0.0002386196495118	0.004185689822869	14.695859167137067	0.002095897526117	0.0246731006446619	16.06552602161083	3	2.346842985363319e-07	4.276027473331471e-06
RRBP1	22.02138032183278	6.456633525679473e-05	0.0011400773893962	4.68553792987823	0.1963258549191515	0.6371113396949745	20.76572597470887	0.0001177528050647	0.0020035788209679	15.82421474213996	3	3.204029848149699e-07	5.7145781228311e-06
PTMA	13.0315303539601	0.0045689130169868	0.0442492303099696	17.962689019175667	0.0004477122140868	0.007080122912922	16.188471417581255	0.0010374210210465	0.0135695741822679	15.727563596905672	3	3.628799222533875e-07	6.395015023317895e-06
MYPN	32.59581974843754	3.919107164507041e-07	1.1117277956595714e-05							32.59581974843754	1	3.919107164507041e-07	6.886098398260885e-06
IMPA1	12.360704533536165	0.0062443549991137	0.0571286982170825	12.085298889764047	0.0070966018125039	0.0686574850053092	22.02619515860254	6.441755921751435e-05	0.001185751580942	15.490732860634251	3	4.920664840530017e-07	8.519306257579422e-06
CR1	20.16157920593299	0.000157144368446	0.0025365323310783				19.65545305659163	0.0002000632046591	0.0032511073578957	19.90851613126231	2	4.948231697750978e-07	8.542020412540922e-06
MASP1	14.079935716732352	0.0027983411906131	0.0295490036735671				25.653270238659506	1.1272222708777882e-05	0.0002541647721685	19.86660297769593	2	5.139415683651738e-07	8.846228596678573e-06
CLTCL1	30.84139502773049	9.179862085679076e-07	2.4180361999310707e-05				8.790878636067777	0.0322044394333817	0.2129573774157781	19.816136831899133	2	5.379383509000982e-07	9.20567438407187e-06
