	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	Ribosome_Homo sapiens_hsa03010	82/121	RPL23A,MRPL27,RPL34,RPL26,MRPL10,RPS25,RPS3A,RPL37A,RPL5,RPS4X,RPL15,RPL39,RPL23,RPS18,UBA52,RPL13A,RPL9,RPL36A,RPS11,MRPL1,RPS24,RPL31,RPL7A,MRPS5,RPS12,FAU,MRPL35,RPL28,RPS5,MRPS6,RPS29,RPS13,RPL12,RPL10,RPL29,RPL36,RPL11,RPL18A,RPL4,RPL30,RPS20,RPL32,RSL24D1,RPS17,RPSA,RPS8,RPL27A,RPS19,MRPS16,RPL17,RPS21,MRPL18,RPS7,RPL27,RPL37,RPL7,RPL22,RPL6,RPS6,MRPL3,RPL38,RPS23,RPS27,RPL19,RPL36AL,RPL35,RPLP0,MRPL24,RPS16,RPL35A,RPS10,RPL8,RPL21,MRPL2,RPS3,RPL24,RPL3,RPS9,RPL13,RPS15,MRPL14,RPL26L1	1.1962168057126572e-47	2.93073117399601e-45	2.93073117399601e-45
1	Spliceosome_Homo sapiens_hsa03040	63/117	CTNNBL1,BUD31,PRPF31,SNRPF,RBM25,CHERP,SRSF5,SNW1,U2AF1,LSM2,ACIN1,BCAS2,SNRNP40,SRSF9,PUF60,SF3A2,DDX39B,HNRNPA3,HNRNPC,PRPF38B,LSM4,LSM3,ISY1,SF3B1,ZMAT2,SRSF2,U2AF2,RBMXL1,THOC3,SNRPD2,WBP11,PRPF4,SNRPB2,SRSF1,SF3A3,ALYREF,SNRPD1,LSM6,SNRPA1,SNRPG,SNRNP70,HNRNPK,SRSF3,HSPA6,PHF5A,LSM7,SRSF4,SRSF6,CWC15,HNRNPA1,SF3B5,NCBP2,RBM22,RBMX,DDX5,PPIL1,SF3B6,HNRNPM,SRSF7,RBM17,SNRPA,HNRNPU,SF3B2	2.200940974211792e-28	5.39230538681889e-26	2.696152693409445e-26
2	Parkinson's disease_Homo sapiens_hsa05012	34/87	UQCRH,CYCS,UQCRC2,PARK7,CYC1,GNAI1,NDUFA4,GNAI3,UBE2L3,NDUFA10,NDUFB5,NDUFS8,UBE2J2,NDUFA8,COX6A1,UQCRB,NDUFB11,UQCRQ,NDUFA5,COX6B1,NDUFAB1,CASP3,SDHC,NDUFA2,SDHD,COX4I1,NDUFS4,NDUFS6,UQCR10,NDUFA3,NDUFS7,SLC25A4,UQCRC1,NDUFB9	8.223777872186341e-11	2.0148255786856535e-08	6.716085262285512e-09
3	Huntington's disease_Homo sapiens_hsa05016	40/120	DCTN1,UQCRH,CYCS,UQCRC2,POLR2I,CYC1,NDUFA4,DNAH5,NDUFA10,HDAC1,NDUFB5,NDUFS8,DCTN2,CLTCL1,SP1,NDUFA8,COX6A1,UQCRB,NDUFB11,UQCRQ,NDUFA5,COX6B1,CLTA,POLR2H,NDUFAB1,CASP3,SDHC,TFAM,NDUFA2,SDHD,COX4I1,NDUFS4,NDUFS6,UQCR10,NDUFA3,NDUFS7,SLC25A4,UQCRC1,CLTB,NDUFB9	5.404007517266958e-10	1.323981841730405e-07	3.309954604326012e-08
4	Oxidative phosphorylation_Homo sapiens_hsa00190	30/78	UQCRH,UQCRC2,CYC1,ATP6V1G1,NDUFA4,NDUFA10,NDUFB5,NDUFS8,LHPP,COX17,NDUFA8,COX6A1,UQCRB,NDUFB11,UQCRQ,NDUFA5,COX6B1,NDUFAB1,SDHC,PPA2,NDUFA2,SDHD,COX4I1,NDUFS4,NDUFS6,UQCR10,NDUFA3,NDUFS7,UQCRC1,NDUFB9	1.684584737483139e-09	4.1272326068336906e-07	8.25446521366738e-08
5	Alzheimer's disease_Homo sapiens_hsa05010	33/108	UQCRH,CYCS,UQCRC2,CYC1,NDUFA4,MAPK1,APH1A,FADD,NDUFB5,NDUFA10,NDUFS8,BAD,NDUFA8,COX6A1,UQCRB,GSK3B,NDUFB11,UQCRQ,NDUFA5,COX6B1,NDUFAB1,CASP3,SDHC,NDUFA2,SDHD,COX4I1,NDUFS4,NDUFS6,UQCR10,NDUFA3,NDUFS7,UQCRC1,NDUFB9	1.8771860083765025e-07	4.599105720522431e-05	7.66517620087072e-06
6	Non-alcoholic fatty liver disease (NAFLD)_Homo sapiens_hsa04932	31/101	UQCRH,CYCS,UQCRC2,CDC42,CYC1,NDUFA4,NDUFA10,NDUFB5,NDUFS8,NDUFA8,COX6A1,UQCRB,GSK3B,NDUFB11,UQCRQ,NDUFA5,COX6B1,NDUFAB1,CASP3,SDHC,NDUFA2,SDHD,COX4I1,NDUFS4,NDUFS6,UQCR10,NDUFA3,NDUFS7,UQCRC1,NFKB1,NDUFB9	3.9400073049812733e-07	9.653017897204119e-05	1.3790025567434458e-05
7	mRNA surveillance pathway_Homo sapiens_hsa03015	24/71	PPP2CA,CSTF2,PPP2R1A,PPP2CB,PELO,SAP18,GSPT1,PPP1CC,CPSF4,ACIN1,NXT1,DDX39B,RNPS1,CPSF6,ALYREF,UPF3B,RNGTT,NCBP2,WDR82,DAZAP1,WDR33,PNN,CASC3,PPP1CA	1.172709450753394e-06	0.00028731381543458154	3.591422692932269e-05
8	RNA transport_Homo sapiens_hsa03013	32/130	EEF1A1,EIF3G,SAP18,EIF4E,EIF3F,SNUPN,ACIN1,EIF3J,EIF2B5,EIF1AX,NXT1,DDX39B,RNPS1,PAIP1,FXR2,THOC3,EIF3I,PHAX,EIF1B,EIF4B,EIF3C,ALYREF,NUP85,EIF3H,EIF3B,UPF3B,RPP25,UBE2I,RAE1,NCBP2,PNN,CASC3	4.422982343871114e-05	0.010836306742484229	0.0012040340824982477
9	Cardiac muscle contraction_Homo sapiens_hsa04260	12/30	UQCRH,UQCRQ,MYH7,COX4I1,UQCRC2,COX6B1,UQCR10,UQCRC1,COX6A1,UQCRB,CYC1,TPM2	8.955241192449991e-05	0.021940340921502478	0.002194034092150248
