	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	Complement and coagulation cascades_Homo sapiens_hsa04610	50/68	C1QA,C8A,FGG,SERPIND1,PROC,F13B,C9,C4BPB,C4A,C2,MASP2,F9,F13A1,PROS1,FGB,VWF,MBL2,C1R,F7,VTN,CFB,ITGAM,CFI,A2M,CLU,F10,F5,SERPING1,C5,SERPINC1,KNG1,C3,C6,F2,C8G,C1S,C4B,C8B,F12,CPB2,FGA,SERPINF2,C4BPA,KLKB1,F11,MASP1,SERPINA1,C5AR1,C7,PLG	2.522214903559425e-24	6.936090984788418e-22	6.936090984788418e-22
1	Staphylococcus aureus infection_Homo sapiens_hsa05150	19/40	C1QA,FGG,C2,C4A,MASP2,MBL2,CFB,ITGAM,CFI,KRT10,FPR3,C5,C3,C1S,C4B,PLG,MASP1,C5AR1,C1R	1.053591229407304e-05	0.0028973758808700863	0.0014486879404350431
2	Systemic lupus erythematosus_Homo sapiens_hsa05322	16/38	C1QA,C8A,C1R,C3,ELANE,C6,C9,C2,C4A,C8G,C1S,C4B,C8B,C5,CTSG,C7	0.0003053732563139599	0.08397764548633897	0.027992548495446325
3	Vitamin digestion and absorption_Homo sapiens_hsa04977	6/9	APOA1,APOB,FOLH1,APOA4,LMBRD1,SLC5A6	0.0014251736898847826	0.3919227647183152	0.0979806911795788
4	Platelet activation_Homo sapiens_hsa04611	27/88	PIK3R1,FERMT3,FGG,PPP1CB,ITGA2B,PLCG2,PLCB1,RASGRP2,PTGS1,FGB,VWF,PIK3CA,ROCK1,ARHGAP35,PRKCZ,PLCB2,GP1BA,PLA2G4F,PLA2G4C,STIM1,GP1BB,BTK,FGA,ARHGEF12,FYN,ITGB3,LYN	0.0015215867355828526	0.4184363522852845	0.0836872704570569
5	Prion diseases_Homo sapiens_hsa05020	11/26	C1QA,C8A,BAX,SOD1,FYN,C6,C9,C8G,C7,C8B,C5	0.002547733923450814	0.7006268289489739	0.1167711381581623
6	NF-kappa B signaling pathway_Homo sapiens_hsa04064	18/53	PIAS4,LBP,CSNK2A1,BIRC2,TAB1,VCAM1,ZAP70,TNFAIP3,BTK,PRKCB,LCK,BCL2L1,LYN,PTGS2,MAP3K7,PLCG2,CSNK2A2,MALT1	0.0026348424089290426	0.7245816624554867	0.10351166606506954
7	Pertussis_Homo sapiens_hsa05133	16/49	C1QA,CXCL6,CALML5,C4BPA,C3,C1S,IRF8,ITGAM,C2,C4BPB,C4A,IRF3,C4B,C5,SERPING1,C1R	0.0068612815200985965	1.0	0.23585655225338925
8	Chemokine signaling pathway_Homo sapiens_hsa04062	28/102	STAT5B,DOCK2,GRB2,PIK3R1,GRK6,PRKCD,PTK2B,GNG2,PLCB1,RASGRP2,NCF1,PIK3CA,HCK,PRKCB,GNG4,PPBP,ROCK1,PRKCZ,SOS1,ELMO1,PLCB2,PF4,GNG7,PREX1,CXCL6,LYN,ARRB2,FGR	0.007287973865244253	1.0	0.22268809032690773
9	African trypanosomiasis_Homo sapiens_hsa05143	8/20	HPR,APOA1,VCAM1,PLCB2,HBB,PRKCB,HBA1,PLCB1	0.014377209139321483	1.0	0.39537325133134077
10	Osteoclast differentiation_Homo sapiens_hsa04380	23/84	CREB1,GRB2,PIK3R1,PLCG2,JAK1,PIK3CA,NCF1,PPP3CB,TGFBR1,TAB1,NCF4,NCF2,LILRB5,BTK,LILRB2,PPP3CC,FYN,LCK,CSF1,ITGB3,MAP3K7,SPI1,TGFB1	0.014595894387146858	1.0	0.36489735967867143
11	Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080	6/14	P2RX4,F2,C5AR1,FPR3,CTSG,PLG	0.023178272863096136	1.0	0.5311687531126198
12	Jak-STAT signaling pathway_Homo sapiens_hsa04630	14/48	STAT5B,PIAS4,SOS1,AOX1,GRB2,PIK3R1,JAK1,PIK3CA,PTPN6,MCL1,BCL2L1,CSF2RA,PTPN2,MTOR	0.030134518620177155	1.0	0.6374609708114399
13	Linoleic acid metabolism_Homo sapiens_hsa00591	3/5	PLA2G4F,PLA2G4C,ALOX15	0.039785947790287705	1.0	0.7815096887377943
14	Arachidonic acid metabolism_Homo sapiens_hsa00590	10/32	PTGS1,ALOX5,PLA2G4F,ALOX15,CYP4F3,PLA2G4C,ALOX12,PTGS2,CYP2U1,GPX1	0.03986079618361201	1.0	0.7307812633662202
