	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	ribosomal subunit (GO:0044391)	77/121	RPL23A,MRPL27,RPL34,RPL26,MRPL10,RPS25,FXR2,RPS3A,RPL37A,RPL5,RPS4X,MRPL41,RPL15,RPL39,RPL23,RPS18,UBA52,RPL13A,RPL9,RPL36A,RPS11,MRPL1,RPS24,RPL31,RPL7A,RPS12,FAU,RPL28,RPS5,MRPS6,RPS29,RPS13,RPL12,RPL10,RPL29,RPL36,RPL11,RPL18A,RPL4,RPL30,RPS20,RPL32,RPS17,RPSA,RPS8,RPL27A,RPS19,MRPS16,RPL17,RPS21,RPS7,RPL27,RPL37,RPL7,RPL22,RPL6,RPS6,MRPL3,RPL38,RPS23,RPS27,RPL19,RPL35,RPLP0,MRPS33,RPS16,RPL35A,RPS10,RPL8,RPL21,RPS3,RPL24,RPL3,RPS9,RPL13,RPS15,RPL26L1	9.537436426085027e-42	4.167859718199157e-39	4.167859718199157e-39
1	ribosome (GO:0005840)	77/141	RPL23A,MRPL27,SF1,RPS25,RPS3A,RPL37A,RPL5,RPS4X,COL11A2,RPL15,MRPL57,RPL23,RPS18,UBA52,RPL13A,RPL9,RPL36A,RPS11,RPS24,RPL31,RPL7A,MRPS5,FAU,MRPL35,MRPL54,RPL28,RPS13,MRPS34,RPL10,RPL29,RPL36,MTG2,RPL11,RPL18A,REPIN1,RPL4,APEX1,RPL30,RPS20,RPL32,RPS17,RPS8,RPL27A,RPS19,MRPS16,RPS21,MRPL18,RPS7,RPL27,RPL37,RPL22,RPL6,RPS6,MRPL3,RPL38,RPS23,MRPL48,RPS27,RPL19,RPL36AL,RPL35,RPLP0,MRPL24,RPS16,RPL35A,RPS10,RPL8,RPL21,MRPL2,RPS3,RPL24,MRPL53,RPL3,RPS9,RPL13,RPS15,MRPL14	4.4742335149547884e-35	1.9552400460352424e-32	9.776200230176212e-33
2	cytosolic large ribosomal subunit (GO:0022625)	42/47	RPL23A,RPL35A,RPL31,RPL7A,RPL34,RPL26,RPL27A,RPL8,RPL28,RPL17,RPL21,FXR2,RPL37A,RPL5,RPL12,RPL27,RPL37,RPL10,RPL29,RPL7,RPL36,RPL24,RPL11,RPL22,RPL18A,RPL15,RPL6,RPL4,RPL38,RPL39,RPL23,RPL19,UBA52,RPL3,RPL30,RPL13,RPL35,RPL13A,RPLP0,RPL9,RPL36A,RPL32	7.700422858297634e-34	3.365084789076066e-31	1.1216949296920221e-31
3	large ribosomal subunit (GO:0015934)	48/65	RPL23A,RPL35A,RPL31,RPL7A,MRPL27,RPL34,RPL26,MRPL10,RPL27A,RPL8,RPL28,RPL17,RPL21,FXR2,RPL37A,RPL5,RPL12,RPL27,RPL37,RPL10,RPL29,RPL7,RPL36,RPL24,RPL11,RPL22,MRPL41,RPL18A,RPL15,RPL6,RPL4,MRPL3,RPL38,RPL39,RPL23,RPL19,UBA52,RPL3,RPL30,RPL13,RPL35,RPL13A,RPLP0,RPL9,RPL36A,MRPL1,RPL26L1,RPL32	5.218844154072454e-31	2.2806348953296624e-28	5.701587238324156e-29
4	cytosolic part (GO:0044445)	76/162	RPL23A,RPS24,CIAO1,RPL35A,RPS17,RPL31,RPSA,RPL7A,RPS8,RPS10,RPL34,RPS12,FAU,RPL26,RPL27A,RPS19,RPL8,FADD,RPL28,RPL17,RPS25,RPS21,RPL21,RPS5,FXR2,BLOC1S5,RPS3A,RPL37A,RPS29,RPS13,RPL5,RPS7,RPL12,RPL27,RPL37,RPL10,DNAJA3,RPL29,RPL36,RPL7,RPS3,RPS4X,RPL24,RPL11,RPL22,AHR,RPL18A,RPL15,REPIN1,RPL6,RPS6,RPL4,RPL38,RPL39,SNAPIN,RPS23,RPL23,RPS18,RPS27,RPL19,UBA52,RPL3,RPL30,RPS9,RPL13,RPL35,BLOC1S3,RPL13A,RPLP0,RPS15,RPL9,RPL36A,RPS20,RPS11,RPL32,RPS16	7.790597517506582e-29	3.4044911151503765e-26	6.808982230300753e-27
5	spliceosomal complex (GO:0005681)	61/135	CTNNBL1,PRPF31,SNRPF,HNRNPA2B1,RBM25,SNW1,U2AF1,WBP4,SF1,LSM2,SRRM2,BCAS2,SNRNP40,SF3A2,LSM4,DDX39B,HNRNPF,HNRNPC,PRPF38B,ZNF326,HNRNPA3,LSM3,ISY1,HNRNPH3,SF3B1,ZRSR2,U2AF2,SRSF2,SNRPD2,PRPF4,SNRPB2,SRSF1,SF3A3,ALYREF,SNRPD1,LSM6,SNRPA1,SNRPG,ZCRB1,SNRNP70,YBX1,HNRNPK,SREK1,PHF5A,HNRNPDL,LSM7,CWC15,HNRNPA1,SF3B5,RBM22,RBMX,DDX5,PPIL1,API5,SF3B6,HNRNPM,PNN,RBM17,SNRPA,HNRNPU,SF3B2	2.9109518107110123e-22	1.2720859412807125e-19	2.120143235467854e-20
6	cytosolic small ribosomal subunit (GO:0022627)	26/37	RPS24,RPS17,RPSA,RPS8,RPS10,RPS12,FAU,RPS19,RPS21,RPS25,RPS5,RPS3A,RPS7,RPS29,RPS13,RPS3,RPS4X,RPS6,RPS23,RPS27,RPS18,RPS9,RPS15,RPS20,RPS11,RPS16	1.8796149303849371e-16	8.213917245782175e-14	1.1734167493974537e-14
7	nucleolus (GO:0005730)	222/1156	PTGES3,RBM14,HNRNPD,CABIN1,RPL34,ATF1,U2AF1,FUS,WBP4,SF1,HMG20B,CIAPIN1,TXN2,ZC3H18,ATXN2,SNRNP40,SRSF9,ARGLU1,RPS25,KAT6A,DGCR8,MDH2,MRTO4,PPIG,RPS3A,RPL5,FBL,AKAP8L,RECQL5,SMARCE1,MBNL1,BUB1,DPF2,SAE1,GABPA,HNRNPK,CUEDC2,SARNP,STAT6,SMARCC2,RBM4,SRSF6,NONO,HNRNPA1,RPL23,NCBP2,ADRM1,MPHOSPH8,VCP,API5,RPL9,THRAP3,MRPL1,PPM1G,SCO2,CGGBP1,NPM1,CTNNBL1,EEF1A1,HDGF,RPS24,ZCCHC7,RCHY1,TMUB1,NOP56,BUB3,GATAD2A,GAR1,ZRANB2,ZNF146,TLE1,FUBP1,SRRM2,BCLAF1,MAPK1,HDAC1,MTMR3,NOP16,SLTM,LHPP,RSL1D1,HNRNPC,CCNT1,HNRNPH3,RAD1,HADH,RPS13,NOLC1,PHAX,PRKRIP1,AKAP8,RPL36,SAFB,TCOF1,SNRPA1,RPL11,SMAD4,ATF2,MORF4L2,EDF1,LUC7L3,RPL4,SRSF4,SNAPIN,FAHD1,TIMM13,APEX1,RBM22,ZBTB11,PHC3,TCEA1,CCNH,DAZAP1,TFE3,DNTTIP1,HNRNPM,PNN,ZNF330,NFKB1,DUT,POLR3E,SNRPA,UTP3,NFRKB,POLR2I,SAP18,MAPKAPK5,SHQ1,SAP30L,SNW1,ACIN1,RPS19,TBCA,XPO6,KHDRBS1,CD2BP2,NHP2,PACSIN2,EEF1D,SF3B1,U2AF2,RPS7,PPP5C,TARDBP,WBP11,PLSCR1,MLLT1,SREK1,RAD23B,RNASEH2B,RPS6,HNRNPDL,RPS23,NOP2,RPL19,ATRX,KHSRP,DDX1,MAX,RPL35,LARP1,LITAF,SAFB2,RBBP9,RBM10,ANP32B,SF3B2,SRSF7,TERF1,CSTF2,NOP58,HTATSF1,CACYBP,ILF3,RBM25,PNKP,RPS10,SLC25A22,PPP1CC,SRSF5,PWP1,QRICH1,RBM39,HP1BP3,PCBP2,PSME3,NDUFB5,DKC1,RPL21,SP1,CTSB,CTCF,PRPF4,MATR3,SNRPB2,CPSF6,REXO4,SF3A3,ANO2,MYH7,SNRNP70,AHR,ZNF22,TAF15,PSMB2,CCDC86,AIP,RAE1,SPR,ILF2,RPL3,RPS9,SRP19,RPL13,ZNF428,DDX5,PXN,PDS5B,ZMYND11,UBE2Z,RBM17,PCIF1	1.0757772467074358e-14	4.701146568111494e-12	5.876433210139368e-13
8	small ribosomal subunit (GO:0015935)	29/57	RPS24,RPS17,RPSA,RPS8,RPS10,RPS12,FAU,RPS19,MRPS16,RPS21,RPS25,RPS5,RPS3A,RPS7,MRPS6,RPS29,RPS13,RPS3,RPS4X,RPS6,RPS23,RPS27,RPS18,RPS9,RPS15,MRPS33,RPS20,RPS11,RPS16	6.902710443553114e-13	3.0164844638327107e-10	3.351649404258568e-11
9	catalytic step 2 spliceosome (GO:0071013)	33/75	SNRPF,SNW1,U2AF1,LSM2,SRRM2,SF3A2,SNRNP40,HNRNPA3,HNRNPF,HNRNPC,LSM3,ISY1,SF3B1,SNRPD2,SNRPB2,SRSF1,SF3A3,ALYREF,SNRPD1,SNRPA1,SNRPG,HNRNPU,HNRNPK,CWC15,HNRNPA1,RBM22,RBMX,DDX5,PPIL1,HNRNPM,PNN,HNRNPA2B1,SF3B2	3.215188181273814e-12	1.4050372352166567e-09	1.4050372352166568e-10
