	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	structural constituent of ribosome (GO:0003735)	83/135	RPL23A,MRPL27,RPL34,RPL26,MRPL10,RPS25,RPS3A,RPL37A,RPL5,RPS4X,MRPL41,RPL15,MRPL57,RPL39,RPL23,RPS18,UBA52,RPL13A,RPL9,RPL36A,RPS11,MRPL1,RPS24,RPL31,RPL7A,MRPS5,RPS12,FAU,MRPL35,RPL28,RPS5,MRPS6,RPS29,RPS13,RPL12,RPL10,RPL29,RPL36,RPL11,RPL18A,RPL4,RPL30,RPS20,RPL32,RPS17,RPSA,RPS8,RPL27A,RPS19,MRPS16,RPL17,RPS21,MRPL18,RPS7,RPL27,RPL37,RPL7,RPL22,RPL6,RPS6,MRPL3,RPL38,RPS23,RPS27,RPL19,RPL36AL,RPL35,RPLP0,MRPL24,MRPS33,RPS16,RPL35A,RPL8,RPL21,MRPL2,RPS3,RPL24,RPL3,RPS9,RPL13,RPS15,MRPL14,RPL26L1	2.9624269013935787e-43	1.996675731539272e-40	1.996675731539272e-40
1	rRNA binding (GO:0019843)	14/30	RPL8,RPS18,RPS4X,CIRBP,RPL23A,NOL12,RPS9,RPL11,MRPL18,RPL9,MRPS6,RPS11,RPL5,RPL37	2.600817061303637e-06	0.0017529506993186512	0.0008764753496593256
2	mRNA binding (GO:0003729)	25/86	LUC7L2,RBM25,PARK7,HNRNPLL,LUC7L,CIRBP,HNRNPC,RNPS1,RPS5,RPS13,TARDBP,RPL7,SRSF1,CPSF6,RPS3,HNRNPAB,TSN,UPF3B,LUC7L3,RBM4,PURB,KHSRP,RBMX,RPL35,LARP1	1.5067130104469807e-05	0.01015524569041265	0.0033850818968042162
3	structure-specific DNA binding (GO:0043566)	35/146	TERF1,CGGBP1,SP3,PNKP,HMGN1,PARK7,FUBP1,HDAC1,HNRNPC,MBD3,SP1,HSPD1,AKAP8,TARDBP,WBP11,CTCF,SAFB,HMGN4,SMARCE1,ALYREF,YBX1,HNRNPK,CNBP,RAD23B,SMARCC2,HNRNPDL,ACTL6A,HNRNPA1,APEX1,HMGB1,PURB,YY1,RBMS1,NFKB1,HNRNPA2B1	3.594860138105231e-05	0.02422935733082926	0.006057339332707315
4	NADH dehydrogenase (ubiquinone) activity (GO:0008137)	13/40	NDUFA10,NDUFB5,NDUFS8,NDUFA2,NDUFA5,NDUFS4,NDUFS6,NDUFA3,NDUFS7,NDUFA8,NDUFAB1,NDUFA4,NDUFB9	0.0005187925059104176	0.34966614898362147	0.058277691497270245
5	NADH dehydrogenase activity (GO:0003954)	13/40	NDUFA10,NDUFB5,NDUFS8,NDUFA2,NDUFA5,NDUFS4,NDUFS6,NDUFA3,NDUFS7,NDUFA8,NDUFAB1,NDUFA4,NDUFB9	0.0005187925059104176	0.34966614898362147	0.058277691497270245
6	NADH dehydrogenase (quinone) activity (GO:0050136)	13/40	NDUFA10,NDUFB5,NDUFS8,NDUFA2,NDUFA5,NDUFS4,NDUFS6,NDUFA3,NDUFS7,NDUFA8,NDUFAB1,NDUFA4,NDUFB9	0.0005187925059104176	0.34966614898362147	0.058277691497270245
7	pre-mRNA binding (GO:0036002)	6/11	RBM22,DDX5,ZRSR2,RBM4,SRSF6,HNRNPA2B1	0.0007876351697567555	0.5308661044160532	0.06635826305200665
8	snRNA binding (GO:0017069)	7/15	SNRPB2,RBM22,DDX39B,CCNT1,LSM7,LSM2,SNRPA	0.0009321713875092476	0.6282835151812329	0.06980927946458143
9	single-stranded DNA binding (GO:0003697)	15/54	HNRNPA1,HMGB1,ALYREF,PURB,YBX1,HNRNPA2B1,HNRNPK,CNBP,PARK7,RAD23B,HNRNPDL,RBMS1,HSPD1,WBP11,FUBP1	0.001265538356234113	0.8529728521017922	0.08529728521017921
10	translation factor activity, nucleic acid binding (GO:0008135)	18/71	EIF1B,EIF2B5,EIF1AX,EIF4B,EIF3C,EEF1A1,EEF2,TCEA1,EIF3G,EEF1B2,GSPT1,EEF1D,EIF3H,EIF3B,EIF4E,EIF3I,EIF3F,EIF3J	0.0013897872518074154	0.936716607718198	0.08515605524710891
11	protein serine/threonine phosphatase activity (GO:0004722)	11/35	PPP2CA,CYCS,PPA2,MTMR3,TIMM50,PPP2R1A,PPP2CB,PPP1CC,PPP5C,PPM1G,PPP1CA	0.001879657803232425	1.0	0.10557411328155455
12	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)	14/51	NDUFA10,NDUFB5,NDUFS8,NDUFA2,NDUFA5,NDUFS4,CBR4,NDUFS6,NDUFA3,NDUFS7,NDUFA8,NDUFAB1,NDUFA4,NDUFB9	0.002058011559950667	1.0	0.10669998395436536
13	oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor (GO:0016681)	4/6	UQCRC1,UQCRH,UQCR10,UQCRQ	0.00251349582145731	1.0	0.11293974557748178
14	ubiquinol-cytochrome-c reductase activity (GO:0008121)	4/6	UQCRC1,UQCRH,UQCR10,UQCRQ	0.00251349582145731	1.0	0.11293974557748178
15	oxidoreductase activity, acting on diphenols and related substances as donors (GO:0016679)	4/6	UQCRC1,UQCRH,UQCR10,UQCRQ	0.00251349582145731	1.0	0.11293974557748178
16	unfolded protein binding (GO:0051082)	18/76	PTGES3,NPM1,TBCA,HSPD1,PFDN6,PFDN5,HSPA9,TOMM20,VBP1,GRPEL1,PFDN1,CDC37,TTC1,HSPE1,HSPA6,AIP,PDRG1,DNAJA3	0.0031412889061193387	1.0	0.12454286604261378
17	translation initiation factor binding (GO:0031369)	7/18	EIF2B5,EIF3C,RPS24,LARP1,EIF3B,EIF4E,EIF3F	0.003334090285096039	1.0	0.12484315845304056
18	NF-kappaB binding (GO:0051059)	7/19	APEX1,NPM1,RPS3,DNAJA3,COMMD6,NFKBIA,GSK3B	0.004740836183495765	1.0	0.16817492566716555
19	nucleosomal DNA binding (GO:0031492)	8/24	HMGN4,HDAC1,SMARCE1,HNRNPC,MBD3,HMGN1,SMARCC2,ACTL6A	0.005196121648941968	1.0	0.1751092995693443
20	protein disulfide oxidoreductase activity (GO:0015035)	6/16	TXN2,GSTK1,TXNL1,CHCHD4,SH3BGRL3,GFER	0.00804421044302686	1.0	0.25818084945714775
21	double-stranded DNA binding (GO:0003690)	15/66	TERF1,CGGBP1,SAFB,SP3,HMGB1,PURB,YBX1,PNKP,SP1,PARK7,HNRNPDL,RBMS1,TARDBP,AKAP8,NFKB1	0.00995290260052143	1.0	0.30492074330688385
22	translation initiation factor activity (GO:0003743)	12/49	EIF1B,EIF2B5,EIF1AX,EIF4B,EIF3C,EIF3G,EIF3H,EIF3B,EIF4E,EIF3I,EIF3F,EIF3J	0.011119199818009523	1.0	0.32584089901471386
23	chromatin DNA binding (GO:0031490)	10/38	APEX1,HMGN4,HDAC1,SMARCE1,HNRNPC,MBD3,HMGN1,SMARCC2,ACTL6A,CTCF	0.011842874601956791	1.0	0.3325873950716199
24	translation activator activity (GO:0008494)	3/5	PAIP1,LARP1,EEF2	0.014212887689254598	1.0	0.383179452102304
25	RNA polymerase II core binding (GO:0000993)	4/9	RPRD1B,RECQL5,ZNF326,CDC73	0.015690067725980552	1.0	0.40673483258888044
26	core promoter binding (GO:0001047)	11/46	SAFB,HDAC1,SP3,RBMX,NONO,SP1,MAZ,PARK7,STAT6,SMAD5,SFPQ	0.017599460498607614	1.0	0.4393346805948715
27	RNA cap binding (GO:0000339)	4/10	NCBP2,EIF4E,LARP1,SNUPN	0.023709369393861375	1.0	0.5707183918379488
28	disulfide oxidoreductase activity (GO:0015036)	6/20	TXN2,GSTK1,TXNL1,CHCHD4,SH3BGRL3,GFER	0.02564419940602748	1.0	0.5960065655056042
29	translation elongation factor activity (GO:0003746)	5/15	EEF1A1,EEF2,TCEA1,EEF1B2,EEF1D	0.02618035984972483	1.0	0.5881854179571512
30	transcription coactivator activity (GO:0003713)	29/170	NPM1,RBM14,PARK7,DDX17,SNW1,UBE2L3,JMY,KAT6A,TAF12,ENY2,SMARCE1,FHL2,ZFX,GTF2F1,ARID5B,GABPA,ATF2,EDF1,SMARCC2,AIP,TRIM28,APEX1,NFKBIB,MAX,DDX5,YY1,THRAP3,TAF9,ACTL6A	0.030373804115344457	1.0	0.6603852894755536
