	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	serine-type endopeptidase activity (GO:0004252)	32/76	PRTN3,PROC,C2,MASP2,F9,HPR,GZMM,APEH,HABP2,C1R,HGFAC,F7,ELANE,CFB,CFI,KLK6,LTF,F10,PLA2G4C,F2,C1S,MST1,C1RL,F12,HTRA2,MMP8,MASP1,F11,KLKB1,TPP2,CTSG,PLG	3.53189411539406e-07	0.00032034279626624125	0.00032034279626624125
1	serine-type peptidase activity (GO:0008236)	34/87	PRTN3,PROC,C2,MASP2,F9,DPP7,GZMM,HPR,APEH,HABP2,HGFAC,F7,ELANE,CFB,CFI,KLK6,LTF,F10,PLA2G4C,ENDOU,F2,C1S,PLG,MST1,C1RL,F12,HTRA2,MMP8,MASP1,F11,KLKB1,TPP2,CTSG,C1R	1.2469212219598652e-06	0.0011309575483175978	0.0005654787741587989
2	serine hydrolase activity (GO:0017171)	34/88	PRTN3,PROC,C2,MASP2,F9,DPP7,GZMM,HPR,APEH,HABP2,HGFAC,F7,ELANE,CFB,CFI,KLK6,LTF,F10,PLA2G4C,ENDOU,F2,C1S,PLG,MST1,C1RL,F12,HTRA2,MMP8,MASP1,F11,KLKB1,TPP2,CTSG,C1R	1.6972605133495464e-06	0.0015394152856080387	0.0005131384285360128
3	phospholipid binding (GO:0005543)	62/203	PSD4,MYO1G,ANKFY1,APOM,IGHM,SNX2,ANXA9,CEACAM5,APOE,APOC1,ARL6,WIPI1,ARHGAP9,ASAP1,PLCB1,SNX30,APOA1,PON1,SNX16,NCF1,ZFYVE16,MITD1,SNX17,EPB41,SNX1,APOA4,SNX13,F10,MAPKAP1,NISCH,APOA2,SBF2,ZFYVE26,NCF4,PLA2G4C,LDLRAP1,PIK3C2A,PCTP,PLA2G15,PREX1,FES,SNX21,DAB2,BTK,SNX11,PLEK,VNN1,CYTH3,ALOX15,APOC3,APOB,SNCA,PXK,MYO10,TWF2,ARAP1,ARHGAP32,SNX27,ANXA3,GRB7,DYSF,BIN2	2.378697007193271e-06	0.002157478185524297	0.0005393695463810742
4	endopeptidase inhibitor activity (GO:0004866)	32/88	ITIH2,UCHL5,AHSG,SERPIND1,SERPINA7,C4A,SERPINA10,PROS1,SERPINB10,SERPINA3,SERPINA6,FETUB,AMBP,A2M,ITIH3,C5,SERPING1,HRG,SERPINC1,KNG1,C3,AGT,USP14,C4B,BIRC6,ITIH1,ITIH4,SERPINF2,SERPINA4,SNCA,SERPINA1,PZP	1.5034301417860273e-05	0.013636111385999267	0.0027272222771998534
5	peptidase inhibitor activity (GO:0030414)	32/89	ITIH2,UCHL5,AHSG,SERPIND1,SERPINA7,C4A,SERPINA10,PROS1,SERPINB10,SERPINA3,SERPINA6,FETUB,AMBP,A2M,ITIH3,C5,SERPING1,HRG,SERPINC1,KNG1,C3,AGT,USP14,C4B,BIRC6,ITIH1,ITIH4,SERPINF2,SERPINA4,SNCA,SERPINA1,PZP	1.961945302256604e-05	0.017794843891467398	0.0029658073152445666
6	endopeptidase regulator activity (GO:0061135)	32/92	ITIH2,UCHL5,AHSG,SERPIND1,SERPINA7,C4A,SERPINA10,PROS1,SERPINB10,SERPINA3,SERPINA6,FETUB,AMBP,A2M,ITIH3,C5,SERPING1,HRG,SERPINC1,KNG1,C3,AGT,USP14,C4B,BIRC6,ITIH1,ITIH4,SERPINF2,SERPINA4,SNCA,SERPINA1,PZP	4.2046497451778456e-05	0.03813617318876306	0.0054480247412518655
7	phosphatidylinositol binding (GO:0035091)	40/129	MYO1G,ANKFY1,SNX2,CEACAM5,WIPI1,ARHGAP9,ASAP1,PLCB1,SNX30,SNX16,NCF1,ZFYVE16,MITD1,SNX17,EPB41,SNX1,SNX13,MAPKAP1,NISCH,SBF2,ZFYVE26,NCF4,LDLRAP1,PIK3C2A,FES,SNX21,DAB2,BTK,PLEK,SNX11,VNN1,CYTH3,ALOX15,PXK,MYO10,TWF2,ARAP1,ARHGAP32,SNX27,GRB7	9.905442481490437e-05	0.08984236330711826	0.011230295413389782
8	endopeptidase activity (GO:0004175)	54/191	ATP6AP2,ADAM17,HM13,PRTN3,NCSTN,PROC,C2,MALT1,MASP2,BLMH,F9,CAPN7,GZMM,HPR,APEH,HABP2,HGFAC,F7,USP15,ELANE,PSMB6,CFB,CFI,KLK6,LTF,F10,USP5,IDE,PSMA6,DDI2,PLA2G4C,F2,SPPL2B,USP9X,C1S,MST1,BMP1,USP14,C1RL,PLG,F12,CTSL,GCA,HTRA2,MMP8,MMP15,MASP1,F11,KLKB1,ATG4C,MMP9,TPP2,CTSG,C1R	0.00011101564229873988	0.10069118756495707	0.011187909729439673
9	enzyme activator activity (GO:0008047)	71/269	DOCK2,ACAP1,MAP3K5,TBCD,ARHGAP30,EVI5L,SIPA1,PRKCD,ERCC6,APOE,APOC1,MALT1,ARHGAP9,GMFG,ARHGEF6,ARHGAP5,ASAP1,RGS19,TBC1D10C,PLCB1,ARHGAP15,APOA1,GMIP,ALOX5AP,EVI5,BCAS3,PIK3CA,TBC1D24,ARHGDIA,STK4,RAPGEF2,RASAL3,PHACTR4,APOA4,APOC2,ARHGAP35,CHML,TBC1D17,ARHGAP4,LTF,ATP7A,SOS1,APOA2,TAB1,NCF4,RALGAPA2,AGT,DOCK4,LLGL1,RALGAPB,PREX1,RIN3,TBC1D9B,MYO9B,BCL2L13,TBC1D2B,ARHGAP27,MMP15,ARHGEF12,GIT2,ARAP1,APAF1,TBC1D1,USP6NL,TSC2,ARHGAP32,TBC1D8,STARD8,SRGAP3,ARHGDIB,MGST2	0.00011275800642067616	0.10227151182355328	0.010227151182355327
10	complement binding (GO:0001848)	9/14	PTX3,C8A,CRP,CFB,C5AR1,C4A,MASP2,C4B,C8G	0.0001228840182557034	0.11145580455792298	0.01013234586890209
11	guanyl-nucleotide exchange factor activity (GO:0005085)	37/118	ARHGEF3,PSD4,DOCK2,DENND6A,EIF2B4,GDPGP1,ARHGEF6,DIS3,ARFGEF3,RASGRP2,RALGPS2,DENND4C,HERC2,RAPGEF2,FGD3,DOCK9,SOS1,FGD6,SBF2,DOCK4,DENND3,PREX1,RIN3,CYTH1,FGD4,DOCK8,DOCK10,CYTH3,FGD2,ARHGEF12,SERGEF,TRIO,ARFGEF2,DOCK5,RGL2,RANBP10,RAPGEF6	0.0001381107525813294	0.1252664525912658	0.010438871049272148
12	small GTPase binding (GO:0031267)	45/154	XPO7,MICAL1,RANBP2,PKN1,ANKFY1,EVI5L,AP3M1,XPOT,EVI5,RILP,ROCK1,TNPO1,IPO8,FGD3,DOCK9,CHML,KIF3B,MLPH,MAPKAP1,DIAPH2,FGD6,SOD1,DAAM2,RANBP9,DOCK4,NCF2,EXOC2,MYO5A,RIN3,FMNL1,PEX5,FGD4,DAAM1,EHD1,DOCK10,IPO4,ATP6AP1,DMXL2,FGD2,UNC13D,RTKN,USP6NL,EXPH5,RANBP10,RAPGEF6	0.0001783714821726499	0.16178293433059346	0.012444841102353343
