	pathway	overlap	gene list	pvalue	padjust_by_bonferroni	padjust_by_BH
0	protein activation cascade (GO:0072376)	49/64	C1QA,C8A,IGLC3,FCN3,IGKV4-1,IGHG1,C9,C4BPB,C4A,C2,MASP2,CFHR5,FCN1,F9,MBL2,VWF,F7,KRT1,CFB,CFI,A2M,CLU,IGHG2,F10,C5,SERPING1,GP1BA,KNG1,C3,IGHG4,C6,F2,C8G,C1S,C4B,IGKC,C8B,C1RL,GP1BB,F12,FGA,C4BPA,KLKB1,F11,MASP1,CRP,C7,IGLC7,C1R	3.2163940765497636e-25	1.3975232262608723e-21	1.3975232262608723e-21
1	complement activation (GO:0006956)	36/47	C1QA,C8A,IGLC3,FCN3,IGKV4-1,IGHG1,C9,C4BPB,C4A,C2,MASP2,CFHR5,FCN1,MBL2,KRT1,CFB,CFI,CLU,IGHG2,SERPING1,C5,C3,IGHG4,C6,C8G,C1S,C4B,C1RL,IGKC,C8B,C4BPA,MASP1,CRP,C7,IGLC7,C1R	7.443915078753053e-19	3.2343811017182015e-15	1.6171905508591007e-15
2	complement activation, classical pathway (GO:0006958)	30/37	C1QA,C8A,IGLC3,IGKV4-1,IGHG1,C9,C4BPB,C4A,C2,MASP2,MBL2,CFI,CLU,IGHG2,SERPING1,C5,C3,IGHG4,C6,C8G,C1S,C4B,C1RL,IGKC,C8B,C4BPA,CRP,C7,IGLC7,C1R	3.679523312046227e-17	1.5987528790840857e-13	5.3291762636136195e-14
3	humoral immune response (GO:0006959)	43/75	C1QA,C8A,IGLC3,BCL3,RNASE3,IGKV4-1,IGHM,IGHG1,C9,C4BPB,C4A,C2,MASP2,CFHR5,IGHA1,FCN1,MBL2,KRT1,CFB,IGHA2,CFI,CLU,IGHG2,LTF,SERPING1,C5,IGLC7,C3,IGHG4,C6,C8G,C1S,C4B,IGKC,C8B,C1RL,C4BPA,MASP1,TRAF3IP2,CRP,C7,FCN3,C1R	6.087244099837638e-15	2.6449075613794538e-11	6.6122689034486345e-12
4	regulation of protein activation cascade (GO:2000257)	22/27	C8A,C9,C2,C4BPB,C4A,PROS1,VTN,CFB,CFI,A2M,C5,SERPING1,SERPINC1,C3,C6,C8G,C4B,C8B,FGA,C4BPA,MASP1,C7	5.598543754667747e-13	2.432567261403136e-09	4.865134522806272e-10
5	regulation of humoral immune response (GO:0002920)	22/29	C8A,C9,C2,C4BPB,C4A,PROS1,PTPN6,HPX,VTN,CFB,CFI,A2M,C5,SERPING1,C3,C6,C8G,C4B,C8B,C4BPA,MASP1,C7	7.564019953804147e-12	3.286566669927902e-08	5.477611116546504e-09
6	regulation of complement activation (GO:0030449)	20/25	C8A,C9,C2,C4BPB,C4A,PROS1,VTN,CFB,CFI,A2M,SERPING1,C5,C3,C6,C8G,C4B,C8B,C4BPA,MASP1,C7	1.2509565966253203e-11	5.435406412337017e-08	7.764866303338594e-09
7	regulation of immune effector process (GO:0002697)	62/161	STAT5B,C8A,DOCK2,BIRC2,TGFB1,C9,C4BPB,C4A,IRF3,C2,MALT1,NLRX1,APOA1,PROS1,TLR2,PPM1B,HCK,PTPN6,SUPT6H,HPX,VTN,MUL1,CFB,CFI,A2M,PRKCZ,PPP3CB,AP2M1,SERPING1,C5,SIN3A,APOA2,LBP,ELMO1,RIPK3,C3,C6,AP1S2,PRAM1,C8G,PGLYRP2,FES,C4B,AP2S1,RBP4,C8B,C7,TNFAIP3,BTK,ITCH,C4BPA,FYN,LCK,MASP1,UNC13D,AZGP1,LYN,MAP3K7,HLA-H,ARRB2,FGR,RC3H1	1.149198276404709e-10	4.993266510978461e-07	6.241583138723076e-08
8	regulation of acute inflammatory response (GO:0002673)	24/39	C8A,C9,C2,C4BPB,C4A,PROS1,ALOX5AP,VTN,CFB,CFI,A2M,C5,SERPING1,C3,PTGS2,C6,C8G,C4B,C8B,F12,C4BPA,KLKB1,MASP1,C7	8.514508492599909e-10	3.6995539400346605e-06	4.1106154889274004e-07
9	activation of immune response (GO:0002253)	83/266	BIRC2,IGKV4-1,PLCG2,C4BPB,PIK3CA,PRKCB,KRT1,CFB,ITGAM,SERPING1,UBE2D1,LBP,IGHG4,TLR1,IGKC,TNFAIP3,BTK,THEMIS2,FYN,C5AR1,IGLC7,C8A,IGLC3,PIK3R1,C4A,FCN1,TLR2,PIK3R4,CD3D,CFI,C5,ELMO1,RIPK3,MNDA,C6,C1S,C4B,C1RL,ITCH,LCK,CRP,MAP3K7,FGR,C1QA,PRKCD,IRF3,MASP2,ARPC2,UBE2V1,TBK1,CLU,SIN3A,TAB1,C3,NCKIPSD,C8B,BAX,C4BPA,MASP1,LYN,C7,CREB1,C1R,MYO1G,GRB2,ZAP70,IGHG1,C9,C2,CFHR5,MALT1,MBL2,HCK,PTPN6,IGHG2,GPLD1,NLRC4,PGLYRP2,C8G,INPP5D,CTSL,MYO10,FCN3	1.594197815093475e-08	6.926789506581149e-05	6.9267895065811495e-06
10	regulation of inflammatory response (GO:0050727)	49/131	STAT5B,C8A,BIRC2,AHSG,PRKCD,C9,C4BPB,C4A,APOE,C2,PTPN2,NLRX1,APOA1,PROS1,TLR2,ALOX5AP,HCK,VTN,KRT1,ELANE,CFB,TNFAIP8L2,CFI,A2M,GPX1,SERPING1,C5,CD47,PSMA6,LBP,SERPINC1,C3,AGT,PTGS2,METRNL,C6,C8G,PGLYRP2,C4B,C8B,F12,TNFAIP3,S100A12,C4BPA,MASP1,KLKB1,APOD,LYN,C7	3.130728730402672e-08	0.0001360301633359961	1.2366378485090553e-05
11	regulation of response to wounding (GO:1903034)	63/192	STAT5B,C8A,BIRC2,AHSG,PRKCD,DMTN,PROC,C9,C4BPB,C4A,APOE,C2,PTPN2,NLRX1,PROS1,APOA1,TLR2,ALOX5AP,HCK,F7,VTN,KRT1,ELANE,CFB,TNFAIP8L2,CFI,A2M,GPX1,SERPING1,C5,CD47,PSMA6,LBP,HRG,GP1BA,SERPINC1,KNG1,C3,AGT,ALOX12,PTGS2,METRNL,C6,F2,C8G,PGLYRP2,C4B,C8B,F12,CPB2,TNFAIP3,PLEK,FGA,SERPINF2,S100A12,C4BPA,MASP1,F11,KLKB1,APOD,LYN,C7,PLG	1.168625652319577e-07	0.0005077678459328562	4.231398716107135e-05
12	platelet degranulation (GO:0002576)	29/64	FGG,ITGA2B,SRGN,F13A1,APOA1,PROS1,FGB,VWF,PPBP,A2M,CLU,F5,SERPING1,HRG,ALB,SOD1,PF4,KNG1,MMRN1,PECAM1,FGA,SERPINF2,PLEK,ITGB3,LYN,SERPINA1,TF,TGFB1,PLG	1.8704081557409628e-07	0.0008126923436694483	6.251479566688064e-05
13	blood coagulation, intrinsic pathway (GO:0007597)	12/15	GP1BA,GP1BB,VWF,KNG1,F12,KLKB1,F11,F2,A2M,F10,SERPING1,F9	1.9941768293695005e-07	0.000866469832361048	6.189070231150343e-05
14	plasma lipoprotein particle remodeling (GO:0034369)	11/13	APOA2,APOA1,APOB,APOC3,AGT,APOA4,APOM,APOC2,MPO,APOE,APOC1	2.3580127139928634e-07	0.001024556524229899	6.40347827643687e-05
15	protein-lipid complex remodeling (GO:0034368)	11/13	APOA2,APOA1,APOB,APOC3,AGT,APOA4,APOM,APOC2,MPO,APOE,APOC1	2.3580127139928634e-07	0.001024556524229899	6.40347827643687e-05
16	macromolecular complex remodeling (GO:0034367)	11/13	APOA2,APOA1,APOB,APOC3,AGT,APOA4,APOM,APOC2,MPO,APOE,APOC1	2.3580127139928634e-07	0.001024556524229899	6.40347827643687e-05
